2#app#app11#app1169/I  -0.021 1.709  -0.021 1.639  -0.021 1.569  -0.021 1.499  -0.021 1.428  -0.021 1.358  -0.021 1.288  -0.021 1.218  -0.021 1.148  -0.021 1.078  -0.021 1.008  -0.021 0.938  -0.021 0.868  -0.021 0.797  -0.021 0.727  -0.021 0.657  -0.021 0.587  -0.021 0.517  -0.021 0.447  -0.021 0.377  -0.021 0.307  -0.021 0.237  -0.021 0.166  -0.021 0.096  -0.021 0.026  -0.021 -0.044  -0.021 -0.114  -0.021 -0.184  -0.021 -0.254  -0.021 -0.324  -0.021 -0.394  -0.021 -0.465  -0.021 -0.535  -0.021 -0.605  -0.021 -0.675  -0.021 -0.745  -0.021 -0.815  -0.021 -0.885  -0.021 -0.955  -0.021 -1.026  -0.021 -1.096  -0.021 -1.166  0.019 -1.219  0.068 -1.269  0.118 -1.318  0.139 -1.380  0.139 -1.450  0.139 -1.520  0.139 -1.590  0.139 -1.660
3#apa#apa04#app0419/I  0.172 1.594  0.225 1.542  0.277 1.489  0.330 1.437  0.367 1.378  0.367 1.304  0.367 1.229  0.332 1.169  0.280 1.117  0.227 1.064  0.175 1.012  0.172 0.939  0.172 0.865  0.172 0.790  0.172 0.716  0.172 0.642  0.172 0.568  0.172 0.493  0.169 0.421  0.116 0.368  0.064 0.316  0.011 0.263  -0.023 0.203  -0.023 0.129  -0.023 0.054  -0.023 -0.020  -0.023 -0.094  -0.028 -0.166  -0.081 -0.219  -0.133 -0.271  -0.186 -0.324  -0.218 -0.385  -0.218 -0.459  -0.218 -0.533  -0.218 -0.607  -0.218 -0.682  -0.218 -0.756  -0.218 -0.830  -0.218 -0.904  -0.218 -0.979  -0.218 -1.053  -0.218 -1.127  -0.218 -1.202  -0.218 -1.276  -0.218 -1.350  -0.218 -1.424  -0.218 -1.499  -0.218 -1.573  -0.218 -1.647  -0.218 -1.721
3#apa#apa04#app0419/I  0.377 1.083  0.377 1.159  0.377 1.234  0.377 1.309  0.335 1.342  0.260 1.342  0.184 1.342  0.118 1.333  0.118 1.258  0.118 1.183  0.118 1.108  0.118 1.033  0.118 0.958  0.118 0.882  0.118 0.807  0.118 0.732  0.118 0.657  0.118 0.582  0.091 0.513  0.058 0.445  0.024 0.378  -0.009 0.311  -0.043 0.244  -0.077 0.177  -0.110 0.109  -0.141 0.041  -0.141 -0.034  -0.141 -0.109  -0.141 -0.184  -0.141 -0.259  -0.141 -0.335  -0.141 -0.410  -0.141 -0.485  -0.141 -0.560  -0.141 -0.635  -0.141 -0.710  -0.141 -0.786  -0.141 -0.861  -0.141 -0.936  -0.141 -1.011  -0.141 -1.086  -0.141 -1.162  -0.141 -1.237  -0.141 -1.312  -0.141 -1.387  -0.141 -1.462  -0.141 -1.537  -0.141 -1.613  -0.141 -1.688  -0.141 -1.763
1b#apb#apb23#app2343/I  0.544 1.585  0.499 1.552  0.481 1.485  0.462 1.418  0.444 1.352  0.425 1.285  0.407 1.218  0.388 1.151  0.369 1.084  0.351 1.017  0.332 0.950  0.310 0.884  0.287 0.819  0.264 0.753  0.241 0.688  0.218 0.622  0.195 0.556  0.172 0.491  0.150 0.425  0.127 0.360  0.104 0.294  0.081 0.229  0.055 0.164  0.030 0.099  0.004 0.035  -0.022 -0.030  -0.048 -0.094  -0.073 -0.159  -0.099 -0.223  -0.125 -0.287  -0.151 -0.352  -0.177 -0.416  -0.202 -0.481  -0.222 -0.547  -0.238 -0.615  -0.254 -0.683  -0.270 -0.750  -0.286 -0.818  -0.302 -0.885  -0.318 -0.953  -0.334 -1.021  -0.349 -1.088  -0.367 -1.155  -0.386 -1.222  -0.405 -1.289  -0.424 -1.356  -0.443 -1.423  -0.463 -1.489  -0.482 -1.556  -0.501 -1.623
2#ibm#ibm0#r0104/I  -1.054 1.094  -0.886 1.094  -0.718 1.094  -0.551 1.094  -0.383 1.094  -0.215 1.094  -0.047 1.094  0.121 1.094  0.282 1.054  0.441 1.001  0.602 0.959  0.770 0.959  0.741 0.959  0.573 0.959  0.406 0.959  0.238 0.959  0.070 0.959  0.028 0.832  0.028 0.665  0.028 0.497  0.028 0.329  0.028 0.161  0.028 -0.007  0.028 -0.175  0.087 -0.318  0.163 -0.454  0.163 -0.622  0.163 -0.790  0.141 -0.935  -0.027 -0.928  -0.193 -0.908  -0.360 -0.887  -0.526 -0.866  -0.693 -0.845  -0.859 -0.824  -1.026 -0.803  -0.915 -0.800  -0.747 -0.800  -0.579 -0.800  -0.411 -0.800  -0.243 -0.800  -0.075 -0.800  0.093 -0.800  0.260 -0.800  0.428 -0.800  0.588 -0.749  0.747 -0.696  0.910 -0.665  1.078 -0.665  1.245 -0.665
2#ibm#ibm0#r0104/I  -0.701 1.296  -0.557 1.296  -0.412 1.296  -0.267 1.296  -0.122 1.296  0.023 1.296  0.164 1.280  0.293 1.215  0.425 1.158  0.569 1.158  0.658 1.147  0.524 1.093  0.389 1.039  0.255 0.985  0.120 0.932  -0.010 0.874  -0.056 0.737  -0.102 0.599  -0.147 0.462  -0.147 0.317  -0.147 0.172  -0.140 0.028  -0.094 -0.109  -0.049 -0.246  -0.000 -0.383  0.064 -0.512  0.129 -0.642  0.131 -0.786  0.122 -0.922  -0.023 -0.922  -0.168 -0.922  -0.313 -0.922  -0.458 -0.922  -0.603 -0.922  -0.747 -0.922  -0.840 -0.870  -0.782 -0.784  -0.637 -0.784  -0.492 -0.784  -0.347 -0.784  -0.202 -0.784  -0.057 -0.784  0.087 -0.784  0.232 -0.784  0.377 -0.784  0.522 -0.784  0.667 -0.784  0.811 -0.784  0.956 -0.784  1.101 -0.784
2#ibm#ibm0#r0104/I  -0.803 1.164  -0.657 1.164  -0.511 1.164  -0.365 1.164  -0.221 1.181  -0.083 1.227  0.056 1.273  0.198 1.297  0.344 1.297  0.462 1.229  0.581 1.164  0.597 1.139  0.461 1.085  0.326 1.031  0.190 0.976  0.055 0.922  -0.005 0.816  -0.005 0.670  -0.031 0.527  -0.067 0.386  -0.102 0.244  -0.138 0.102  -0.138 -0.044  -0.138 -0.190  -0.126 -0.334  -0.080 -0.472  -0.034 -0.611  0.019 -0.747  0.085 -0.877  0.080 -0.950  -0.060 -0.910  -0.201 -0.870  -0.341 -0.829  -0.482 -0.789  -0.622 -0.749  -0.763 -0.709  -0.729 -0.771  -0.608 -0.831  -0.462 -0.831  -0.316 -0.831  -0.170 -0.831  -0.024 -0.831  0.123 -0.831  0.268 -0.834  0.398 -0.899  0.529 -0.963  0.675 -0.963  0.822 -0.963  0.955 -0.934  1.059 -0.831
2#ibm#ibm0#r0104/I  -0.270 1.041  -0.270 0.838  -0.270 0.634  -0.270 0.431  -0.270 0.227  -0.270 0.023  -0.270 -0.180  -0.226 -0.377  -0.161 -0.570  -0.142 -0.770  -0.142 -0.974  -0.142 -1.177  -0.032 -1.271  -0.158 -1.156  -0.317 -1.028  -0.476 -0.901  -0.635 -0.774  -0.479 -0.757  -0.279 -0.787  -0.081 -0.837  0.116 -0.886  0.320 -0.886  0.523 -0.886  0.722 -0.855  0.915 -0.790  1.113 -0.757  1.272 -0.712  1.176 -0.555  1.016 -0.430  0.855 -0.305  0.694 -0.180  0.534 -0.055  0.373 0.070  0.212 0.195  0.051 0.320  -0.109 0.445  -0.270 0.570  -0.431 0.695  -0.592 0.820  -0.752 0.945  -0.913 1.070  -1.000 1.170  -0.796 1.170  -0.592 1.170  -0.389 1.170  -0.185 1.170  0.018 1.170  0.222 1.170  0.426 1.170  0.629 1.170
2#ibm#ibm0#r0104/I  -0.690 1.039  -0.559 1.104  -0.426 1.160  -0.281 1.160  -0.135 1.160  0.011 1.160  0.157 1.160  0.303 1.160  0.449 1.160  0.595 1.160  0.741 1.160  0.644 1.140  0.500 1.116  0.356 1.092  0.212 1.068  0.068 1.044  0.038 0.924  0.038 0.778  0.038 0.632  0.038 0.486  0.038 0.340  0.038 0.195  0.038 0.049  0.038 -0.097  0.038 -0.243  0.038 -0.389  0.091 -0.523  0.156 -0.653  0.159 -0.799  0.114 -0.900  -0.031 -0.900  -0.177 -0.900  -0.323 -0.900  -0.469 -0.900  -0.615 -0.900  -0.761 -0.900  -0.907 -0.900  -0.811 -0.900  -0.666 -0.908  -0.528 -0.954  -0.390 -1.000  -0.249 -1.002  -0.108 -0.967  0.034 -0.931  0.175 -0.895  0.313 -0.849  0.452 -0.803  0.594 -0.779  0.740 -0.779  0.886 -0.779
2#ibm#ibm0#r0104/I  -0.737 1.054  -0.604 1.098  -0.470 1.143  -0.335 1.178  -0.195 1.178  -0.054 1.178  0.087 1.178  0.227 1.178  0.368 1.178  0.508 1.178  0.614 1.175  0.476 1.147  0.338 1.120  0.201 1.092  0.063 1.064  0.009 0.967  0.009 0.827  0.009 0.686  -0.051 0.560  -0.114 0.434  -0.082 0.298  -0.047 0.161  -0.013 0.025  0.009 -0.113  0.009 -0.254  0.009 -0.394  0.009 -0.535  0.009 -0.675  0.006 -0.813  -0.129 -0.852  -0.265 -0.891  -0.400 -0.929  -0.535 -0.968  -0.670 -1.007  -0.805 -1.045  -0.779 -1.061  -0.644 -1.030  -0.510 -0.986  -0.377 -0.941  -0.243 -0.897  -0.110 -0.852  0.024 -0.812  0.165 -0.812  0.306 -0.812  0.446 -0.812  0.583 -0.787  0.716 -0.743  0.850 -0.698  0.988 -0.688  1.129 -0.688
2#ibm#ibm0#r0104/I  -0.691 1.157  -0.562 1.221  -0.432 1.286  -0.303 1.248  -0.173 1.183  -0.039 1.183  0.098 1.229  0.235 1.275  0.376 1.299  0.521 1.299  0.530 1.267  0.400 1.203  0.271 1.138  0.141 1.073  0.023 1.002  0.023 0.857  0.028 0.713  0.074 0.576  0.119 0.438  0.165 0.301  0.211 0.164  0.257 0.026  0.302 -0.111  0.308 -0.255  0.308 -0.399  0.308 -0.544  0.308 -0.689  0.308 -0.834  0.173 -0.843  0.028 -0.843  -0.117 -0.843  -0.262 -0.843  -0.406 -0.843  -0.551 -0.843  -0.696 -0.843  -0.841 -0.843  -0.969 -0.843  -0.824 -0.843  -0.679 -0.843  -0.534 -0.843  -0.390 -0.843  -0.245 -0.843  -0.100 -0.843  0.045 -0.843  0.190 -0.843  0.334 -0.843  0.479 -0.843  0.621 -0.829  0.750 -0.765  0.880 -0.700
2#ibm#ibm0#r0104/I  -0.877 1.242  -0.732 1.242  -0.586 1.242  -0.443 1.226  -0.304 1.180  -0.166 1.134  -0.024 1.112  0.122 1.112  0.267 1.112  0.413 1.112  0.559 1.112  0.675 1.083  0.630 0.983  0.484 0.983  0.338 0.983  0.193 0.983  0.047 0.983  0.028 0.856  0.028 0.710  0.028 0.564  0.028 0.419  0.028 0.273  0.028 0.127  0.028 -0.018  0.028 -0.164  0.028 -0.310  0.028 -0.456  0.028 -0.601  0.028 -0.747  0.028 -0.893  0.085 -1.015  0.158 -1.130  0.101 -1.200  -0.040 -1.160  -0.180 -1.120  -0.320 -1.080  -0.460 -1.040  -0.600 -1.000  -0.740 -0.960  -0.611 -0.955  -0.473 -0.909  -0.334 -0.863  -0.194 -0.828  -0.049 -0.828  0.097 -0.828  0.238 -0.802  0.377 -0.755  0.515 -0.709  0.659 -0.699  0.805 -0.699
2#ibm#ibm0#r0104/I  -1.103 1.106  -0.939 1.106  -0.774 1.106  -0.609 1.106  -0.445 1.106  -0.280 1.106  -0.115 1.106  0.049 1.106  0.214 1.106  0.378 1.106  0.543 1.106  0.708 1.106  0.842 1.099  0.694 1.025  0.547 0.952  0.400 0.878  0.253 0.804  0.253 0.640  0.253 0.475  0.253 0.310  0.253 0.146  0.253 -0.019  0.253 -0.184  0.253 -0.348  0.253 -0.513  0.253 -0.677  0.253 -0.842  0.251 -1.003  0.090 -0.967  -0.071 -0.932  -0.232 -0.896  -0.392 -0.860  -0.553 -0.825  -0.714 -0.789  -0.874 -0.753  -1.035 -0.718  -1.008 -0.702  -0.844 -0.702  -0.679 -0.702  -0.514 -0.702  -0.350 -0.702  -0.185 -0.702  -0.021 -0.702  0.144 -0.702  0.309 -0.702  0.473 -0.702  0.638 -0.702  0.774 -0.634  0.890 -0.517  1.007 -0.401
2#ibm#ibm0#r0104/I  -1.058 0.975  -0.902 0.975  -0.746 0.975  -0.590 0.975  -0.434 0.975  -0.278 0.975  -0.127 1.004  0.021 1.054  0.169 1.103  0.323 1.116  0.479 1.116  0.635 1.116  0.751 1.108  0.607 1.050  0.462 0.993  0.317 0.935  0.172 0.877  0.048 0.796  -0.022 0.657  -0.073 0.513  -0.073 0.357  -0.073 0.201  -0.073 0.045  -0.073 -0.111  -0.073 -0.267  -0.073 -0.423  -0.073 -0.579  -0.073 -0.735  -0.073 -0.891  -0.127 -0.994  -0.283 -0.994  -0.439 -0.994  -0.595 -0.994  -0.751 -0.994  -0.907 -0.994  -0.787 -0.929  -0.648 -0.859  -0.493 -0.853  -0.338 -0.848  -0.190 -0.798  -0.042 -0.749  0.108 -0.713  0.264 -0.713  0.420 -0.713  0.576 -0.713  0.727 -0.680  0.875 -0.631  1.023 -0.582  1.177 -0.572  1.333 -0.572
2#ibm#ibm0#r0104/I  -0.061 1.702  -0.061 1.632  -0.061 1.562  -0.061 1.492  -0.061 1.422  -0.061 1.352  -0.061 1.282  -0.061 1.213  -0.061 1.143  -0.061 1.073  -0.061 1.003  -0.061 0.933  -0.061 0.863  -0.061 0.793  -0.061 0.724  -0.061 0.654  -0.061 0.584  -0.061 0.514  -0.061 0.444  -0.061 0.374  -0.061 0.304  -0.061 0.235  -0.061 0.165  -0.061 0.095  -0.061 0.025  -0.061 -0.045  -0.061 -0.115  -0.061 -0.185  -0.061 -0.254  -0.061 -0.324  -0.061 -0.394  -0.046 -0.462  -0.024 -0.528  -0.002 -0.594  0.020 -0.660  0.042 -0.727  0.064 -0.793  0.087 -0.859  0.109 -0.925  0.131 -0.992  0.151 -1.058  0.151 -1.128  0.151 -1.198  0.151 -1.268  0.151 -1.338  0.151 -1.408  0.151 -1.477  0.151 -1.547  0.151 -1.617  0.151 -1.687
2#ibm#ibm0#r0104/I  -1.695 -0.106  -1.625 -0.102  -1.556 -0.098  -1.487 -0.094  -1.418 -0.090  -1.349 -0.086  -1.279 -0.082  -1.210 -0.078  -1.141 -0.074  -1.072 -0.070  -1.003 -0.066  -0.933 -0.062  -0.864 -0.058  -0.795 -0.053  -0.726 -0.049  -0.657 -0.045  -0.587 -0.041  -0.518 -0.037  -0.449 -0.033  -0.380 -0.025  -0.311 -0.017  -0.242 -0.009  -0.174 -0.001  -0.105 0.008  -0.036 0.016  0.033 0.019  0.103 0.022  0.172 0.025  0.241 0.028  0.310 0.031  0.380 0.034  0.449 0.037  0.518 0.040  0.587 0.042  0.657 0.045  0.726 0.048  0.795 0.051  0.864 0.054  0.934 0.057  1.003 0.060  1.072 0.063  1.141 0.066  1.211 0.069  1.280 0.072  1.349 0.074  1.419 0.077  1.488 0.080  1.557 0.083  1.626 0.086  1.696 0.088
1b#apb#apb28#app2833/I  0.578 1.591  0.563 1.523  0.548 1.454  0.533 1.385  0.519 1.317  0.504 1.248  0.489 1.180  0.475 1.111  0.460 1.042  0.445 0.974  0.431 0.905  0.414 0.837  0.396 0.769  0.378 0.701  0.360 0.634  0.342 0.566  0.324 0.498  0.306 0.430  0.287 0.362  0.269 0.295  0.251 0.227  0.233 0.159  0.211 0.093  0.173 0.034  0.135 -0.025  0.097 -0.083  0.058 -0.142  0.020 -0.201  -0.018 -0.260  -0.056 -0.319  -0.094 -0.378  -0.132 -0.437  -0.170 -0.496  -0.208 -0.555  -0.246 -0.614  -0.285 -0.673  -0.323 -0.731  -0.364 -0.788  -0.409 -0.842  -0.455 -0.895  -0.500 -0.949  -0.545 -1.002  -0.591 -1.056  -0.636 -1.109  -0.681 -1.163  -0.726 -1.216  -0.772 -1.270  -0.817 -1.324  -0.862 -1.377  -0.908 -1.431
3#apa#apa15#app1590/I  0.008 1.280  -0.043 1.331  -0.094 1.382  -0.140 1.431  -0.068 1.431  0.004 1.431  0.008 1.363  0.008 1.291  0.008 1.219  0.008 1.146  0.008 1.074  0.008 1.002  0.008 0.930  0.008 0.858  0.008 0.786  0.008 0.714  0.008 0.641  0.008 0.569  0.008 0.497  0.008 0.425  0.008 0.353  0.008 0.281  0.008 0.208  0.008 0.136  0.008 0.064  0.008 -0.008  0.008 -0.080  0.008 -0.152  0.008 -0.224  0.008 -0.297  0.008 -0.369  0.008 -0.441  0.008 -0.513  0.008 -0.585  0.008 -0.657  0.008 -0.729  0.008 -0.802  0.008 -0.874  0.008 -0.946  0.008 -1.018  0.008 -1.090  0.008 -1.162  0.008 -1.235  0.008 -1.307  0.008 -1.379  0.008 -1.451  0.008 -1.523  0.008 -1.595  0.008 -1.667  0.008 -1.740
1b#app#app35#app3563/I  -0.079 1.264  -0.027 1.316  0.025 1.368  0.045 1.433  0.045 1.506  0.045 1.445  0.045 1.372  0.045 1.298  0.045 1.225  0.045 1.151  0.045 1.078  0.045 1.004  0.045 0.931  0.045 0.857  0.045 0.784  0.045 0.711  0.045 0.637  0.045 0.564  0.045 0.490  0.045 0.417  0.045 0.343  0.045 0.270  0.028 0.198  0.010 0.127  -0.008 0.056  -0.026 -0.015  -0.043 -0.087  -0.061 -0.158  -0.079 -0.229  -0.079 -0.303  -0.079 -0.376  -0.079 -0.450  -0.079 -0.523  -0.079 -0.597  -0.079 -0.670  -0.079 -0.744  -0.079 -0.817  -0.079 -0.891  -0.079 -0.964  -0.079 -1.038  -0.070 -1.108  -0.018 -1.160  0.034 -1.211  0.045 -1.280  0.045 -1.353  0.045 -1.427  0.045 -1.500  0.045 -1.574  0.045 -1.647  0.045 -1.721
3#app#app25#app2584/I  0.621 1.554  0.621 1.481  0.621 1.407  0.621 1.334  0.621 1.261  0.621 1.188  0.621 1.115  0.621 1.042  0.621 0.969  0.621 0.896  0.600 0.831  0.549 0.780  0.497 0.728  0.445 0.676  0.394 0.624  0.342 0.573  0.290 0.521  0.239 0.469  0.187 0.418  0.153 0.359  0.153 0.286  0.153 0.213  0.148 0.141  0.116 0.075  0.083 0.010  0.050 -0.056  0.018 -0.121  -0.015 -0.186  -0.048 -0.252  -0.080 -0.317  -0.132 -0.369  -0.184 -0.421  -0.235 -0.472  -0.287 -0.524  -0.339 -0.576  -0.390 -0.627  -0.442 -0.679  -0.494 -0.731  -0.545 -0.783  -0.549 -0.854  -0.549 -0.927  -0.549 -1.000  -0.587 -1.058  -0.638 -1.109  -0.690 -1.161  -0.742 -1.213  -0.783 -1.269  -0.783 -1.342  -0.783 -1.415  -0.783 -1.488
3#apa#apa15#app1569/I  0.188 1.255  0.113 1.255  0.038 1.255  -0.015 1.276  -0.015 1.350  -0.015 1.425  -0.015 1.417  -0.015 1.342  -0.015 1.267  -0.015 1.193  -0.015 1.118  -0.015 1.044  -0.015 0.969  -0.015 0.895  -0.015 0.820  -0.015 0.746  -0.015 0.671  -0.015 0.596  -0.015 0.522  -0.015 0.447  -0.015 0.373  -0.015 0.298  -0.015 0.224  -0.015 0.149  -0.015 0.075  -0.015 -0.000  -0.015 -0.075  -0.015 -0.149  -0.015 -0.224  -0.015 -0.298  -0.015 -0.373  -0.015 -0.447  -0.015 -0.522  -0.015 -0.596  -0.015 -0.671  -0.015 -0.746  -0.015 -0.820  -0.015 -0.895  -0.015 -0.969  -0.015 -1.044  -0.015 -1.118  -0.015 -1.193  -0.015 -1.267  -0.015 -1.342  -0.015 -1.417  -0.015 -1.491  -0.015 -1.566  0.038 -1.586  0.113 -1.586  0.188 -1.586
1b#apa#apa15#app1590/I  0.008 1.280  -0.043 1.331  -0.094 1.382  -0.140 1.431  -0.068 1.431  0.004 1.431  0.008 1.363  0.008 1.291  0.008 1.219  0.008 1.146  0.008 1.074  0.008 1.002  0.008 0.930  0.008 0.858  0.008 0.786  0.008 0.714  0.008 0.641  0.008 0.569  0.008 0.497  0.008 0.425  0.008 0.353  0.008 0.281  0.008 0.208  0.008 0.136  0.008 0.064  0.008 -0.008  0.008 -0.080  0.008 -0.152  0.008 -0.224  0.008 -0.297  0.008 -0.369  0.008 -0.441  0.008 -0.513  0.008 -0.585  0.008 -0.657  0.008 -0.729  0.008 -0.802  0.008 -0.874  0.008 -0.946  0.008 -1.018  0.008 -1.090  0.008 -1.162  0.008 -1.235  0.008 -1.307  0.008 -1.379  0.008 -1.451  0.008 -1.523  0.008 -1.595  0.008 -1.667  0.008 -1.740
1b#app#app11#app1177/I  0.131 1.678  0.131 1.608  0.131 1.538  0.131 1.469  0.131 1.399  0.113 1.334  0.081 1.271  0.050 1.209  0.019 1.146  -0.012 1.084  -0.023 1.017  -0.023 0.947  -0.023 0.877  -0.023 0.807  -0.023 0.738  -0.023 0.668  -0.023 0.598  -0.023 0.528  -0.023 0.459  -0.023 0.389  -0.023 0.319  -0.023 0.249  -0.023 0.180  -0.023 0.110  -0.023 0.040  -0.023 -0.030  -0.023 -0.099  -0.023 -0.169  -0.023 -0.239  -0.023 -0.309  -0.023 -0.378  -0.023 -0.448  -0.023 -0.518  -0.023 -0.588  -0.023 -0.657  -0.023 -0.727  -0.023 -0.797  -0.023 -0.866  -0.023 -0.936  -0.023 -1.006  -0.023 -1.076  -0.023 -1.145  -0.023 -1.215  -0.023 -1.285  -0.023 -1.355  -0.023 -1.424  -0.023 -1.494  -0.023 -1.564  -0.023 -1.634  -0.023 -1.703
1b#app#app11#app1177/I  -0.366 1.502  -0.291 1.502  -0.216 1.502  -0.175 1.469  -0.175 1.394  -0.175 1.320  -0.175 1.245  -0.175 1.170  -0.175 1.096  -0.175 1.021  -0.175 0.946  -0.175 0.872  -0.175 0.797  -0.159 0.739  -0.084 0.739  -0.010 0.739  0.016 0.689  0.016 0.615  0.016 0.540  0.016 0.466  0.016 0.391  0.016 0.316  0.016 0.242  0.016 0.167  0.016 0.092  0.016 0.018  0.016 -0.057  0.016 -0.132  0.016 -0.206  0.016 -0.281  0.016 -0.355  0.016 -0.430  0.016 -0.505  0.016 -0.579  0.034 -0.651  0.057 -0.722  0.081 -0.793  0.105 -0.864  0.128 -0.934  0.152 -1.005  0.175 -1.076  0.199 -1.147  0.207 -1.220  0.207 -1.295  0.207 -1.369  0.207 -1.444  0.207 -1.519  0.207 -1.593  0.207 -1.668  0.207 -1.743
1b#app#app11#app1177/I  -0.140 1.363  -0.140 1.435  -0.140 1.507  -0.140 1.529  -0.140 1.457  -0.140 1.385  -0.140 1.313  -0.140 1.241  -0.140 1.169  -0.140 1.097  -0.140 1.025  -0.140 0.953  -0.140 0.881  -0.140 0.809  -0.117 0.743  -0.084 0.678  -0.052 0.614  -0.020 0.549  0.012 0.485  0.044 0.421  0.051 0.350  0.051 0.278  0.051 0.206  0.051 0.134  0.051 0.062  0.051 -0.010  0.051 -0.082  0.051 -0.154  0.051 -0.226  0.051 -0.298  0.051 -0.370  0.051 -0.442  0.051 -0.514  0.051 -0.586  0.051 -0.658  0.051 -0.730  0.051 -0.802  0.051 -0.874  0.051 -0.946  0.051 -1.018  0.051 -1.089  0.051 -1.161  0.051 -1.233  0.051 -1.305  0.081 -1.370  0.113 -1.435  0.145 -1.499  0.177 -1.563  0.209 -1.628  0.242 -1.692
2#apa#apa01#app0134/I  -0.131 1.713  -0.131 1.641  -0.131 1.569  -0.131 1.496  -0.131 1.424  -0.131 1.352  -0.131 1.280  -0.131 1.208  -0.131 1.136  -0.131 1.064  -0.131 0.992  -0.131 0.919  -0.131 0.847  -0.131 0.775  -0.131 0.703  -0.131 0.631  -0.131 0.559  -0.131 0.487  -0.131 0.415  -0.131 0.342  -0.131 0.270  -0.131 0.198  -0.131 0.126  -0.131 0.054  -0.115 -0.012  -0.064 -0.063  -0.013 -0.114  0.038 -0.165  0.089 -0.216  0.140 -0.267  0.154 -0.333  0.154 -0.405  0.154 -0.477  0.154 -0.549  0.154 -0.622  0.154 -0.694  0.154 -0.766  0.154 -0.838  0.154 -0.910  0.154 -0.982  0.154 -1.054  0.154 -1.126  0.154 -1.199  0.154 -1.271  0.154 -1.343  0.154 -1.415  0.154 -1.487  0.154 -1.559  0.154 -1.631  0.154 -1.704
2#app#app14#app1450/I  -0.078 1.384  -0.004 1.384  0.071 1.384  0.143 1.384  0.069 1.384  -0.006 1.384  -0.078 1.381  -0.078 1.307  -0.078 1.232  -0.078 1.158  -0.078 1.084  -0.078 1.009  -0.078 0.935  -0.078 0.860  -0.078 0.786  -0.078 0.711  -0.078 0.637  -0.078 0.562  -0.078 0.488  -0.078 0.414  -0.078 0.339  -0.078 0.265  -0.078 0.190  -0.078 0.116  -0.078 0.041  -0.078 -0.033  -0.078 -0.107  -0.078 -0.182  -0.078 -0.256  -0.078 -0.331  -0.078 -0.405  -0.078 -0.480  -0.078 -0.554  -0.069 -0.625  -0.017 -0.678  0.036 -0.730  0.088 -0.783  0.141 -0.836  0.144 -0.909  0.144 -0.983  0.144 -1.058  0.144 -1.132  0.144 -1.206  0.144 -1.281  0.144 -1.355  0.144 -1.430  0.144 -1.504  0.144 -1.579  0.144 -1.653  0.144 -1.728
2#app#app14#app1450/I  0.430 1.445  0.358 1.445  0.286 1.445  0.214 1.445  0.186 1.402  0.186 1.330  0.186 1.258  0.176 1.190  0.125 1.140  0.074 1.089  0.023 1.038  -0.028 0.987  -0.058 0.928  -0.058 0.856  -0.058 0.785  -0.058 0.713  -0.058 0.641  -0.058 0.569  -0.058 0.497  -0.058 0.426  -0.058 0.354  -0.058 0.282  -0.058 0.210  -0.058 0.138  -0.058 0.066  -0.058 -0.005  -0.058 -0.077  -0.058 -0.149  -0.058 -0.221  -0.058 -0.293  -0.058 -0.364  -0.058 -0.436  -0.058 -0.508  -0.058 -0.580  -0.058 -0.652  -0.058 -0.723  -0.058 -0.795  -0.058 -0.867  -0.058 -0.939  -0.058 -1.011  -0.058 -1.083  -0.058 -1.154  -0.058 -1.226  -0.058 -1.298  -0.058 -1.370  -0.058 -1.442  -0.058 -1.513  -0.058 -1.585  -0.058 -1.657  -0.058 -1.729
2#app#app34#app3482/I  0.068 1.550  -0.003 1.550  -0.074 1.550  -0.110 1.514  -0.110 1.443  -0.110 1.371  -0.110 1.300  -0.110 1.229  -0.110 1.157  -0.110 1.086  -0.110 1.015  -0.110 0.943  -0.110 0.872  -0.110 0.801  -0.110 0.729  -0.110 0.658  -0.110 0.587  -0.110 0.515  -0.110 0.444  -0.110 0.373  -0.108 0.302  -0.076 0.238  -0.044 0.174  -0.012 0.111  0.020 0.047  0.051 -0.017  0.068 -0.084  0.068 -0.156  0.068 -0.227  0.068 -0.298  0.068 -0.370  0.068 -0.441  0.068 -0.512  0.068 -0.584  0.068 -0.655  0.068 -0.726  0.068 -0.798  0.068 -0.869  0.068 -0.940  0.068 -1.012  0.068 -1.083  0.068 -1.154  0.068 -1.226  0.068 -1.297  0.068 -1.368  0.068 -1.440  0.095 -1.500  0.145 -1.550  0.196 -1.601  0.246 -1.651
2#app#app34#app3482/I  -0.263 1.691  -0.263 1.617  -0.263 1.544  -0.263 1.470  -0.263 1.396  -0.228 1.337  -0.176 1.285  -0.124 1.233  -0.104 1.168  -0.104 1.095  -0.104 1.021  -0.104 0.947  -0.104 0.874  -0.104 0.800  -0.104 0.727  -0.104 0.653  -0.104 0.580  -0.104 0.506  -0.104 0.432  -0.078 0.365  -0.045 0.299  -0.012 0.233  0.021 0.168  0.054 0.102  0.055 0.029  0.055 -0.045  0.055 -0.119  0.055 -0.192  0.055 -0.266  0.055 -0.339  0.055 -0.413  0.055 -0.486  0.055 -0.560  0.055 -0.634  0.055 -0.707  0.055 -0.781  0.055 -0.854  0.055 -0.928  0.055 -1.001  0.115 -1.015  0.189 -1.015  0.214 -1.063  0.214 -1.137  0.214 -1.210  0.214 -1.284  0.214 -1.357  0.214 -1.431  0.214 -1.504  0.214 -1.578  0.214 -1.652
