3#apa#apa13#app1334/)  -0.332 1.517  -0.256 1.517  -0.180 1.517  -0.166 1.455  -0.166 1.379  -0.166 1.303  -0.166 1.227  -0.166 1.151  -0.166 1.075  -0.145 1.021  -0.069 1.021  -0.001 1.013  -0.001 0.937  -0.001 0.861  -0.001 0.785  -0.001 0.709  0.025 0.639  0.059 0.571  0.093 0.503  0.127 0.435  0.161 0.367  0.165 0.292  0.165 0.216  0.165 0.141  0.165 0.065  0.165 -0.011  0.165 -0.087  0.165 -0.163  0.165 -0.239  0.165 -0.315  0.165 -0.391  0.165 -0.467  0.165 -0.543  0.165 -0.619  0.165 -0.695  0.165 -0.771  0.132 -0.834  0.079 -0.887  0.025 -0.941  -0.001 -1.006  -0.001 -1.082  -0.001 -1.158  -0.001 -1.234  -0.009 -1.307  -0.063 -1.360  -0.117 -1.414  -0.171 -1.468  -0.224 -1.521  -0.278 -1.575  -0.332 -1.629
2#gmd#alek/)  -0.117 1.388  -0.117 1.461  -0.110 1.527  -0.052 1.499  -0.011 1.438  0.022 1.376  0.022 1.303  0.030 1.231  0.057 1.163  0.084 1.095  0.111 1.028  0.132 0.958  0.152 0.888  0.172 0.817  0.192 0.747  0.208 0.676  0.208 0.603  0.208 0.530  0.208 0.457  0.208 0.384  0.208 0.311  0.208 0.238  0.208 0.165  0.208 0.092  0.208 0.019  0.208 -0.054  0.208 -0.127  0.192 -0.197  0.171 -0.267  0.150 -0.337  0.129 -0.407  0.108 -0.477  0.087 -0.547  0.065 -0.617  0.038 -0.685  0.011 -0.752  -0.017 -0.820  -0.053 -0.883  -0.094 -0.944  -0.134 -1.004  -0.175 -1.065  -0.215 -1.126  -0.256 -1.187  -0.296 -1.247  -0.343 -1.303  -0.390 -1.359  -0.438 -1.414  -0.486 -1.470  -0.533 -1.525  -0.581 -1.581
2#gmd#alek/)  -0.204 1.411  -0.204 1.484  -0.167 1.541  -0.152 1.491  -0.119 1.427  -0.087 1.362  -0.056 1.296  -0.029 1.229  -0.002 1.161  0.025 1.094  0.048 1.025  0.071 0.956  0.094 0.888  0.117 0.819  0.135 0.749  0.153 0.678  0.168 0.607  0.177 0.536  0.186 0.464  0.195 0.392  0.204 0.320  0.212 0.248  0.212 0.175  0.212 0.102  0.212 0.030  0.212 -0.043  0.212 -0.115  0.212 -0.188  0.195 -0.257  0.172 -0.326  0.149 -0.395  0.126 -0.464  0.103 -0.533  0.080 -0.602  0.055 -0.669  0.028 -0.737  0.001 -0.804  -0.028 -0.871  -0.060 -0.936  -0.092 -1.000  -0.125 -1.065  -0.157 -1.130  -0.190 -1.195  -0.222 -1.260  -0.255 -1.325  -0.291 -1.388  -0.327 -1.451  -0.363 -1.514  -0.399 -1.577  -0.435 -1.640
2#gmd#alek/)  -0.022 1.317  -0.022 1.390  -0.022 1.464  0.028 1.488  0.073 1.450  0.091 1.379  0.109 1.308  0.132 1.238  0.156 1.168  0.179 1.098  0.202 1.028  0.226 0.959  0.239 0.887  0.247 0.814  0.256 0.740  0.264 0.667  0.272 0.594  0.277 0.521  0.277 0.447  0.277 0.374  0.271 0.301  0.257 0.228  0.244 0.156  0.231 0.083  0.218 0.011  0.205 -0.061  0.192 -0.134  0.167 -0.203  0.141 -0.272  0.116 -0.341  0.091 -0.410  0.066 -0.480  0.041 -0.549  0.013 -0.617  -0.025 -0.680  -0.063 -0.743  -0.101 -0.806  -0.138 -0.869  -0.176 -0.932  -0.214 -0.995  -0.257 -1.055  -0.305 -1.110  -0.354 -1.166  -0.402 -1.221  -0.451 -1.277  -0.499 -1.332  -0.549 -1.386  -0.601 -1.438  -0.653 -1.490  -0.705 -1.542
2#gmd#alek/)  -0.076 1.502  -0.118 1.557  -0.117 1.542  -0.085 1.478  -0.047 1.417  -0.007 1.357  0.028 1.294  0.052 1.227  0.062 1.156  0.072 1.085  0.082 1.014  0.095 0.943  0.115 0.874  0.135 0.805  0.154 0.736  0.173 0.667  0.181 0.595  0.189 0.524  0.197 0.452  0.205 0.381  0.213 0.309  0.209 0.238  0.202 0.166  0.196 0.095  0.189 0.023  0.183 -0.048  0.176 -0.120  0.164 -0.191  0.145 -0.260  0.127 -0.329  0.108 -0.399  0.089 -0.468  0.070 -0.537  0.051 -0.607  0.023 -0.673  -0.006 -0.739  -0.035 -0.804  -0.064 -0.870  -0.094 -0.936  -0.122 -1.001  -0.149 -1.068  -0.176 -1.135  -0.203 -1.201  -0.245 -1.260  -0.287 -1.318  -0.329 -1.377  -0.370 -1.435  -0.412 -1.494  -0.452 -1.554  -0.492 -1.613
2#gmd#alek/)  0.011 1.581  0.031 1.605  0.072 1.547  0.102 1.482  0.125 1.414  0.146 1.345  0.160 1.275  0.174 1.205  0.186 1.134  0.186 1.062  0.189 0.991  0.199 0.920  0.209 0.848  0.220 0.777  0.230 0.706  0.230 0.635  0.230 0.563  0.230 0.491  0.230 0.419  0.230 0.347  0.230 0.276  0.230 0.204  0.230 0.132  0.230 0.060  0.215 -0.010  0.198 -0.079  0.180 -0.149  0.160 -0.218  0.140 -0.287  0.120 -0.356  0.101 -0.425  0.067 -0.488  0.031 -0.550  -0.004 -0.613  -0.040 -0.675  -0.076 -0.737  -0.108 -0.802  -0.140 -0.866  -0.176 -0.928  -0.221 -0.983  -0.267 -1.038  -0.313 -1.093  -0.359 -1.148  -0.405 -1.204  -0.451 -1.259  -0.497 -1.314  -0.543 -1.369  -0.589 -1.424  -0.639 -1.476  -0.689 -1.527
3#ced#ylsn6164_s_jm/)  -0.411 1.233  -0.436 1.284  -0.460 1.335  -0.485 1.400  -0.430 1.369  -0.382 1.316  -0.338 1.259  -0.285 1.205  -0.232 1.152  -0.175 1.103  -0.125 1.047  -0.080 0.987  -0.038 0.924  0.001 0.860  0.040 0.795  0.079 0.730  0.117 0.665  0.141 0.594  0.164 0.522  0.185 0.450  0.206 0.377  0.227 0.305  0.247 0.232  0.262 0.159  0.262 0.083  0.262 0.008  0.273 -0.067  0.284 -0.141  0.280 -0.216  0.271 -0.291  0.261 -0.366  0.252 -0.440  0.243 -0.515  0.228 -0.589  0.207 -0.661  0.186 -0.734  0.159 -0.804  0.133 -0.875  0.105 -0.945  0.076 -1.014  0.046 -1.084  0.013 -1.151  -0.021 -1.219  -0.055 -1.286  -0.101 -1.346  -0.147 -1.405  -0.193 -1.465  -0.233 -1.529  -0.273 -1.593  -0.313 -1.657
2#ced#rigi0287_s_jc/)  -0.371 1.271  -0.421 1.323  -0.475 1.375  -0.535 1.386  -0.514 1.349  -0.453 1.307  -0.398 1.256  -0.348 1.199  -0.299 1.143  -0.249 1.087  -0.202 1.028  -0.158 0.967  -0.124 0.900  -0.087 0.835  -0.041 0.776  0.007 0.719  0.041 0.652  0.074 0.585  0.108 0.517  0.134 0.447  0.159 0.376  0.183 0.305  0.201 0.232  0.218 0.158  0.242 0.087  0.261 0.015  0.269 -0.060  0.277 -0.135  0.284 -0.210  0.285 -0.285  0.285 -0.360  0.285 -0.435  0.285 -0.510  0.285 -0.586  0.270 -0.659  0.253 -0.732  0.235 -0.805  0.212 -0.877  0.187 -0.948  0.160 -1.018  0.131 -1.087  0.098 -1.155  0.061 -1.220  0.020 -1.283  -0.019 -1.348  -0.058 -1.412  -0.104 -1.471  -0.157 -1.525  -0.219 -1.567  -0.276 -1.602
1d#ibm#ibm0#r0414/)  -0.393 1.494  -0.319 1.494  -0.245 1.494  -0.186 1.458  -0.134 1.406  -0.082 1.354  -0.042 1.294  -0.019 1.223  0.004 1.153  0.028 1.083  0.051 1.013  0.075 0.943  0.098 0.873  0.121 0.803  0.145 0.733  0.168 0.663  0.191 0.593  0.215 0.523  0.238 0.453  0.261 0.383  0.285 0.313  0.288 0.239  0.288 0.165  0.288 0.091  0.288 0.018  0.288 -0.056  0.288 -0.130  0.288 -0.204  0.256 -0.270  0.223 -0.336  0.190 -0.403  0.157 -0.469  0.124 -0.535  0.091 -0.601  0.058 -0.667  0.025 -0.733  -0.008 -0.799  -0.041 -0.865  -0.074 -0.931  -0.108 -0.997  -0.141 -1.063  -0.174 -1.129  -0.207 -1.195  -0.250 -1.254  -0.302 -1.306  -0.354 -1.359  -0.406 -1.411  -0.458 -1.463  -0.511 -1.515  -0.563 -1.568
1d#ibm#ibm0#r0414/)  -0.849 1.253  -0.769 1.253  -0.690 1.253  -0.611 1.253  -0.532 1.253  -0.453 1.253  -0.379 1.245  -0.344 1.174  -0.308 1.103  -0.273 1.033  -0.238 0.962  -0.176 0.917  -0.106 0.882  -0.035 0.846  0.036 0.811  0.094 0.763  0.130 0.692  0.165 0.622  0.200 0.551  0.236 0.480  0.261 0.405  0.286 0.330  0.311 0.255  0.336 0.180  0.361 0.105  0.386 0.030  0.392 -0.048  0.392 -0.127  0.392 -0.206  0.392 -0.285  0.392 -0.364  0.392 -0.444  0.361 -0.515  0.325 -0.586  0.290 -0.657  0.255 -0.728  0.219 -0.798  0.184 -0.869  0.149 -0.940  0.113 -1.011  0.078 -1.081  0.042 -1.152  0.007 -1.223  -0.028 -1.293  -0.064 -1.364  -0.131 -1.383  -0.210 -1.383  -0.271 -1.426  -0.327 -1.482  -0.383 -1.538
1d#ibm#ibm0#r0414/)  -0.711 1.435  -0.642 1.401  -0.573 1.366  -0.504 1.332  -0.435 1.297  -0.366 1.263  -0.298 1.228  -0.229 1.194  -0.160 1.160  -0.091 1.125  -0.047 1.066  -0.012 0.997  0.022 0.928  0.057 0.859  0.091 0.791  0.126 0.722  0.160 0.653  0.195 0.584  0.229 0.515  0.249 0.443  0.249 0.366  0.249 0.289  0.249 0.212  0.249 0.135  0.249 0.058  0.249 -0.019  0.249 -0.096  0.249 -0.174  0.249 -0.251  0.249 -0.328  0.249 -0.405  0.249 -0.482  0.216 -0.551  0.181 -0.620  0.147 -0.689  0.112 -0.757  0.089 -0.829  0.089 -0.906  0.089 -0.983  0.089 -1.060  0.089 -1.137  0.089 -1.214  0.082 -1.284  0.005 -1.284  -0.072 -1.285  -0.126 -1.339  -0.181 -1.394  -0.237 -1.444  -0.314 -1.444  -0.391 -1.444
1d#ibm#ibm0#r0414/)  -0.621 1.357  -0.543 1.357  -0.465 1.357  -0.388 1.357  -0.310 1.357  -0.236 1.347  -0.181 1.292  -0.126 1.237  -0.071 1.182  -0.031 1.116  0.004 1.046  0.039 0.977  0.074 0.907  0.108 0.837  0.143 0.768  0.178 0.698  0.213 0.628  0.248 0.559  0.283 0.489  0.317 0.419  0.318 0.341  0.318 0.263  0.318 0.186  0.318 0.108  0.318 0.030  0.318 -0.048  0.318 -0.126  0.318 -0.204  0.318 -0.282  0.318 -0.360  0.318 -0.438  0.318 -0.516  0.278 -0.581  0.235 -0.646  0.192 -0.711  0.148 -0.776  0.105 -0.841  0.062 -0.905  0.019 -0.970  -0.025 -1.035  -0.070 -1.098  -0.126 -1.153  -0.181 -1.208  -0.236 -1.263  -0.310 -1.273  -0.387 -1.273  -0.456 -1.295  -0.511 -1.350  -0.566 -1.405  -0.621 -1.461
1d#ibm#ibm0#r0414/)  -1.093 1.189  -1.016 1.189  -0.939 1.189  -0.866 1.171  -0.798 1.136  -0.729 1.102  -0.660 1.067  -0.591 1.033  -0.523 0.999  -0.454 0.964  -0.385 0.930  -0.317 0.896  -0.248 0.861  -0.179 0.827  -0.131 0.772  -0.097 0.703  -0.062 0.634  -0.028 0.566  0.007 0.497  0.043 0.430  0.098 0.376  0.152 0.321  0.206 0.267  0.261 0.213  0.315 0.158  0.369 0.104  0.413 0.045  0.413 -0.032  0.413 -0.109  0.413 -0.185  0.413 -0.262  0.413 -0.339  0.413 -0.416  0.413 -0.493  0.413 -0.570  0.413 -0.646  0.413 -0.723  0.413 -0.800  0.413 -0.877  0.380 -0.946  0.346 -1.015  0.312 -1.084  0.277 -1.152  0.243 -1.221  0.209 -1.290  0.174 -1.359  0.140 -1.427  0.105 -1.496  0.071 -1.565  0.037 -1.633
1d#ced#cada7032_s_ie/)  -0.300 1.215  -0.317 1.284  -0.326 1.356  -0.326 1.432  -0.274 1.446  -0.235 1.386  -0.196 1.322  -0.158 1.257  -0.111 1.199  -0.085 1.128  -0.043 1.065  -0.012 0.996  0.018 0.926  0.049 0.857  0.083 0.789  0.113 0.719  0.141 0.649  0.161 0.576  0.177 0.502  0.192 0.427  0.207 0.353  0.222 0.279  0.235 0.204  0.247 0.129  0.249 0.053  0.249 -0.022  0.249 -0.098  0.249 -0.174  0.249 -0.250  0.249 -0.326  0.249 -0.402  0.242 -0.477  0.229 -0.552  0.206 -0.623  0.172 -0.691  0.153 -0.764  0.129 -0.836  0.101 -0.907  0.061 -0.970  0.016 -1.031  -0.038 -1.085  -0.072 -1.153  -0.114 -1.214  -0.163 -1.272  -0.207 -1.333  -0.263 -1.384  -0.326 -1.426  -0.380 -1.480  -0.441 -1.523  -0.509 -1.557
2#ibm#ibm0#r0104/)  -0.850 1.536  -0.816 1.469  -0.782 1.401  -0.748 1.333  -0.714 1.265  -0.663 1.210  -0.609 1.157  -0.556 1.103  -0.502 1.050  -0.448 0.996  -0.395 0.943  -0.341 0.889  -0.290 0.834  -0.256 0.766  -0.222 0.699  -0.188 0.631  -0.154 0.563  -0.120 0.495  -0.087 0.428  -0.053 0.360  -0.019 0.292  0.015 0.224  0.049 0.157  0.083 0.089  0.117 0.021  0.151 -0.047  0.184 -0.114  0.218 -0.182  0.252 -0.250  0.292 -0.314  0.334 -0.377  0.376 -0.441  0.418 -0.504  0.460 -0.567  0.502 -0.630  0.542 -0.693  0.542 -0.769  0.542 -0.845  0.542 -0.920  0.542 -0.996  0.542 -1.072  0.505 -1.125  0.437 -1.159  0.369 -1.193  0.302 -1.227  0.230 -1.246  0.155 -1.246  0.092 -1.278  0.039 -1.331  -0.015 -1.385
2#ibm#ibm0#r0104/)  -0.585 1.690  -0.560 1.615  -0.534 1.539  -0.509 1.464  -0.484 1.389  -0.448 1.319  -0.407 1.251  -0.366 1.183  -0.325 1.115  -0.285 1.047  -0.244 0.979  -0.203 0.911  -0.162 0.843  -0.126 0.772  -0.090 0.701  -0.055 0.630  -0.019 0.559  0.016 0.488  0.052 0.417  0.087 0.346  0.123 0.275  0.158 0.204  0.186 0.130  0.211 0.055  0.236 -0.020  0.261 -0.096  0.286 -0.171  0.311 -0.246  0.336 -0.321  0.361 -0.397  0.385 -0.472  0.405 -0.549  0.424 -0.626  0.443 -0.703  0.462 -0.780  0.481 -0.857  0.454 -0.921  0.398 -0.977  0.342 -1.033  0.286 -1.089  0.211 -1.101  0.132 -1.101  0.053 -1.104  -0.018 -1.140  -0.088 -1.175  -0.160 -1.208  -0.239 -1.208  -0.319 -1.208  -0.398 -1.208  -0.477 -1.208
2#ibm#ibm0#r0104/)  -0.882 1.477  -0.850 1.412  -0.817 1.347  -0.785 1.283  -0.753 1.218  -0.712 1.160  -0.661 1.109  -0.610 1.058  -0.559 1.007  -0.508 0.956  -0.457 0.905  -0.406 0.854  -0.354 0.803  -0.303 0.752  -0.270 0.689  -0.237 0.624  -0.205 0.560  -0.173 0.495  -0.141 0.431  -0.108 0.366  -0.076 0.302  -0.044 0.237  -0.012 0.173  0.021 0.108  0.053 0.043  0.085 -0.021  0.117 -0.086  0.150 -0.150  0.182 -0.215  0.214 -0.279  0.246 -0.344  0.279 -0.408  0.318 -0.469  0.358 -0.529  0.398 -0.589  0.438 -0.649  0.478 -0.709  0.518 -0.769  0.558 -0.829  0.575 -0.896  0.575 -0.968  0.575 -1.041  0.575 -1.113  0.575 -1.185  0.575 -1.257  0.541 -1.309  0.477 -1.341  0.412 -1.373  0.348 -1.405  0.283 -1.437
2#tos#t2#t2018065/)  -0.583 1.472  -0.583 1.390  -0.557 1.319  -0.492 1.281  -0.410 1.281  -0.329 1.281  -0.328 1.200  -0.328 1.118  -0.277 1.073  -0.200 1.047  -0.137 1.011  -0.107 0.948  -0.034 0.911  -0.010 0.845  -0.004 0.766  0.054 0.708  0.117 0.690  0.117 0.608  0.141 0.533  0.178 0.460  0.181 0.379  0.181 0.297  0.223 0.242  0.296 0.205  0.308 0.131  0.308 0.049  0.308 -0.032  0.308 -0.114  0.299 -0.192  0.245 -0.251  0.245 -0.332  0.245 -0.414  0.245 -0.495  0.245 -0.577  0.245 -0.659  0.245 -0.740  0.224 -0.818  0.198 -0.896  0.168 -0.972  0.132 -1.045  0.117 -1.123  0.115 -1.204  0.057 -1.261  -0.000 -1.319  -0.077 -1.332  -0.134 -1.389  -0.192 -1.447  -0.250 -1.505  -0.319 -1.547  -0.392 -1.583
3#app#app07#app0717/)  -0.342 1.494  -0.266 1.494  -0.190 1.494  -0.143 1.465  -0.139 1.390  -0.085 1.336  -0.043 1.277  -0.043 1.201  0.006 1.145  0.059 1.091  0.093 1.023  0.127 0.955  0.156 0.885  0.156 0.809  0.156 0.733  0.184 0.669  0.238 0.615  0.256 0.546  0.256 0.470  0.256 0.394  0.256 0.318  0.256 0.241  0.256 0.165  0.256 0.089  0.256 0.013  0.256 -0.063  0.256 -0.139  0.256 -0.215  0.256 -0.292  0.208 -0.348  0.156 -0.403  0.156 -0.479  0.156 -0.555  0.134 -0.622  0.080 -0.676  0.037 -0.737  0.003 -0.806  -0.031 -0.874  -0.065 -0.942  -0.099 -1.010  -0.133 -1.078  -0.181 -1.136  -0.235 -1.190  -0.289 -1.244  -0.343 -1.297  -0.396 -1.351  -0.450 -1.405  -0.504 -1.459  -0.565 -1.496  -0.641 -1.496
1d#pri#pri0#159/)  0.264 1.673  0.264 1.603  0.264 1.534  0.264 1.464  0.264 1.395  0.264 1.325  0.261 1.256  0.250 1.187  0.240 1.118  0.230 1.050  0.219 0.981  0.209 0.912  0.199 0.843  0.191 0.774  0.182 0.705  0.174 0.637  0.165 0.568  0.156 0.499  0.148 0.430  0.138 0.361  0.123 0.293  0.108 0.225  0.093 0.157  0.078 0.089  0.063 0.022  0.047 -0.046  0.032 -0.114  0.017 -0.182  -0.003 -0.248  -0.024 -0.315  -0.044 -0.381  -0.064 -0.448  -0.085 -0.514  -0.105 -0.581  -0.126 -0.647  -0.146 -0.713  -0.166 -0.780  -0.185 -0.847  -0.205 -0.914  -0.224 -0.980  -0.244 -1.047  -0.263 -1.114  -0.282 -1.180  -0.307 -1.245  -0.335 -1.309  -0.364 -1.372  -0.392 -1.436  -0.421 -1.499  -0.449 -1.562  -0.478 -1.626
2#tos#t2#t2024062/)  -0.481 1.389  -0.514 1.382  -0.444 1.358  -0.373 1.335  -0.298 1.335  -0.248 1.296  -0.214 1.230  -0.181 1.163  -0.132 1.122  -0.058 1.122  -0.004 1.072  0.049 1.019  0.084 0.953  0.117 0.887  0.151 0.820  0.160 0.748  0.160 0.673  0.160 0.599  0.160 0.524  0.160 0.450  0.160 0.375  0.160 0.301  0.160 0.226  0.160 0.152  0.160 0.077  0.160 0.002  0.160 -0.072  0.160 -0.147  0.160 -0.221  0.160 -0.296  0.160 -0.370  0.160 -0.445  0.160 -0.519  0.160 -0.594  0.154 -0.668  0.136 -0.740  0.117 -0.812  0.093 -0.882  0.060 -0.949  0.026 -1.016  -0.009 -1.081  -0.050 -1.143  -0.091 -1.205  -0.107 -1.275  -0.107 -1.350  -0.107 -1.424  -0.132 -1.493  -0.160 -1.561  -0.160 -1.635  -0.160 -1.710
2#tos#f3#f3017065/)  -0.184 1.382  -0.255 1.417  -0.332 1.424  -0.340 1.382  -0.276 1.346  -0.269 1.270  -0.206 1.255  -0.142 1.240  -0.142 1.162  -0.102 1.108  -0.057 1.057  -0.041 0.985  0.014 0.929  0.027 0.856  0.045 0.780  0.069 0.705  0.070 0.627  0.129 0.580  0.195 0.536  0.197 0.459  0.197 0.380  0.206 0.304  0.239 0.233  0.239 0.154  0.239 0.075  0.239 -0.003  0.239 -0.082  0.239 -0.161  0.239 -0.239  0.239 -0.318  0.239 -0.397  0.184 -0.452  0.154 -0.519  0.154 -0.597  0.143 -0.673  0.108 -0.744  0.073 -0.814  0.022 -0.873  -0.013 -0.944  -0.048 -1.014  -0.057 -1.090  -0.057 -1.169  -0.078 -1.243  -0.113 -1.313  -0.142 -1.385  -0.192 -1.414  -0.227 -1.458  -0.227 -1.536  -0.288 -1.582  -0.354 -1.626
1d#app#app13#app1319/)  -0.535 1.106  -0.450 1.106  -0.365 1.106  -0.343 1.168  -0.343 1.253  -0.302 1.298  -0.218 1.298  -0.150 1.280  -0.150 1.195  -0.150 1.110  -0.070 1.106  0.015 1.106  0.042 1.048  0.042 0.963  0.067 0.888  0.127 0.828  0.187 0.768  0.234 0.703  0.234 0.618  0.234 0.533  0.234 0.448  0.234 0.363  0.234 0.278  0.234 0.193  0.234 0.108  0.234 0.023  0.234 -0.061  0.234 -0.146  0.234 -0.231  0.234 -0.316  0.234 -0.401  0.234 -0.486  0.234 -0.571  0.220 -0.652  0.182 -0.728  0.144 -0.804  0.106 -0.880  0.068 -0.956  0.042 -1.035  0.042 -1.120  0.037 -1.200  -0.048 -1.200  -0.133 -1.200  -0.150 -1.267  -0.150 -1.352  -0.195 -1.392  -0.280 -1.392  -0.343 -1.415  -0.343 -1.500  -0.343 -1.585
1d#app#app13#app1319/)  -0.537 1.335  -0.459 1.335  -0.381 1.335  -0.303 1.335  -0.225 1.335  -0.147 1.335  -0.069 1.335  -0.036 1.290  -0.036 1.212  -0.036 1.134  -0.036 1.056  -0.036 0.978  -0.036 0.900  -0.028 0.825  0.027 0.770  0.082 0.715  0.138 0.660  0.193 0.605  0.215 0.536  0.215 0.458  0.215 0.380  0.215 0.302  0.215 0.224  0.215 0.146  0.215 0.068  0.215 -0.010  0.215 -0.088  0.215 -0.166  0.215 -0.244  0.215 -0.322  0.215 -0.400  0.174 -0.461  0.119 -0.517  0.064 -0.572  0.009 -0.627  -0.036 -0.686  -0.036 -0.764  -0.036 -0.842  -0.036 -0.920  -0.036 -0.998  -0.036 -1.076  -0.036 -1.155  -0.036 -1.233  -0.036 -1.311  -0.036 -1.389  -0.066 -1.454  -0.121 -1.509  -0.176 -1.564  -0.231 -1.620  -0.287 -1.675
1d#app#app13#app1319/)  -0.054 1.587  -0.054 1.510  -0.054 1.434  -0.054 1.358  0.015 1.350  0.092 1.350  0.168 1.350  0.183 1.289  0.183 1.212  0.183 1.136  0.183 1.060  0.183 0.983  0.183 0.907  0.183 0.831  0.183 0.754  0.183 0.678  0.183 0.602  0.183 0.525  0.183 0.449  0.183 0.373  0.183 0.297  0.183 0.220  0.183 0.144  0.183 0.068  0.183 -0.009  0.183 -0.085  0.183 -0.161  0.183 -0.238  0.175 -0.311  0.121 -0.365  0.067 -0.419  0.013 -0.473  -0.041 -0.527  -0.054 -0.598  -0.054 -0.674  -0.054 -0.750  -0.090 -0.812  -0.144 -0.866  -0.197 -0.920  -0.251 -0.974  -0.290 -1.034  -0.290 -1.110  -0.290 -1.187  -0.290 -1.263  -0.290 -1.339  -0.290 -1.416  -0.297 -1.485  -0.374 -1.485  -0.450 -1.485  -0.526 -1.485
1d#app#app13#app1319/)  -0.100 1.686  -0.100 1.613  -0.100 1.539  -0.100 1.466  -0.100 1.393  -0.100 1.319  -0.100 1.246  -0.050 1.194  0.002 1.142  0.053 1.090  0.105 1.038  0.121 0.971  0.121 0.898  0.121 0.825  0.121 0.751  0.121 0.678  0.121 0.605  0.121 0.532  0.121 0.458  0.121 0.385  0.121 0.312  0.121 0.238  0.121 0.165  0.121 0.092  0.121 0.018  0.121 -0.055  0.121 -0.128  0.121 -0.201  0.121 -0.275  0.121 -0.348  0.121 -0.421  0.121 -0.495  0.121 -0.568  0.121 -0.641  0.121 -0.714  0.091 -0.776  0.040 -0.827  -0.012 -0.879  -0.064 -0.931  -0.100 -0.989  -0.100 -1.063  -0.100 -1.136  -0.115 -1.203  -0.167 -1.255  -0.219 -1.307  -0.271 -1.359  -0.322 -1.411  -0.322 -1.484  -0.322 -1.557  -0.322 -1.631
1d#app#app13#app1319/)  -0.119 1.644  -0.119 1.566  -0.119 1.488  -0.119 1.409  -0.119 1.331  -0.119 1.252  -0.119 1.174  -0.103 1.111  -0.025 1.111  0.054 1.111  0.132 1.111  0.148 1.048  0.148 0.970  0.148 0.891  0.148 0.813  0.148 0.734  0.148 0.656  0.148 0.578  0.148 0.499  0.148 0.421  0.148 0.342  0.148 0.264  0.148 0.185  0.148 0.107  0.148 0.029  0.148 -0.050  0.148 -0.128  0.148 -0.207  0.148 -0.285  0.148 -0.364  0.148 -0.442  0.148 -0.521  0.148 -0.599  0.148 -0.677  0.147 -0.756  0.092 -0.811  0.036 -0.867  -0.019 -0.922  -0.075 -0.978  -0.119 -1.038  -0.119 -1.116  -0.119 -1.195  -0.119 -1.273  -0.182 -1.289  -0.260 -1.289  -0.339 -1.289  -0.386 -1.320  -0.386 -1.399  -0.386 -1.477  -0.386 -1.555
1d#app#app14#app1438/)  -0.511 1.354  -0.511 1.278  -0.511 1.244  -0.511 1.320  -0.511 1.312  -0.511 1.235  -0.447 1.223  -0.379 1.214  -0.379 1.138  -0.358 1.070  -0.304 1.016  -0.250 0.962  -0.196 0.908  -0.142 0.854  -0.116 0.788  -0.116 0.712  -0.073 0.654  -0.019 0.600  0.024 0.539  0.048 0.467  0.072 0.394  0.096 0.322  0.120 0.249  0.145 0.177  0.146 0.101  0.146 0.024  0.146 -0.052  0.163 -0.124  0.197 -0.193  0.231 -0.261  0.265 -0.329  0.278 -0.403  0.278 -0.479  0.278 -0.555  0.278 -0.632  0.278 -0.708  0.278 -0.784  0.278 -0.861  0.278 -0.937  0.278 -1.013  0.278 -1.090  0.261 -1.159  0.207 -1.213  0.153 -1.267  0.146 -1.341  0.146 -1.417  0.146 -1.494  0.123 -1.560  0.069 -1.614  0.015 -1.668
1d#app#app14#app1438/)  -0.579 1.440  -0.498 1.440  -0.416 1.440  -0.341 1.423  -0.283 1.365  -0.226 1.307  -0.168 1.249  -0.110 1.191  -0.052 1.133  0.019 1.109  0.089 1.091  0.115 1.014  0.140 0.936  0.166 0.859  0.192 0.781  0.193 0.700  0.228 0.632  0.286 0.574  0.304 0.500  0.304 0.418  0.304 0.336  0.304 0.255  0.304 0.173  0.304 0.091  0.304 0.009  0.304 -0.072  0.282 -0.149  0.245 -0.222  0.209 -0.295  0.193 -0.373  0.193 -0.455  0.193 -0.537  0.143 -0.598  0.085 -0.655  0.083 -0.736  0.083 -0.818  0.061 -0.878  -0.021 -0.878  -0.027 -0.953  -0.027 -1.035  -0.045 -1.099  -0.127 -1.099  -0.138 -1.170  -0.168 -1.239  -0.226 -1.297  -0.298 -1.320  -0.374 -1.335  -0.431 -1.392  -0.498 -1.430  -0.579 -1.430
1d#app#app14#app1438/)  -0.567 1.496  -0.491 1.496  -0.420 1.483  -0.366 1.429  -0.312 1.375  -0.300 1.304  -0.299 1.228  -0.245 1.174  -0.191 1.120  -0.137 1.066  -0.083 1.012  -0.032 0.957  -0.032 0.880  -0.016 0.811  0.038 0.757  0.092 0.703  0.130 0.637  0.164 0.569  0.198 0.501  0.232 0.433  0.235 0.357  0.235 0.281  0.235 0.204  0.235 0.128  0.235 0.052  0.235 -0.024  0.235 -0.101  0.235 -0.177  0.235 -0.253  0.235 -0.330  0.235 -0.406  0.235 -0.482  0.235 -0.558  0.235 -0.635  0.235 -0.711  0.228 -0.784  0.174 -0.838  0.120 -0.892  0.101 -0.961  0.101 -1.037  0.053 -1.093  -0.001 -1.147  -0.047 -1.207  -0.081 -1.275  -0.115 -1.344  -0.149 -1.412  -0.204 -1.446  -0.281 -1.446  -0.357 -1.446  -0.433 -1.446
