2#app#app25#app2545/b  0.575 1.633  0.575 1.832  0.575 1.791  0.575 1.592  0.575 1.393  0.414 1.355  0.297 1.274  0.297 1.075  0.297 0.876  0.175 0.800  0.020 0.757  0.020 0.558  -0.144 0.523  -0.258 0.438  -0.258 0.240  -0.258 0.041  -0.347 -0.121  -0.487 -0.261  -0.627 -0.402  -0.768 -0.542  -0.813 -0.722  -0.813 -0.809  -0.813 -0.610  -0.813 -0.412  -0.716 -0.310  -0.523 -0.297  -0.382 -0.157  -0.235 -0.032  -0.036 -0.032  0.020 0.110  0.020 0.309  0.020 0.508  0.149 0.393  0.290 0.253  0.485 0.245  0.575 0.136  0.575 -0.063  0.575 -0.261  0.575 -0.460  0.524 -0.638  0.384 -0.778  0.297 -0.941  0.297 -1.140  0.297 -1.338  0.180 -1.420  -0.018 -1.420  -0.217 -1.420  -0.258 -1.262  -0.337 -1.142  -0.535 -1.142
1c#syn#syn0#pm/b  -0.714 1.624  -0.790 1.609  -0.902 1.508  -1.001 1.396  -1.007 1.248  -0.981 1.099  -0.950 0.951  -0.906 0.807  -0.861 0.662  -0.810 0.520  -0.750 0.381  -0.690 0.242  -0.634 0.101  -0.583 -0.041  -0.527 -0.181  -0.472 -0.322  -0.431 -0.468  -0.404 -0.617  -0.366 -0.680  -0.333 -0.535  -0.270 -0.397  -0.195 -0.266  -0.109 -0.142  -0.002 -0.035  0.114 0.061  0.236 0.150  0.363 0.232  0.512 0.259  0.662 0.275  0.812 0.263  0.963 0.247  1.101 0.189  1.203 0.084  1.249 -0.060  1.271 -0.210  1.256 -0.358  1.178 -0.485  1.068 -0.588  0.938 -0.665  0.802 -0.732  0.661 -0.785  0.515 -0.824  0.367 -0.852  0.217 -0.862  0.066 -0.852  -0.083 -0.832  -0.192 -0.734  -0.245 -0.599  -0.208 -0.453  -0.137 -0.334
1c#syn#syn0#pm/b  -0.705 1.717  -0.791 1.622  -0.901 1.531  -0.964 1.404  -0.972 1.263  -0.942 1.123  -0.899 0.986  -0.856 0.850  -0.812 0.714  -0.765 0.579  -0.718 0.444  -0.670 0.309  -0.622 0.174  -0.578 0.038  -0.534 -0.099  -0.490 -0.235  -0.449 -0.372  -0.409 -0.509  -0.363 -0.645  -0.319 -0.630  -0.260 -0.500  -0.200 -0.370  -0.136 -0.242  -0.062 -0.121  0.028 -0.010  0.135 0.085  0.248 0.173  0.370 0.244  0.511 0.270  0.654 0.264  0.796 0.249  0.924 0.188  1.048 0.117  1.134 0.004  1.205 -0.120  1.218 -0.262  1.182 -0.401  1.119 -0.528  1.026 -0.635  0.914 -0.723  0.792 -0.797  0.660 -0.852  0.520 -0.880  0.378 -0.896  0.235 -0.904  0.095 -0.873  -0.037 -0.821  -0.149 -0.736  -0.240 -0.626  -0.351 -0.560
2#app#app18#app1883/b  -0.479 1.701  -0.479 1.846  -0.479 1.825  -0.479 1.680  -0.479 1.536  -0.479 1.392  -0.479 1.247  -0.479 1.103  -0.479 0.959  -0.479 0.814  -0.479 0.670  -0.479 0.526  -0.479 0.381  -0.479 0.237  -0.479 0.093  -0.479 -0.052  -0.479 -0.196  -0.479 -0.340  -0.479 -0.485  -0.479 -0.629  -0.376 -0.670  -0.346 -0.743  -0.244 -0.641  -0.169 -0.527  -0.169 -0.383  -0.083 -0.274  0.019 -0.172  0.048 -0.040  0.150 0.062  0.252 0.164  0.358 0.258  0.502 0.258  0.646 0.258  0.758 0.226  0.810 0.103  0.861 -0.020  0.861 -0.165  0.861 -0.309  0.796 -0.426  0.758 -0.555  0.745 -0.696  0.680 -0.825  0.593 -0.938  0.466 -0.979  0.432 -1.099  0.323 -1.185  0.197 -1.231  0.077 -1.288  -0.067 -1.287  -0.169 -1.185
3#app#app06#app0687/b  0.306 1.783  0.387 1.922  0.454 2.028  0.415 1.893  0.387 1.732  0.387 1.560  0.370 1.390  0.328 1.223  0.287 1.055  0.245 0.888  0.185 0.728  0.143 0.566  0.143 0.394  0.136 0.223  0.061 0.068  0.061 -0.104  0.051 -0.274  -0.020 -0.429  -0.020 -0.601  -0.020 -0.773  -0.020 -0.946  -0.104 -0.883  -0.213 -0.750  -0.322 -0.616  -0.431 -0.483  -0.540 -0.350  -0.649 -0.216  -0.744 -0.090  -0.601 -0.020  -0.467 0.073  -0.329 0.155  -0.168 0.203  -0.004 0.236  0.161 0.218  0.307 0.155  0.392 0.064  0.469 -0.090  0.469 -0.262  0.469 -0.435  0.448 -0.598  0.327 -0.720  0.242 -0.869  0.130 -0.998  -0.013 -1.067  -0.158 -1.159  -0.308 -1.230  -0.480 -1.230  -0.653 -1.230  -0.743 -1.148  -0.753 -0.985
1c#app#app13#app1351/b  -0.551 1.256  -0.551 1.087  -0.677 1.044  -0.763 0.961  -0.763 0.791  -0.763 0.622  -0.763 0.453  -0.677 0.319  -0.557 0.200  -0.551 0.033  -0.551 -0.136  -0.551 -0.306  -0.562 -0.415  -0.625 -0.258  -0.688 -0.100  -0.751 0.057  -0.814 0.214  -0.877 0.371  -0.940 0.528  -0.904 0.619  -0.734 0.619  -0.565 0.619  -0.396 0.619  -0.227 0.619  -0.057 0.619  0.112 0.619  0.281 0.619  0.451 0.619  0.511 0.510  0.558 0.360  0.677 0.240  0.797 0.121  0.917 0.001  1.078 -0.019  1.149 -0.117  1.149 -0.286  1.149 -0.456  1.149 -0.625  1.149 -0.794  1.149 -0.964  1.097 -1.081  0.928 -1.081  0.759 -1.081  0.589 -1.081  0.420 -1.081  0.251 -1.081  0.083 -1.078  -0.037 -0.958  -0.169 -0.869  -0.338 -0.869
2#apa#apa15#app1562/b  -0.504 1.791  -0.660 1.791  -0.665 1.640  -0.665 1.484  -0.665 1.328  -0.621 1.179  -0.572 1.031  -0.522 0.883  -0.434 0.760  -0.344 0.641  -0.344 0.485  -0.344 0.329  -0.344 0.173  -0.347 0.018  -0.385 -0.134  -0.423 -0.285  -0.460 -0.436  -0.498 -0.587  -0.504 -0.742  -0.504 -0.646  -0.504 -0.490  -0.504 -0.334  -0.504 -0.178  -0.456 -0.034  -0.386 0.105  -0.300 0.233  -0.190 0.343  -0.037 0.349  0.119 0.349  0.275 0.349  0.431 0.349  0.573 0.291  0.713 0.221  0.836 0.130  0.942 0.017  0.991 -0.131  1.040 -0.279  1.089 -0.427  1.098 -0.582  1.098 -0.738  1.012 -0.858  0.888 -0.942  0.735 -0.973  0.582 -1.003  0.429 -1.034  0.277 -1.065  0.123 -1.093  -0.032 -1.093  -0.188 -1.093  -0.344 -1.093
1c#tos#f1#f1012064/b  -0.141 1.906  -0.204 1.992  -0.312 2.011  -0.287 1.865  -0.269 1.718  -0.269 1.569  -0.269 1.421  -0.269 1.272  -0.269 1.124  -0.269 0.975  -0.269 0.827  -0.269 0.678  -0.269 0.529  -0.269 0.381  -0.269 0.232  -0.269 0.084  -0.269 -0.065  -0.255 -0.212  -0.227 -0.358  -0.227 -0.506  -0.227 -0.655  -0.227 -0.803  -0.227 -0.952  -0.199 -1.094  -0.141 -1.196  -0.164 -1.079  -0.184 -0.935  -0.184 -0.786  -0.184 -0.638  -0.184 -0.489  -0.143 -0.358  -0.095 -0.221  -0.000 -0.129  0.051 -0.014  0.158 0.027  0.305 0.028  0.436 0.071  0.582 0.058  0.695 -0.022  0.742 -0.159  0.730 -0.295  0.712 -0.436  0.698 -0.583  0.639 -0.697  0.555 -0.812  0.450 -0.917  0.327 -0.996  0.210 -1.072  0.075 -1.124  -0.056 -1.166
3#app#app07#app0799/b  -0.734 2.006  -0.734 1.831  -0.734 1.655  -0.660 1.498  -0.645 1.326  -0.583 1.165  -0.555 0.997  -0.534 0.823  -0.499 0.652  -0.465 0.480  -0.465 0.304  -0.465 0.129  -0.465 -0.046  -0.432 -0.214  -0.375 -0.376  -0.375 -0.551  -0.375 -0.726  -0.287 -0.865  -0.227 -1.015  -0.196 -1.178  -0.196 -1.353  -0.196 -1.462  -0.196 -1.287  -0.196 -1.111  -0.196 -0.936  -0.196 -0.761  -0.196 -0.586  -0.127 -0.439  -0.106 -0.272  -0.070 -0.112  0.054 0.012  0.115 0.162  0.175 0.312  0.318 0.390  0.450 0.497  0.573 0.621  0.733 0.659  0.900 0.641  0.971 0.495  1.021 0.340  1.061 0.181  0.980 0.040  0.919 -0.111  0.859 -0.261  0.735 -0.385  0.585 -0.445  0.461 -0.569  0.334 -0.687  0.163 -0.691  0.073 -0.777
1c#kai#kai1#jspark4/b  0.640 2.065  0.536 1.909  0.432 1.753  0.328 1.597  0.230 1.437  0.136 1.275  0.066 1.101  0.002 0.925  -0.083 0.760  -0.183 0.602  -0.280 0.441  -0.382 0.284  -0.453 0.112  -0.513 -0.066  -0.604 -0.229  -0.699 -0.391  -0.783 -0.559  -0.883 -0.716  -0.953 -0.889  -0.820 -0.846  -0.686 -0.724  -0.569 -0.579  -0.431 -0.453  -0.279 -0.344  -0.146 -0.212  -0.001 -0.093  0.145 0.024  0.295 0.136  0.449 0.244  0.605 0.348  0.774 0.408  0.956 0.440  1.026 0.350  1.000 0.165  0.958 -0.017  0.899 -0.195  0.820 -0.363  0.708 -0.513  0.578 -0.648  0.463 -0.795  0.317 -0.896  0.153 -0.984  -0.021 -1.027  -0.209 -1.027  -0.396 -1.027  -0.533 -0.904  -0.615 -0.741  -0.675 -0.563  -0.686 -0.378  -0.631 -0.199
1c#kai#kai1#jspark4/b  -0.036 2.270  -0.094 2.096  -0.096 1.914  -0.096 1.731  -0.097 1.549  -0.132 1.370  -0.155 1.189  -0.155 1.006  -0.155 0.824  -0.155 0.641  -0.183 0.461  -0.221 0.283  -0.279 0.109  -0.334 -0.064  -0.334 -0.247  -0.368 -0.422  -0.449 -0.585  -0.453 -0.767  -0.496 -0.944  -0.513 -1.125  -0.476 -1.079  -0.418 -0.905  -0.335 -0.744  -0.251 -0.584  -0.185 -0.414  -0.103 -0.251  -0.021 -0.087  0.069 0.071  0.159 0.229  0.227 0.397  0.326 0.550  0.387 0.717  0.560 0.659  0.642 0.496  0.680 0.323  0.712 0.145  0.740 -0.033  0.715 -0.213  0.668 -0.389  0.611 -0.563  0.543 -0.730  0.414 -0.859  0.338 -1.021  0.213 -1.143  0.050 -1.221  -0.123 -1.221  -0.242 -1.108  -0.310 -0.939  -0.392 -0.776  -0.394 -0.594
1c#kai#kai1#jspark4/b  0.108 1.789  0.094 1.974  0.024 2.001  -0.045 1.828  -0.082 1.644  -0.082 1.457  -0.105 1.272  -0.129 1.086  -0.129 0.899  -0.129 0.712  -0.171 0.529  -0.177 0.343  -0.190 0.157  -0.224 -0.027  -0.232 -0.214  -0.259 -0.400  -0.302 -0.581  -0.361 -0.759  -0.375 -0.944  -0.450 -1.114  -0.535 -1.280  -0.594 -1.235  -0.567 -1.054  -0.503 -0.878  -0.443 -0.701  -0.365 -0.537  -0.247 -0.394  -0.163 -0.227  -0.079 -0.060  0.038 0.087  0.150 0.237  0.254 0.393  0.358 0.549  0.496 0.670  0.668 0.652  0.726 0.480  0.726 0.292  0.726 0.105  0.726 -0.082  0.691 -0.264  0.631 -0.442  0.548 -0.610  0.483 -0.785  0.375 -0.937  0.239 -1.065  0.059 -1.109  -0.113 -1.056  -0.268 -0.952  -0.389 -0.813  -0.414 -0.634
1c#kai#kai1#jspark4/b  -0.287 2.066  -0.287 1.873  -0.299 1.683  -0.330 1.495  -0.339 1.304  -0.373 1.117  -0.373 0.925  -0.373 0.732  -0.373 0.540  -0.384 0.349  -0.416 0.162  -0.416 -0.030  -0.416 -0.223  -0.416 -0.415  -0.436 -0.606  -0.459 -0.795  -0.459 -0.988  -0.475 -1.082  -0.502 -0.894  -0.502 -0.702  -0.470 -0.515  -0.450 -0.325  -0.389 -0.143  -0.310 0.032  -0.224 0.205  -0.123 0.368  -0.008 0.523  0.100 0.681  0.262 0.785  0.438 0.857  0.625 0.826  0.771 0.706  0.836 0.541  0.868 0.351  0.880 0.160  0.880 -0.033  0.880 -0.225  0.864 -0.416  0.836 -0.605  0.805 -0.788  0.721 -0.959  0.583 -1.083  0.429 -1.198  0.242 -1.216  0.051 -1.204  -0.108 -1.118  -0.214 -0.957  -0.287 -0.781  -0.287 -0.588  -0.287 -0.396
3#app#app34#app3468/b  -0.898 1.483  -0.898 1.302  -0.841 1.144  -0.756 0.998  -0.756 0.817  -0.756 0.635  -0.756 0.454  -0.701 0.295  -0.614 0.150  -0.614 -0.031  -0.614 -0.212  -0.614 -0.394  -0.614 -0.575  -0.614 -0.756  -0.601 -0.641  -0.473 -0.588  -0.473 -0.407  -0.473 -0.225  -0.451 -0.053  -0.331 0.078  -0.331 0.260  -0.240 0.350  -0.190 0.481  -0.161 0.633  0.000 0.682  0.143 0.775  0.235 0.864  0.364 0.917  0.537 0.898  0.668 0.775  0.802 0.728  0.863 0.572  0.943 0.424  1.019 0.274  1.085 0.120  1.085 -0.061  1.085 -0.243  1.085 -0.424  1.085 -0.605  0.982 -0.744  0.943 -0.909  0.777 -0.924  0.596 -0.924  0.445 -0.998  0.292 -1.066  0.111 -1.066  -0.071 -1.066  -0.252 -1.066  -0.433 -1.066  -0.614 -1.066
1c#art#art08tst/b  0.029 2.011  -0.059 1.878  -0.112 1.730  -0.146 1.575  -0.205 1.427  -0.248 1.275  -0.285 1.120  -0.321 0.966  -0.358 0.811  -0.394 0.656  -0.425 0.500  -0.450 0.344  -0.472 0.186  -0.512 0.033  -0.556 -0.120  -0.617 -0.267  -0.679 -0.413  -0.731 -0.563  -0.771 -0.715  -0.771 -0.874  -0.692 -0.862  -0.583 -0.747  -0.477 -0.630  -0.377 -0.506  -0.269 -0.390  -0.156 -0.278  -0.057 -0.155  0.027 -0.020  0.111 0.115  0.232 0.217  0.354 0.319  0.508 0.352  0.665 0.379  0.820 0.410  0.964 0.355  1.032 0.219  0.994 0.065  0.963 -0.091  0.909 -0.240  0.847 -0.386  0.763 -0.520  0.671 -0.649  0.563 -0.763  0.434 -0.855  0.305 -0.949  0.183 -1.051  0.060 -1.149  -0.086 -1.212  -0.233 -1.271  -0.392 -1.271
1c#art#art08tst/b  -0.264 1.986  -0.264 1.834  -0.269 1.682  -0.279 1.530  -0.288 1.377  -0.298 1.225  -0.338 1.079  -0.371 0.930  -0.403 0.781  -0.436 0.632  -0.468 0.483  -0.500 0.334  -0.542 0.188  -0.592 0.044  -0.652 -0.096  -0.706 -0.238  -0.748 -0.385  -0.794 -0.530  -0.834 -0.676  -0.834 -0.756  -0.724 -0.681  -0.632 -0.560  -0.527 -0.450  -0.419 -0.342  -0.292 -0.258  -0.163 -0.177  -0.035 -0.094  0.091 -0.009  0.220 0.072  0.359 0.134  0.499 0.196  0.644 0.241  0.790 0.270  0.935 0.221  1.064 0.144  1.160 0.031  1.184 -0.112  1.142 -0.257  1.066 -0.389  0.978 -0.512  0.871 -0.620  0.752 -0.712  0.615 -0.780  0.478 -0.847  0.339 -0.908  0.199 -0.970  0.048 -0.987  -0.104 -1.004  -0.255 -1.023  -0.406 -1.042
1c#art#art08tst/b  0.020 1.944  0.020 1.773  0.013 1.603  -0.015 1.435  -0.069 1.274  -0.134 1.116  -0.199 0.959  -0.264 0.801  -0.330 0.644  -0.406 0.491  -0.476 0.336  -0.536 0.176  -0.592 0.015  -0.639 -0.149  -0.692 -0.311  -0.752 -0.471  -0.808 -0.632  -0.855 -0.796  -0.899 -0.960  -0.861 -1.027  -0.784 -0.881  -0.698 -0.736  -0.589 -0.605  -0.478 -0.476  -0.366 -0.347  -0.253 -0.219  -0.134 -0.097  -0.013 0.024  0.107 0.144  0.236 0.256  0.364 0.369  0.497 0.475  0.639 0.570  0.796 0.614  0.959 0.589  1.064 0.468  1.084 0.302  1.060 0.133  1.003 -0.025  0.918 -0.173  0.830 -0.319  0.740 -0.464  0.645 -0.605  0.524 -0.725  0.404 -0.846  0.273 -0.954  0.136 -1.057  -0.004 -1.153  -0.163 -1.213  -0.323 -1.273
1c#art#art08tst/b  -0.098 1.921  -0.154 1.772  -0.198 1.620  -0.229 1.463  -0.261 1.307  -0.292 1.150  -0.323 0.994  -0.354 0.837  -0.386 0.681  -0.419 0.525  -0.463 0.371  -0.505 0.217  -0.543 0.063  -0.588 -0.090  -0.644 -0.240  -0.703 -0.388  -0.774 -0.531  -0.845 -0.673  -0.889 -0.827  -0.915 -0.981  -0.870 -1.075  -0.782 -0.942  -0.679 -0.821  -0.567 -0.708  -0.465 -0.585  -0.370 -0.457  -0.269 -0.334  -0.149 -0.228  -0.030 -0.122  0.091 -0.018  0.217 0.080  0.343 0.178  0.474 0.267  0.613 0.346  0.760 0.401  0.918 0.427  1.074 0.398  1.182 0.295  1.198 0.140  1.156 -0.010  1.084 -0.152  0.984 -0.276  0.882 -0.399  0.778 -0.520  0.674 -0.641  0.547 -0.735  0.412 -0.820  0.272 -0.896  0.126 -0.961  -0.020 -1.025
1c#art#art08tst/b  -0.237 1.961  -0.153 1.945  -0.153 1.793  -0.153 1.640  -0.153 1.488  -0.153 1.335  -0.153 1.182  -0.153 1.030  -0.195 0.883  -0.237 0.737  -0.259 0.586  -0.281 0.435  -0.335 0.292  -0.388 0.150  -0.452 0.011  -0.520 -0.125  -0.583 -0.264  -0.625 -0.410  -0.670 -0.556  -0.726 -0.698  -0.735 -0.808  -0.667 -0.672  -0.584 -0.544  -0.493 -0.422  -0.393 -0.307  -0.285 -0.199  -0.177 -0.091  -0.070 0.017  0.045 0.115  0.185 0.175  0.326 0.233  0.472 0.275  0.619 0.309  0.760 0.253  0.882 0.166  0.930 0.042  0.903 -0.108  0.903 -0.260  0.866 -0.407  0.824 -0.554  0.759 -0.692  0.691 -0.828  0.572 -0.923  0.451 -1.016  0.324 -1.100  0.192 -1.173  0.044 -1.210  -0.104 -1.247  -0.255 -1.228  -0.406 -1.207
1c#art#art08tst/b  -0.020 1.906  0.057 1.872  0.057 1.713  0.019 1.560  -0.032 1.409  -0.082 1.259  -0.132 1.108  -0.186 0.959  -0.257 0.816  -0.328 0.674  -0.399 0.532  -0.461 0.386  -0.506 0.234  -0.552 0.082  -0.609 -0.066  -0.668 -0.214  -0.726 -0.362  -0.782 -0.511  -0.836 -0.660  -0.879 -0.813  -0.905 -0.968  -0.791 -0.892  -0.695 -0.765  -0.596 -0.641  -0.495 -0.518  -0.393 -0.396  -0.278 -0.287  -0.159 -0.182  -0.037 -0.080  0.095 0.008  0.227 0.096  0.365 0.175  0.507 0.246  0.656 0.290  0.815 0.290  0.966 0.244  1.102 0.169  1.134 0.024  1.090 -0.127  1.021 -0.270  0.939 -0.405  0.818 -0.508  0.697 -0.612  0.577 -0.715  0.456 -0.819  0.325 -0.907  0.186 -0.985  0.047 -1.060  -0.102 -1.116  -0.251 -1.172
1c#art#art08tst/b  0.070 1.899  -0.024 1.768  -0.083 1.612  -0.149 1.460  -0.224 1.311  -0.275 1.154  -0.323 0.995  -0.371 0.836  -0.418 0.677  -0.466 0.518  -0.519 0.360  -0.553 0.198  -0.577 0.034  -0.623 -0.126  -0.668 -0.286  -0.714 -0.445  -0.764 -0.604  -0.816 -0.761  -0.820 -0.770  -0.731 -0.630  -0.643 -0.489  -0.525 -0.372  -0.408 -0.255  -0.290 -0.137  -0.173 -0.020  -0.037 0.076  0.101 0.168  0.242 0.255  0.387 0.336  0.533 0.416  0.688 0.474  0.844 0.524  0.998 0.462  1.121 0.353  1.136 0.194  1.104 0.032  1.057 -0.127  0.991 -0.280  0.910 -0.422  0.793 -0.539  0.672 -0.653  0.546 -0.761  0.415 -0.863  0.270 -0.943  0.125 -1.024  -0.035 -1.069  -0.196 -1.109  -0.360 -1.133  -0.525 -1.147  -0.691 -1.147
1c#art#art08tst/b  0.179 1.883  0.077 1.752  -0.045 1.641  -0.139 1.501  -0.199 1.346  -0.249 1.185  -0.299 1.025  -0.349 0.864  -0.402 0.705  -0.448 0.543  -0.489 0.380  -0.530 0.217  -0.571 0.054  -0.634 -0.101  -0.703 -0.254  -0.787 -0.400  -0.867 -0.548  -0.942 -0.698  -1.023 -0.840  -0.924 -0.841  -0.782 -0.752  -0.643 -0.656  -0.509 -0.555  -0.376 -0.453  -0.244 -0.348  -0.113 -0.243  0.021 -0.141  0.157 -0.042  0.292 0.057  0.430 0.153  0.570 0.246  0.710 0.339  0.865 0.405  1.023 0.440  1.180 0.393  1.235 0.247  1.187 0.091  1.108 -0.058  1.011 -0.195  0.909 -0.328  0.790 -0.447  0.664 -0.557  0.521 -0.646  0.376 -0.731  0.223 -0.799  0.069 -0.867  -0.090 -0.921  -0.250 -0.974  -0.412 -1.017  -0.575 -1.058
3#kai#kai1#jjlee4/b  -0.601 -0.354  -0.480 -0.233  -0.339 -0.136  -0.241 0.005  -0.120 0.127  0.001 0.248  0.117 0.374  0.212 0.517  0.326 0.641  0.450 0.756  0.557 0.890  0.678 1.011  0.795 1.135  0.835 1.300  0.807 1.468  0.671 1.516  0.511 1.458  0.374 1.355  0.250 1.236  0.129 1.115  0.027 0.978  -0.069 0.836  -0.164 0.693  -0.199 0.525  -0.238 0.358  -0.288 0.194  -0.361 0.039  -0.383 -0.127  -0.456 -0.282  -0.532 -0.435  -0.594 -0.595  -0.648 -0.758  -0.703 -0.920  -0.757 -1.083  -0.775 -1.252  -0.754 -1.412  -0.607 -1.473  -0.444 -1.419  -0.307 -1.322  -0.174 -1.215  -0.073 -1.083  0.026 -0.946  0.133 -0.814  0.221 -0.666  0.277 -0.504  0.331 -0.342  0.434 -0.319  0.577 -0.414  0.734 -0.403  0.835 -0.267
3#kai#kai1#jjlee4/b  0.414 2.168  0.376 2.015  0.329 1.864  0.279 1.715  0.212 1.572  0.156 1.426  0.112 1.275  0.041 1.134  -0.019 0.989  -0.073 0.841  -0.104 0.686  -0.159 0.540  -0.219 0.395  -0.250 0.241  -0.286 0.087  -0.347 -0.056  -0.419 -0.194  -0.462 -0.346  -0.507 -0.497  -0.566 -0.643  -0.630 -0.787  -0.698 -0.929  -0.732 -1.031  -0.675 -0.885  -0.591 -0.752  -0.537 -0.604  -0.456 -0.469  -0.364 -0.342  -0.253 -0.231  -0.142 -0.119  -0.030 -0.008  0.081 0.104  0.218 0.171  0.371 0.209  0.524 0.239  0.665 0.179  0.752 0.048  0.790 -0.105  0.799 -0.262  0.778 -0.417  0.725 -0.564  0.633 -0.691  0.522 -0.803  0.397 -0.899  0.269 -0.991  0.131 -1.055  -0.027 -1.055  -0.184 -1.055  -0.342 -1.055  -0.500 -1.055
3#kai#kai1#jjlee4/b  0.223 2.151  0.172 1.999  0.132 1.843  0.093 1.686  0.050 1.532  -0.022 1.387  -0.070 1.235  -0.102 1.077  -0.140 0.921  -0.188 0.767  -0.248 0.618  -0.302 0.466  -0.347 0.311  -0.386 0.155  -0.425 -0.001  -0.473 -0.155  -0.524 -0.308  -0.575 -0.460  -0.619 -0.615  -0.653 -0.772  -0.659 -0.932  -0.705 -1.072  -0.633 -0.928  -0.561 -0.784  -0.488 -0.640  -0.392 -0.511  -0.299 -0.379  -0.216 -0.241  -0.124 -0.111  -0.010 0.003  0.112 0.107  0.250 0.188  0.407 0.227  0.560 0.275  0.715 0.263  0.846 0.192  0.919 0.048  0.934 -0.109  0.934 -0.270  0.899 -0.420  0.805 -0.551  0.691 -0.665  0.566 -0.766  0.437 -0.862  0.293 -0.934  0.140 -0.969  -0.019 -0.988  -0.176 -1.023  -0.336 -1.020  -0.489 -0.969
3#kai#kai1#jjlee4/b  0.002 2.224  -0.037 2.067  -0.085 1.913  -0.097 1.754  -0.097 1.593  -0.133 1.436  -0.146 1.276  -0.146 1.115  -0.153 0.954  -0.185 0.796  -0.196 0.636  -0.213 0.477  -0.245 0.320  -0.258 0.160  -0.302 0.006  -0.329 -0.153  -0.344 -0.313  -0.360 -0.473  -0.391 -0.631  -0.430 -0.788  -0.469 -0.944  -0.492 -1.103  -0.517 -1.260  -0.521 -1.249  -0.479 -1.094  -0.428 -0.941  -0.374 -0.789  -0.314 -0.639  -0.226 -0.506  -0.125 -0.380  -0.060 -0.234  0.047 -0.120  0.173 -0.020  0.289 0.091  0.405 0.204  0.539 0.294  0.691 0.346  0.843 0.336  0.875 0.178  0.865 0.023  0.814 -0.130  0.741 -0.272  0.652 -0.407  0.553 -0.534  0.438 -0.647  0.309 -0.743  0.188 -0.849  0.065 -0.949  -0.089 -0.997  -0.245 -1.036
3#apb#apb12#app1218/b  -0.890 1.531  -0.957 1.662  -0.923 1.589  -0.880 1.447  -0.838 1.305  -0.797 1.162  -0.748 1.022  -0.690 0.885  -0.633 0.749  -0.575 0.612  -0.517 0.475  -0.459 0.338  -0.402 0.202  -0.344 0.065  -0.286 -0.072  -0.228 -0.209  -0.171 -0.345  -0.169 -0.340  -0.207 -0.197  -0.242 -0.053  -0.240 0.095  -0.189 0.234  -0.092 0.342  0.042 0.400  0.188 0.413  0.336 0.402  0.482 0.375  0.624 0.339  0.746 0.254  0.854 0.156  0.940 0.035  1.010 -0.095  1.060 -0.234  1.061 -0.381  1.043 -0.527  0.998 -0.669  0.932 -0.798  0.827 -0.903  0.715 -1.000  0.600 -1.093  0.455 -1.121  0.309 -1.137  0.163 -1.109  0.021 -1.068  -0.113 -1.005  -0.243 -0.934  -0.365 -0.851  -0.447 -0.727  -0.450 -0.613  -0.309 -0.611
2#apa#apa12#app1299/b  -0.372 1.882  -0.372 1.692  -0.372 1.502  -0.372 1.311  -0.372 1.121  -0.372 0.930  -0.372 0.740  -0.372 0.550  -0.372 0.359  -0.372 0.169  -0.372 -0.022  -0.372 -0.212  -0.372 -0.403  -0.372 -0.593  -0.372 -0.783  -0.253 -0.896  -0.293 -0.710  -0.333 -0.524  -0.373 -0.337  -0.413 -0.151  -0.453 0.035  -0.492 0.221  -0.532 0.407  -0.572 0.594  -0.612 0.780  -0.434 0.790  -0.244 0.790  -0.054 0.790  0.137 0.790  0.327 0.790  0.396 0.668  0.555 0.592  0.604 0.422  0.721 0.280  0.787 0.117  0.842 -0.051  0.923 -0.222  0.964 -0.403  0.964 -0.593  0.964 -0.784  0.842 -0.853  0.783 -1.029  0.668 -1.152  0.478 -1.153  0.409 -1.274  0.218 -1.274  0.028 -1.274  -0.162 -1.274  -0.323 -1.201  -0.493 -1.152
3#ced#pnlg5032_s_19/b  -0.459 1.898  -0.404 1.822  -0.392 1.669  -0.392 1.513  -0.413 1.361  -0.425 1.207  -0.425 1.051  -0.425 0.895  -0.425 0.739  -0.425 0.583  -0.425 0.427  -0.425 0.271  -0.425 0.115  -0.425 -0.041  -0.425 -0.197  -0.425 -0.353  -0.425 -0.509  -0.425 -0.665  -0.425 -0.821  -0.392 -0.971  -0.407 -0.975  -0.425 -0.821  -0.425 -0.665  -0.425 -0.509  -0.425 -0.353  -0.425 -0.197  -0.401 -0.044  -0.355 0.105  -0.305 0.253  -0.213 0.374  -0.094 0.473  0.049 0.533  0.205 0.533  0.350 0.479  0.483 0.399  0.594 0.289  0.686 0.164  0.772 0.034  0.852 -0.100  0.921 -0.239  0.971 -0.387  0.990 -0.540  0.985 -0.695  0.943 -0.845  0.887 -0.985  0.786 -1.103  0.667 -1.195  0.534 -1.276  0.383 -1.313  0.249 -1.387
