1d#app#app13#app1324/.  0.297 -1.787  0.297 -1.704  0.297 -1.622  0.297 -1.540  0.297 -1.458  0.297 -1.375  0.297 -1.293  0.297 -1.211  0.297 -1.128  0.297 -1.046  0.297 -0.964  0.297 -0.882  0.297 -0.799  0.297 -0.717  0.297 -0.635  0.297 -0.553  0.297 -0.470  0.297 -0.388  0.297 -0.306  0.245 -0.245  0.187 -0.187  0.129 -0.129  0.071 -0.071  0.012 -0.012  -0.046 0.046  -0.104 0.104  -0.162 0.162  -0.220 0.220  -0.278 0.279  -0.337 0.337  -0.395 0.395  -0.447 0.455  -0.447 0.538  -0.447 0.620  -0.447 0.702  -0.447 0.785  -0.447 0.867  -0.447 0.949  -0.447 1.031  -0.447 1.114  -0.443 1.192  -0.361 1.192  -0.278 1.192  -0.196 1.192  -0.114 1.192  -0.032 1.192  0.051 1.192  0.133 1.192  0.215 1.192  0.297 1.192
2#app#app32#app3258/.  0.000 -2.060  0.000 -1.951  0.000 -1.841  0.000 -1.732  0.000 -1.622  0.000 -1.513  0.000 -1.404  0.000 -1.294  0.000 -1.185  0.000 -1.076  0.000 -0.966  0.000 -0.857  0.000 -0.747  0.000 -0.638  0.000 -0.529  0.000 -0.419  0.000 -0.310  0.000 -0.201  0.000 -0.091  0.000 0.018  0.000 0.128  0.000 0.237  0.000 0.346  0.000 0.456  0.000 0.565  0.000 0.675  0.000 0.784  0.000 0.893  0.000 1.003  0.000 1.112  0.000 1.221  0.000 1.331  0.000 1.440  0.000 1.477  0.000 1.367  0.000 1.258  0.000 1.149  0.000 1.039  0.000 0.930  0.000 0.820  0.000 0.711  0.000 0.602  0.000 0.492  0.000 0.383  0.000 0.273  0.000 0.164  0.000 0.055  0.000 -0.055  0.000 -0.164  0.000 -0.273
2#apa#apa03#app0318/.  0.730 -1.848  0.730 -1.711  0.730 -1.574  0.730 -1.437  0.730 -1.300  0.730 -1.164  0.730 -1.027  0.730 -0.890  0.730 -0.753  0.730 -0.616  0.730 -0.479  0.730 -0.342  0.730 -0.205  0.730 -0.068  0.730 0.068  0.730 0.205  0.730 0.342  0.639 0.388  0.502 0.388  0.365 0.388  0.228 0.388  0.091 0.388  -0.046 0.388  -0.183 0.388  -0.319 0.388  -0.456 0.388  -0.593 0.388  -0.730 0.388  -0.867 0.388  -1.004 0.388  -1.141 0.388  -1.278 0.388  -1.415 0.388  -1.460 0.388  -1.323 0.388  -1.186 0.388  -1.050 0.388  -0.913 0.388  -0.776 0.388  -0.639 0.388  -0.502 0.388  -0.365 0.388  -0.228 0.388  -0.091 0.388  0.046 0.388  0.183 0.388  0.319 0.388  0.456 0.388  0.593 0.388  0.730 0.388
1d#apa#apa14#app1460/.  1.600 0.548  1.512 0.548  1.425 0.548  1.337 0.548  1.249 0.548  1.161 0.548  1.074 0.548  0.986 0.548  0.899 0.548  0.811 0.548  0.723 0.548  0.636 0.548  0.548 0.548  0.460 0.548  0.373 0.548  0.285 0.548  0.197 0.548  0.110 0.548  0.022 0.548  -0.066 0.548  -0.153 0.548  -0.241 0.548  -0.329 0.548  -0.416 0.548  -0.504 0.548  -0.548 0.504  -0.548 0.416  -0.548 0.329  -0.548 0.241  -0.548 0.153  -0.548 0.066  -0.548 -0.022  -0.548 -0.110  -0.548 -0.197  -0.548 -0.285  -0.548 -0.373  -0.548 -0.460  -0.548 -0.548  -0.548 -0.636  -0.548 -0.723  -0.548 -0.811  -0.548 -0.899  -0.548 -0.986  -0.548 -1.074  -0.548 -1.162  -0.548 -1.249  -0.548 -1.337  -0.548 -1.425  -0.548 -1.512  -0.548 -1.600
3#apa#apa16#app1600/.  0.218 2.100  0.102 1.985  0.034 1.858  0.086 1.702  0.138 1.547  0.190 1.392  0.218 1.233  0.218 1.069  0.218 0.905  0.218 0.741  0.218 0.578  0.238 0.416  0.270 0.256  0.302 0.095  0.334 -0.065  0.366 -0.226  0.398 -0.386  0.416 -0.548  0.416 -0.712  0.421 -0.870  0.585 -0.870  0.614 -0.735  0.614 -0.572  0.614 -0.408  0.600 -0.248  0.526 -0.101  0.453 0.045  0.340 0.145  0.185 0.197  0.029 0.249  -0.126 0.301  -0.275 0.270  -0.422 0.196  -0.568 0.123  -0.685 0.009  -0.791 -0.114  -0.864 -0.260  -0.937 -0.407  -0.971 -0.563  -0.971 -0.726  -0.957 -0.884  -0.841 -1.000  -0.706 -1.068  -0.543 -1.060  -0.384 -1.021  -0.225 -0.981  -0.067 -0.941  0.092 -0.902  0.252 -0.870  0.416 -0.870
3#apa#apa16#app1600/.  0.000 1.698  0.000 1.628  0.000 1.559  0.000 1.490  0.000 1.421  0.000 1.351  0.000 1.282  0.000 1.213  0.000 1.143  0.000 1.074  0.000 1.005  0.000 0.936  0.000 0.866  0.000 0.797  0.000 0.728  0.000 0.658  0.000 0.589  0.000 0.520  0.000 0.450  0.000 0.381  0.000 0.312  0.000 0.243  0.000 0.173  0.000 0.104  0.000 0.035  0.000 -0.035  0.000 -0.104  0.000 -0.173  0.000 -0.243  0.000 -0.312  0.000 -0.381  0.000 -0.450  0.000 -0.520  0.000 -0.589  0.000 -0.658  0.000 -0.728  0.000 -0.797  0.000 -0.866  0.000 -0.936  0.000 -1.005  0.000 -1.074  0.000 -1.143  0.000 -1.213  0.000 -1.282  0.000 -1.351  0.000 -1.421  0.000 -1.490  0.000 -1.559  0.000 -1.628  0.000 -1.698
1d#apa#apa16#app1600/.  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000 0.000
1d#apa#apa16#app1600/.  0.000 1.698  0.000 1.628  0.000 1.559  0.000 1.490  0.000 1.421  0.000 1.351  0.000 1.282  0.000 1.213  0.000 1.143  0.000 1.074  0.000 1.005  0.000 0.936  0.000 0.866  0.000 0.797  0.000 0.728  0.000 0.658  0.000 0.589  0.000 0.520  0.000 0.450  0.000 0.381  0.000 0.312  0.000 0.243  0.000 0.173  0.000 0.104  0.000 0.035  0.000 -0.035  0.000 -0.104  0.000 -0.173  0.000 -0.243  0.000 -0.312  0.000 -0.381  0.000 -0.450  0.000 -0.520  0.000 -0.589  0.000 -0.658  0.000 -0.728  0.000 -0.797  0.000 -0.866  0.000 -0.936  0.000 -1.005  0.000 -1.074  0.000 -1.143  0.000 -1.213  0.000 -1.282  0.000 -1.351  0.000 -1.421  0.000 -1.490  0.000 -1.559  0.000 -1.628  0.000 -1.698
1d#app#app31#app3181/.  -0.539 -0.539  -0.359 -0.539  -0.180 -0.539  -0.000 -0.539  0.180 -0.539  0.359 -0.539  0.539 -0.539  0.718 -0.539  0.898 -0.539  1.078 -0.539  1.257 -0.539  1.437 -0.539  1.616 -0.539  1.527 -0.539  1.347 -0.539  1.167 -0.539  0.988 -0.539  0.808 -0.539  0.629 -0.539  0.449 -0.539  0.269 -0.539  0.090 -0.539  -0.090 -0.539  -0.269 -0.539  -0.449 -0.539  -0.539 -0.449  -0.539 -0.269  -0.539 -0.090  -0.539 0.090  -0.539 0.269  -0.539 0.449  -0.539 0.629  -0.539 0.808  -0.539 0.988  -0.539 1.167  -0.539 1.347  -0.539 1.527  -0.539 1.616  -0.539 1.437  -0.539 1.257  -0.539 1.078  -0.539 0.898  -0.539 0.718  -0.539 0.539  -0.539 0.359  -0.539 0.180  -0.539 0.000  -0.539 -0.180  -0.539 -0.359  -0.539 -0.539
2#app#app08#app0892/.  1.698 0.000  1.628 0.000  1.559 0.000  1.490 0.000  1.421 0.000  1.351 0.000  1.282 0.000  1.213 0.000  1.143 0.000  1.074 0.000  1.005 0.000  0.936 0.000  0.866 0.000  0.797 0.000  0.728 0.000  0.658 0.000  0.589 0.000  0.520 0.000  0.450 0.000  0.381 0.000  0.312 0.000  0.243 0.000  0.173 0.000  0.104 0.000  0.035 0.000  -0.035 0.000  -0.104 0.000  -0.173 0.000  -0.243 0.000  -0.312 0.000  -0.381 0.000  -0.450 0.000  -0.520 0.000  -0.589 0.000  -0.658 0.000  -0.728 0.000  -0.797 0.000  -0.866 0.000  -0.936 0.000  -1.005 0.000  -1.074 0.000  -1.143 0.000  -1.213 0.000  -1.282 0.000  -1.351 0.000  -1.421 0.000  -1.490 0.000  -1.559 0.000  -1.628 0.000  -1.698 0.000
2#apa#apa03#app0315/.  0.000 -1.698  0.000 -1.628  0.000 -1.559  0.000 -1.490  0.000 -1.421  0.000 -1.351  0.000 -1.282  0.000 -1.213  0.000 -1.143  0.000 -1.074  0.000 -1.005  0.000 -0.936  0.000 -0.866  0.000 -0.797  0.000 -0.728  0.000 -0.658  0.000 -0.589  0.000 -0.520  0.000 -0.450  0.000 -0.381  0.000 -0.312  0.000 -0.243  0.000 -0.173  0.000 -0.104  0.000 -0.035  0.000 0.035  0.000 0.104  0.000 0.173  0.000 0.243  0.000 0.312  0.000 0.381  0.000 0.450  0.000 0.520  0.000 0.589  0.000 0.658  0.000 0.728  0.000 0.797  0.000 0.866  0.000 0.936  0.000 1.005  0.000 1.074  0.000 1.143  0.000 1.213  0.000 1.282  0.000 1.351  0.000 1.421  0.000 1.490  0.000 1.559  0.000 1.628  0.000 1.698
2#app#app18#app1852/.  -0.668 0.166  -0.969 0.166  -1.269 0.166  -1.180 0.166  -0.880 0.166  -0.580 0.166  -0.280 0.166  0.021 0.166  0.321 0.166  0.621 0.166  0.921 0.166  1.222 0.166  1.451 0.095  1.451 -0.206  1.451 -0.506  1.185 -0.541  0.885 -0.541  0.585 -0.541  0.284 -0.541  -0.016 -0.541  -0.316 -0.541  -0.616 -0.541  -0.917 -0.541  -1.217 -0.541  -1.375 -0.398  -1.375 -0.098  -1.338 0.166  -1.038 0.166  -0.738 0.166  -0.668 0.397  -0.668 0.697  -0.543 0.872  -0.243 0.872  0.057 0.872  0.358 0.872  0.658 0.872  0.896 0.721  1.108 0.509  1.320 0.296  1.369 0.084  1.157 -0.128  0.945 -0.340  0.727 -0.541  0.427 -0.541  0.127 -0.541  -0.174 -0.541  -0.474 -0.541  -0.668 -0.435  -0.668 -0.134  -0.668 0.166
2#app#app19#app1918/.  -1.698 0.000  -1.629 0.000  -1.559 0.000  -1.490 0.000  -1.421 0.000  -1.351 0.000  -1.282 0.000  -1.213 0.000  -1.143 0.000  -1.074 0.000  -1.005 0.000  -0.935 0.000  -0.866 0.000  -0.797 0.000  -0.728 0.000  -0.658 0.000  -0.589 0.000  -0.520 0.000  -0.450 0.000  -0.381 0.000  -0.312 0.000  -0.242 0.000  -0.173 0.000  -0.104 0.000  -0.035 0.000  0.035 0.000  0.104 0.000  0.173 0.000  0.242 0.000  0.312 0.000  0.381 0.000  0.450 0.000  0.520 0.000  0.589 0.000  0.658 0.000  0.728 0.000  0.797 0.000  0.866 0.000  0.935 0.000  1.005 0.000  1.074 0.000  1.143 0.000  1.213 0.000  1.282 0.000  1.351 0.000  1.421 0.000  1.490 0.000  1.559 0.000  1.629 0.000  1.698 0.000
3#apb#apb23#app2365/.  1.544 1.065  1.458 1.022  1.372 0.979  1.286 0.936  1.200 0.893  1.113 0.850  1.027 0.807  0.941 0.764  0.855 0.721  0.769 0.678  0.683 0.634  0.596 0.591  0.510 0.548  0.424 0.505  0.338 0.462  0.244 0.451  0.148 0.451  0.051 0.451  -0.045 0.451  -0.141 0.451  -0.238 0.451  -0.298 0.415  -0.298 0.319  -0.298 0.222  -0.298 0.126  -0.298 0.030  -0.298 -0.067  -0.298 -0.162  -0.298 -0.066  -0.298 0.031  -0.298 -0.043  -0.298 -0.139  -0.363 -0.195  -0.449 -0.238  -0.535 -0.281  -0.621 -0.324  -0.707 -0.368  -0.707 -0.464  -0.707 -0.560  -0.707 -0.657  -0.707 -0.753  -0.689 -0.847  -0.666 -0.941  -0.642 -1.034  -0.619 -1.128  -0.596 -1.221  -0.572 -1.315  -0.549 -1.408  -0.526 -1.501  -0.502 -1.595
3#apb#apb14#app1431/.  -0.075 1.691  -0.055 1.624  -0.036 1.557  -0.017 1.490  0.002 1.423  0.018 1.356  0.018 1.286  0.018 1.217  0.018 1.147  0.018 1.077  0.018 1.008  0.018 0.938  0.018 0.868  0.018 0.799  0.018 0.729  0.018 0.659  0.018 0.590  0.018 0.520  0.018 0.450  0.018 0.381  0.018 0.311  0.018 0.241  0.018 0.172  0.018 0.102  0.018 0.032  0.018 -0.037  0.018 -0.107  0.018 -0.177  0.018 -0.246  0.018 -0.316  0.018 -0.386  0.018 -0.455  0.018 -0.525  0.015 -0.594  0.005 -0.663  -0.006 -0.732  -0.016 -0.801  -0.027 -0.870  -0.038 -0.939  -0.048 -1.007  -0.059 -1.076  -0.069 -1.145  -0.065 -1.213  -0.046 -1.280  -0.027 -1.347  -0.008 -1.414  0.011 -1.481  0.018 -1.550  0.018 -1.619  0.018 -1.689
3#apb#apb14#app1431/.  -0.513 1.621  -0.500 1.552  -0.488 1.483  -0.475 1.414  -0.463 1.344  -0.450 1.275  -0.438 1.206  -0.425 1.137  -0.410 1.068  -0.392 1.000  -0.373 0.932  -0.355 0.865  -0.337 0.797  -0.319 0.729  -0.301 0.661  -0.283 0.593  -0.265 0.525  -0.247 0.457  -0.228 0.389  -0.209 0.321  -0.190 0.254  -0.170 0.186  -0.151 0.119  -0.132 0.051  -0.113 -0.017  -0.093 -0.084  -0.074 -0.152  -0.055 -0.219  -0.031 -0.285  0.003 -0.347  0.037 -0.409  0.070 -0.470  0.104 -0.532  0.138 -0.594  0.171 -0.656  0.205 -0.717  0.239 -0.779  0.284 -0.833  0.330 -0.886  0.376 -0.939  0.423 -0.992  0.469 -1.044  0.515 -1.097  0.561 -1.150  0.616 -1.194  0.673 -1.235  0.731 -1.276  0.788 -1.317  0.845 -1.357  0.902 -1.398
1d#app#app12#app1264/.  -1.153 1.280  -1.102 1.229  -1.052 1.179  -1.001 1.128  -0.950 1.077  -0.900 1.026  -0.849 0.976  -0.798 0.925  -0.747 0.874  -0.697 0.823  -0.646 0.773  -0.595 0.722  -0.544 0.671  -0.494 0.621  -0.443 0.570  -0.392 0.519  -0.342 0.468  -0.291 0.418  -0.240 0.367  -0.189 0.316  -0.139 0.265  -0.088 0.215  -0.037 0.164  0.014 0.113  0.064 0.063  0.115 0.012  0.166 -0.039  0.216 -0.090  0.267 -0.140  0.318 -0.191  0.369 -0.242  0.419 -0.293  0.470 -0.343  0.521 -0.394  0.572 -0.445  0.622 -0.496  0.673 -0.546  0.683 -0.614  0.683 -0.685  0.683 -0.757  0.683 -0.829  0.683 -0.901  0.683 -0.972  0.683 -1.044  0.683 -1.116  0.683 -1.188  0.683 -1.259  0.683 -1.331  0.683 -1.403  0.683 -1.475
2#apa#apa04#app0448/.  0.000 1.698  0.000 1.628  0.000 1.559  0.000 1.490  0.000 1.421  0.000 1.351  0.000 1.282  0.000 1.213  0.000 1.143  0.000 1.074  0.000 1.005  0.000 0.936  0.000 0.866  0.000 0.797  0.000 0.728  0.000 0.658  0.000 0.589  0.000 0.520  0.000 0.450  0.000 0.381  0.000 0.312  0.000 0.243  0.000 0.173  0.000 0.104  0.000 0.035  0.000 -0.035  0.000 -0.104  0.000 -0.173  0.000 -0.243  0.000 -0.312  0.000 -0.381  0.000 -0.450  0.000 -0.520  0.000 -0.589  0.000 -0.658  0.000 -0.728  0.000 -0.797  0.000 -0.866  0.000 -0.936  0.000 -1.005  0.000 -1.074  0.000 -1.143  0.000 -1.213  0.000 -1.282  0.000 -1.351  0.000 -1.421  0.000 -1.490  0.000 -1.559  0.000 -1.628  0.000 -1.698
3#apb#apb23#app2343/.  0.743 -1.640  0.717 -1.565  0.692 -1.490  0.667 -1.414  0.642 -1.339  0.617 -1.263  0.592 -1.188  0.567 -1.113  0.541 -1.037  0.516 -0.962  0.491 -0.886  0.466 -0.811  0.441 -0.736  0.416 -0.660  0.391 -0.585  0.366 -0.510  0.340 -0.434  0.315 -0.359  0.290 -0.283  0.265 -0.208  0.240 -0.133  0.215 -0.057  0.190 0.018  0.165 0.094  0.139 0.169  0.114 0.244  0.089 0.320  0.064 0.395  0.039 0.471  0.014 0.546  -0.011 0.621  -0.090 0.623  -0.169 0.623  -0.249 0.623  -0.328 0.623  -0.408 0.623  -0.487 0.623  -0.567 0.623  -0.646 0.623  -0.726 0.623  -0.766 0.662  -0.766 0.741  -0.766 0.821  -0.766 0.900  -0.766 0.980  -0.766 1.059  -0.766 1.139  -0.766 1.218  -0.766 1.297  -0.766 1.377
3#apb#apb23#app2343/.  0.677 -1.782  0.677 -1.643  0.677 -1.504  0.677 -1.365  0.677 -1.225  0.677 -1.086  0.677 -0.947  0.671 -0.811  0.573 -0.712  0.474 -0.614  0.376 -0.516  0.278 -0.418  0.179 -0.319  0.081 -0.221  -0.017 -0.123  -0.116 -0.024  -0.214 0.074  -0.312 0.172  -0.411 0.271  -0.509 0.369  -0.607 0.467  -0.706 0.566  -0.804 0.664  -0.902 0.763  -1.001 0.861  -1.099 0.959  -1.197 1.057  -1.196 1.084  -1.072 1.022  -0.948 0.960  -0.823 0.898  -0.699 0.836  -0.575 0.773  -0.450 0.711  -0.326 0.649  -0.201 0.587  -0.077 0.525  0.047 0.462  0.172 0.400  0.296 0.338  0.421 0.276  0.545 0.214  0.669 0.151  0.677 0.017  0.677 -0.122  0.677 -0.261  0.677 -0.400  0.677 -0.539  0.677 -0.678  0.677 -0.817
3#apb#apb23#app2343/.  0.116 0.150  0.015 0.250  -0.085 0.350  -0.185 0.450  -0.285 0.550  -0.385 0.651  -0.485 0.751  -0.586 0.851  -0.686 0.951  -0.601 0.975  -0.459 0.975  -0.318 0.975  -0.176 0.975  -0.034 0.975  0.107 0.975  0.116 0.841  0.116 0.700  0.116 0.558  0.116 0.416  0.116 0.275  0.116 0.166  0.116 0.308  0.116 0.450  0.116 0.591  0.116 0.733  0.116 0.875  0.116 0.933  0.116 0.791  0.116 0.650  0.116 0.508  0.116 0.366  0.116 0.225  0.116 0.083  0.116 -0.059  0.116 -0.200  0.116 -0.342  0.116 -0.484  0.116 -0.625  0.116 -0.767  0.116 -0.909  0.116 -1.051  0.116 -1.192  0.116 -1.334  0.116 -1.476  0.116 -1.617  0.116 -1.759  0.116 -1.901  0.116 -2.042  0.116 -2.184  0.116 -2.326
2#apa#apa00#app0080/.  1.698 0.000  1.629 0.000  1.559 0.000  1.490 0.000  1.421 0.000  1.351 0.000  1.282 0.000  1.213 0.000  1.143 0.000  1.074 0.000  1.005 0.000  0.935 0.000  0.866 0.000  0.797 0.000  0.728 0.000  0.658 0.000  0.589 0.000  0.520 0.000  0.450 0.000  0.381 0.000  0.312 0.000  0.242 0.000  0.173 0.000  0.104 0.000  0.035 0.000  -0.035 0.000  -0.104 0.000  -0.173 0.000  -0.242 0.000  -0.312 0.000  -0.381 0.000  -0.450 0.000  -0.520 0.000  -0.589 0.000  -0.658 0.000  -0.728 0.000  -0.797 0.000  -0.866 0.000  -0.935 0.000  -1.005 0.000  -1.074 0.000  -1.143 0.000  -1.213 0.000  -1.282 0.000  -1.351 0.000  -1.421 0.000  -1.490 0.000  -1.559 0.000  -1.629 0.000  -1.698 0.000
3#apb#apb02#app0237/.  0.835 1.330  0.765 1.330  0.695 1.330  0.625 1.330  0.554 1.330  0.517 1.277  0.485 1.214  0.454 1.152  0.422 1.089  0.391 1.026  0.360 0.963  0.328 0.900  0.297 0.837  0.265 0.775  0.237 0.710  0.213 0.644  0.188 0.579  0.163 0.513  0.139 0.447  0.114 0.381  0.089 0.315  0.065 0.250  0.040 0.184  0.015 0.118  -0.009 0.052  -0.034 -0.014  -0.059 -0.079  -0.083 -0.145  -0.108 -0.211  -0.133 -0.277  -0.157 -0.343  -0.182 -0.408  -0.207 -0.474  -0.231 -0.540  -0.256 -0.606  -0.281 -0.671  -0.305 -0.737  -0.330 -0.803  -0.355 -0.869  -0.379 -0.935  -0.404 -1.000  -0.429 -1.066  -0.453 -1.132  -0.478 -1.198  -0.503 -1.264  -0.527 -1.329  -0.552 -1.395  -0.577 -1.461  -0.601 -1.527  -0.626 -1.593
3#apb#apb02#app0237/.  0.341 -0.563  0.341 -0.433  0.341 -0.304  0.341 -0.174  0.341 -0.044  0.341 0.086  0.341 0.216  0.341 0.345  0.341 0.475  0.341 0.605  0.341 0.735  0.341 0.864  0.341 0.994  0.341 1.124  0.341 1.156  0.341 1.026  0.332 0.920  0.240 1.012  0.148 1.104  0.056 1.195  0.163 1.205  0.293 1.205  0.316 1.128  0.275 1.005  0.234 0.882  0.193 0.759  0.152 0.636  0.111 0.512  0.070 0.389  0.029 0.266  -0.013 0.143  -0.054 0.020  -0.095 -0.103  -0.136 -0.226  -0.177 -0.349  -0.218 -0.473  -0.267 -0.592  -0.339 -0.700  -0.411 -0.808  -0.483 -0.916  -0.555 -1.024  -0.627 -1.132  -0.699 -1.240  -0.771 -1.348  -0.828 -1.452  -0.712 -1.510  -0.596 -1.568  -0.480 -1.626  -0.364 -1.684  -0.248 -1.742
3#apb#apb02#app0237/.  -0.131 1.377  -0.057 1.377  0.017 1.377  0.091 1.377  0.165 1.377  0.220 1.351  0.244 1.280  0.267 1.210  0.291 1.140  0.314 1.070  0.337 1.000  0.361 0.930  0.384 0.859  0.408 0.789  0.431 0.719  0.423 0.650  0.396 0.581  0.368 0.512  0.341 0.444  0.313 0.375  0.286 0.306  0.258 0.238  0.231 0.169  0.203 0.100  0.176 0.032  0.148 -0.037  0.121 -0.106  0.094 -0.175  0.066 -0.243  0.039 -0.312  0.011 -0.381  -0.016 -0.449  -0.054 -0.513  -0.092 -0.576  -0.130 -0.640  -0.169 -0.703  -0.207 -0.766  -0.245 -0.830  -0.283 -0.893  -0.321 -0.957  -0.359 -1.020  -0.397 -1.084  -0.435 -1.147  -0.473 -1.211  -0.511 -1.274  -0.549 -1.337  -0.587 -1.401  -0.625 -1.464  -0.663 -1.528  -0.701 -1.591
3#apb#apb02#app0237/.  -0.379 0.548  -0.340 0.627  -0.301 0.705  -0.262 0.783  -0.223 0.861  -0.183 0.939  -0.144 1.017  -0.105 1.095  -0.066 1.173  -0.027 1.252  0.039 1.286  0.126 1.286  0.184 1.249  0.205 1.164  0.227 1.080  0.248 0.995  0.269 0.910  0.290 0.825  0.311 0.741  0.332 0.656  0.354 0.571  0.341 0.487  0.315 0.404  0.289 0.320  0.263 0.237  0.238 0.153  0.212 0.070  0.186 -0.014  0.161 -0.097  0.135 -0.181  0.109 -0.264  0.084 -0.348  0.058 -0.431  0.032 -0.515  0.007 -0.598  -0.019 -0.682  -0.045 -0.765  -0.070 -0.848  -0.096 -0.932  -0.122 -1.015  -0.148 -1.099  -0.173 -1.182  -0.199 -1.266  -0.225 -1.349  -0.250 -1.433  -0.276 -1.516  -0.302 -1.600  -0.327 -1.683  -0.353 -1.767  -0.379 -1.850
1d#pri#pri0#000/.  1.029 1.340  0.979 1.290  0.928 1.239  0.878 1.189  0.828 1.139  0.777 1.088  0.727 1.038  0.674 0.991  0.615 0.951  0.555 0.912  0.496 0.872  0.437 0.833  0.377 0.793  0.330 0.742  0.291 0.682  0.251 0.623  0.212 0.564  0.172 0.505  0.132 0.445  0.083 0.394  0.033 0.344  -0.018 0.293  -0.068 0.243  -0.106 0.185  -0.129 0.117  -0.151 0.050  -0.174 -0.018  -0.196 -0.085  -0.223 -0.151  -0.255 -0.215  -0.287 -0.279  -0.319 -0.342  -0.350 -0.406  -0.382 -0.470  -0.414 -0.534  -0.439 -0.600  -0.453 -0.669  -0.467 -0.739  -0.481 -0.809  -0.495 -0.879  -0.509 -0.949  -0.523 -1.019  -0.537 -1.089  -0.547 -1.159  -0.547 -1.230  -0.547 -1.301  -0.547 -1.373  -0.547 -1.444  -0.547 -1.515  -0.547 -1.586
3#ced#rmnn2357_s_j4/.  -2.006 -0.435  -1.901 -0.435  -1.795 -0.435  -1.690 -0.435  -1.585 -0.435  -1.479 -0.435  -1.374 -0.435  -1.277 -0.400  -1.182 -0.353  -1.088 -0.306  -0.994 -0.259  -0.899 -0.215  -0.793 -0.215  -0.688 -0.215  -0.582 -0.215  -0.477 -0.215  -0.372 -0.215  -0.266 -0.215  -0.161 -0.215  -0.055 -0.215  0.028 -0.162  0.103 -0.088  0.177 -0.013  0.275 0.006  0.381 0.006  0.486 0.006  0.591 0.006  0.697 0.006  0.802 0.006  0.908 0.006  0.967 0.052  0.967 0.157  1.004 0.226  1.109 0.226  1.160 0.226  1.055 0.226  0.949 0.226  0.844 0.226  0.738 0.226  0.633 0.226  0.528 0.226  0.422 0.226  0.499 0.281  0.587 0.340  0.675 0.398  0.747 0.465  0.747 0.570  0.756 0.666  0.862 0.666  0.967 0.666
3#ced#rmnn2357_s_j4/.  -1.107 1.182  -1.107 1.091  -1.107 1.000  -1.107 0.908  -1.107 0.817  -1.042 0.791  -0.951 0.791  -0.860 0.791  -0.769 0.791  -0.715 0.753  -0.715 0.662  -0.715 0.571  -0.715 0.479  -0.704 0.399  -0.613 0.399  -0.522 0.399  -0.431 0.399  -0.340 0.399  -0.249 0.399  -0.158 0.399  -0.066 0.399  0.025 0.399  0.067 0.350  0.067 0.259  0.067 0.168  0.067 0.077  0.089 0.008  0.180 0.008  0.271 0.008  0.363 0.008  0.454 0.008  0.458 -0.079  0.458 -0.170  0.458 -0.261  0.458 -0.352  0.501 -0.426  0.565 -0.490  0.630 -0.554  0.694 -0.619  0.758 -0.683  0.823 -0.748  0.850 -0.828  0.850 -0.919  0.850 -1.010  0.850 -1.101  0.850 -1.193  0.850 -1.284  0.850 -1.375  0.850 -1.466  0.850 -1.557
3#ced#rmnn2357_s_j4/.  0.300 -0.867  0.411 -0.867  0.522 -0.867  0.632 -0.867  0.743 -0.867  0.838 -0.829  0.917 -0.751  0.995 -0.673  1.073 -0.594  1.152 -0.516  1.230 -0.438  1.294 -0.365  1.183 -0.365  1.073 -0.365  0.962 -0.365  0.851 -0.365  0.740 -0.365  0.630 -0.365  0.519 -0.365  0.408 -0.365  0.297 -0.365  0.187 -0.365  0.076 -0.365  -0.035 -0.365  -0.146 -0.365  -0.201 -0.310  -0.201 -0.199  -0.201 -0.089  -0.201 0.022  -0.201 0.133  -0.309 0.136  -0.420 0.136  -0.530 0.136  -0.641 0.136  -0.702 0.185  -0.702 0.296  -0.702 0.407  -0.702 0.518  -0.702 0.628  -0.774 0.709  -0.853 0.787  -0.931 0.866  -1.009 0.944  -1.088 1.022  -1.166 1.101  -1.145 1.138  -1.034 1.138  -0.923 1.138  -0.813 1.138  -0.702 1.138
