2#app#app25#app2545/j  0.633 0.672  0.633 0.517  0.633 0.362  0.633 0.208  0.491 0.195  0.474 0.057  0.474 -0.098  0.345 -0.123  0.315 -0.248  0.229 -0.367  0.156 -0.491  0.156 -0.646  0.114 -0.759  -0.003 -0.796  -0.036 -0.918  -0.162 -0.947  -0.187 -1.077  -0.342 -1.077  -0.496 -1.077  -0.639 -1.065  -0.647 -0.918  -0.798 -0.915  -0.798 -0.760  -0.798 -0.606  -0.947 -0.600  -0.957 -0.455  -1.098 -0.441  -0.980 -0.441  -0.825 -0.441  -0.670 -0.441  -0.639 -0.318  -0.520 -0.282  -0.365 -0.282  -0.263 -0.188  -0.182 -0.056  -0.101 0.075  -0.020 0.207  0.061 0.339  0.142 0.471  0.223 0.602  0.304 0.734  0.385 0.866  0.466 0.998  0.547 1.129  0.628 1.261  0.710 1.393  0.791 1.525  0.872 1.656  0.955 1.784  1.109 1.784
2#val#yannis6a/j  0.049 1.083  0.090 0.959  0.131 0.836  0.172 0.713  0.201 0.586  0.229 0.459  0.256 0.332  0.283 0.204  0.326 0.083  0.380 -0.036  0.433 -0.155  0.486 -0.273  0.539 -0.392  0.599 -0.508  0.659 -0.623  0.709 -0.743  0.754 -0.865  0.776 -0.987  0.732 -1.109  0.626 -1.184  0.511 -1.238  0.382 -1.257  0.254 -1.268  0.129 -1.233  0.010 -1.185  -0.098 -1.113  -0.201 -1.033  -0.292 -0.941  -0.383 -0.848  -0.439 -0.741  -0.437 -0.611  -0.435 -0.481  -0.432 -0.351  -0.430 -0.221  -0.428 -0.091  -0.425 0.039  -0.423 0.169  -0.421 0.299  -0.419 0.429  -0.416 0.559  -0.414 0.689  -0.412 0.819  -0.409 0.949  -0.407 1.079  -0.405 1.209  -0.402 1.339  -0.400 1.470  -0.398 1.600  -0.395 1.730  -0.393 1.852
2#val#yannis6a/j  -0.020 0.740  0.040 0.624  0.100 0.509  0.158 0.393  0.216 0.276  0.273 0.160  0.331 0.043  0.389 -0.073  0.448 -0.189  0.506 -0.305  0.565 -0.421  0.624 -0.537  0.683 -0.653  0.742 -0.769  0.801 -0.885  0.820 -1.011  0.763 -1.113  0.652 -1.176  0.527 -1.210  0.401 -1.239  0.271 -1.233  0.141 -1.224  0.013 -1.207  -0.109 -1.164  -0.207 -1.080  -0.243 -0.960  -0.257 -0.831  -0.272 -0.701  -0.286 -0.572  -0.300 -0.443  -0.315 -0.314  -0.329 -0.185  -0.343 -0.055  -0.358 0.074  -0.372 0.203  -0.387 0.332  -0.401 0.462  -0.415 0.591  -0.430 0.720  -0.444 0.849  -0.458 0.978  -0.473 1.108  -0.487 1.237  -0.501 1.366  -0.516 1.495  -0.454 1.468  -0.326 1.448  -0.196 1.443  -0.218 1.505  -0.347 1.526
2#val#yannis6a/j  0.106 0.713  0.181 0.610  0.256 0.508  0.332 0.405  0.407 0.303  0.473 0.195  0.532 0.082  0.591 -0.031  0.650 -0.143  0.709 -0.256  0.769 -0.368  0.832 -0.478  0.895 -0.589  0.958 -0.699  0.976 -0.825  0.915 -0.922  0.790 -0.947  0.664 -0.954  0.537 -0.950  0.409 -0.946  0.282 -0.942  0.156 -0.930  0.029 -0.917  -0.097 -0.905  -0.223 -0.887  -0.348 -0.866  -0.474 -0.845  -0.593 -0.803  -0.707 -0.753  -0.686 -0.628  -0.665 -0.502  -0.644 -0.377  -0.623 -0.252  -0.602 -0.126  -0.581 -0.001  -0.560 0.124  -0.539 0.250  -0.518 0.375  -0.497 0.501  -0.476 0.626  -0.454 0.751  -0.433 0.877  -0.412 1.002  -0.391 1.128  -0.370 1.253  -0.349 1.378  -0.328 1.504  -0.307 1.629  -0.286 1.755  -0.285 1.875
2#val#yannis6a/j  0.169 0.703  0.223 0.577  0.277 0.451  0.326 0.323  0.372 0.195  0.419 0.066  0.460 -0.064  0.494 -0.197  0.529 -0.329  0.559 -0.463  0.581 -0.597  0.604 -0.732  0.632 -0.866  0.678 -0.995  0.660 -1.125  0.557 -1.210  0.425 -1.213  0.291 -1.183  0.157 -1.154  0.023 -1.125  -0.108 -1.089  -0.240 -1.052  -0.372 -1.015  -0.498 -0.966  -0.618 -0.898  -0.737 -0.831  -0.801 -0.722  -0.799 -0.593  -0.742 -0.469  -0.684 -0.345  -0.627 -0.220  -0.569 -0.096  -0.512 0.028  -0.455 0.152  -0.397 0.276  -0.340 0.400  -0.282 0.525  -0.225 0.649  -0.168 0.773  -0.110 0.897  -0.053 1.021  0.005 1.146  0.062 1.270  0.120 1.394  0.177 1.518  0.073 1.515  -0.042 1.467  0.073 1.399  0.207 1.373  0.228 1.432
2#val#yannis6a/j  0.106 0.784  0.154 0.657  0.206 0.533  0.262 0.409  0.317 0.286  0.369 0.161  0.420 0.036  0.471 -0.090  0.522 -0.215  0.571 -0.341  0.620 -0.467  0.669 -0.593  0.718 -0.719  0.772 -0.843  0.852 -0.952  0.850 -1.058  0.731 -1.110  0.598 -1.120  0.463 -1.108  0.329 -1.091  0.197 -1.064  0.064 -1.037  -0.067 -1.004  -0.198 -0.970  -0.329 -0.936  -0.459 -0.900  -0.586 -0.853  -0.695 -0.776  -0.690 -0.652  -0.660 -0.520  -0.631 -0.388  -0.601 -0.256  -0.571 -0.124  -0.542 0.008  -0.512 0.140  -0.482 0.272  -0.453 0.404  -0.423 0.536  -0.394 0.668  -0.364 0.800  -0.334 0.932  -0.305 1.064  -0.275 1.196  -0.245 1.327  -0.216 1.459  -0.159 1.473  -0.029 1.441  0.087 1.451  -0.002 1.552  -0.125 1.604
2#val#yannis6a/j  -0.028 0.901  0.027 0.779  0.082 0.657  0.142 0.538  0.204 0.420  0.267 0.302  0.329 0.184  0.380 0.061  0.426 -0.064  0.472 -0.190  0.518 -0.315  0.563 -0.440  0.624 -0.557  0.714 -0.655  0.803 -0.754  0.856 -0.872  0.867 -0.999  0.784 -1.103  0.659 -1.146  0.531 -1.186  0.400 -1.191  0.267 -1.179  0.136 -1.159  0.010 -1.116  -0.114 -1.067  -0.236 -1.013  -0.350 -0.944  -0.455 -0.864  -0.523 -0.749  -0.538 -0.622  -0.526 -0.489  -0.514 -0.357  -0.501 -0.224  -0.489 -0.091  -0.477 0.042  -0.465 0.175  -0.452 0.308  -0.440 0.441  -0.428 0.574  -0.415 0.707  -0.403 0.839  -0.391 0.972  -0.378 1.105  -0.366 1.238  -0.354 1.371  -0.309 1.469  -0.176 1.469  -0.134 1.525  -0.237 1.610  -0.361 1.658
2#val#yannis6a/j  0.114 1.134  0.131 1.006  0.160 0.877  0.194 0.749  0.227 0.621  0.262 0.493  0.322 0.377  0.395 0.267  0.469 0.156  0.542 0.046  0.616 -0.063  0.703 -0.163  0.790 -0.262  0.857 -0.376  0.901 -0.499  0.889 -0.628  0.841 -0.751  0.784 -0.870  0.720 -0.986  0.641 -1.091  0.534 -1.165  0.404 -1.158  0.273 -1.140  0.145 -1.110  0.017 -1.074  -0.107 -1.030  -0.230 -0.980  -0.352 -0.929  -0.473 -0.877  -0.591 -0.817  -0.681 -0.732  -0.663 -0.601  -0.645 -0.470  -0.627 -0.339  -0.609 -0.208  -0.590 -0.077  -0.572 0.054  -0.554 0.185  -0.536 0.316  -0.518 0.447  -0.500 0.578  -0.481 0.709  -0.463 0.841  -0.445 0.972  -0.427 1.103  -0.409 1.234  -0.391 1.365  -0.373 1.496  -0.354 1.627  -0.342 1.749
2#val#yannis6a/j  -0.178 0.945  -0.140 0.820  -0.101 0.695  -0.063 0.571  -0.003 0.457  0.075 0.352  0.153 0.248  0.223 0.138  0.288 0.025  0.353 -0.088  0.404 -0.208  0.452 -0.329  0.500 -0.451  0.542 -0.574  0.576 -0.700  0.607 -0.826  0.609 -0.957  0.611 -1.087  0.567 -1.208  0.510 -1.324  0.404 -1.396  0.276 -1.421  0.148 -1.402  0.035 -1.341  -0.038 -1.236  -0.092 -1.118  -0.127 -0.992  -0.162 -0.867  -0.201 -0.742  -0.239 -0.617  -0.276 -0.492  -0.282 -0.362  -0.285 -0.232  -0.288 -0.101  -0.291 0.029  -0.294 0.159  -0.297 0.290  -0.300 0.420  -0.303 0.551  -0.306 0.681  -0.309 0.812  -0.312 0.942  -0.315 1.072  -0.318 1.203  -0.321 1.333  -0.324 1.464  -0.327 1.594  -0.329 1.725  -0.257 1.775  -0.256 1.771
2#val#yannis6a/j  -0.121 1.082  -0.076 0.955  -0.031 0.828  0.015 0.701  0.074 0.583  0.174 0.493  0.275 0.402  0.375 0.312  0.448 0.198  0.520 0.084  0.590 -0.031  0.644 -0.155  0.698 -0.279  0.748 -0.404  0.785 -0.534  0.822 -0.663  0.859 -0.793  0.881 -0.925  0.831 -1.043  0.716 -1.097  0.584 -1.122  0.449 -1.118  0.314 -1.114  0.180 -1.097  0.046 -1.079  -0.088 -1.061  -0.222 -1.042  -0.353 -1.015  -0.481 -0.972  -0.545 -0.872  -0.561 -0.739  -0.550 -0.605  -0.539 -0.470  -0.528 -0.336  -0.517 -0.201  -0.506 -0.066  -0.494 0.068  -0.483 0.203  -0.472 0.337  -0.461 0.472  -0.450 0.606  -0.438 0.741  -0.427 0.875  -0.416 1.010  -0.405 1.145  -0.394 1.279  -0.382 1.414  -0.371 1.548  -0.360 1.683  -0.353 1.816
2#val#yannis6a/j  -0.091 1.176  -0.080 1.037  -0.069 0.897  -0.036 0.762  0.009 0.630  0.075 0.507  0.141 0.383  0.206 0.260  0.272 0.136  0.338 0.013  0.418 -0.102  0.498 -0.216  0.571 -0.335  0.616 -0.467  0.662 -0.599  0.696 -0.734  0.703 -0.874  0.683 -1.009  0.636 -1.141  0.535 -1.236  0.404 -1.259  0.264 -1.257  0.125 -1.242  -0.014 -1.227  -0.152 -1.206  -0.288 -1.174  -0.415 -1.118  -0.536 -1.048  -0.585 -0.947  -0.555 -0.810  -0.524 -0.674  -0.494 -0.537  -0.463 -0.401  -0.432 -0.264  -0.402 -0.128  -0.371 0.009  -0.340 0.145  -0.310 0.282  -0.279 0.418  -0.248 0.555  -0.218 0.691  -0.187 0.827  -0.157 0.964  -0.126 1.100  -0.095 1.237  -0.065 1.373  -0.034 1.510  -0.003 1.646  -0.094 1.698  -0.192 1.750
2#val#yannis6a/j  -0.020 1.147  0.029 1.025  0.085 0.907  0.150 0.793  0.215 0.679  0.280 0.565  0.345 0.451  0.398 0.331  0.450 0.211  0.503 0.091  0.555 -0.030  0.604 -0.151  0.653 -0.273  0.708 -0.392  0.766 -0.509  0.824 -0.627  0.826 -0.751  0.795 -0.878  0.724 -0.988  0.637 -1.084  0.530 -1.160  0.415 -1.218  0.289 -1.254  0.160 -1.242  0.031 -1.218  -0.070 -1.135  -0.171 -1.051  -0.274 -0.970  -0.378 -0.891  -0.482 -0.811  -0.561 -0.719  -0.551 -0.589  -0.542 -0.458  -0.533 -0.327  -0.523 -0.196  -0.514 -0.065  -0.505 0.066  -0.495 0.196  -0.486 0.327  -0.477 0.458  -0.467 0.589  -0.458 0.720  -0.449 0.851  -0.439 0.981  -0.430 1.112  -0.421 1.243  -0.412 1.374  -0.402 1.505  -0.428 1.626  -0.486 1.743
2#val#yannis6a/j  0.039 0.813  0.098 0.705  0.157 0.598  0.215 0.490  0.274 0.383  0.333 0.275  0.393 0.168  0.454 0.062  0.516 -0.043  0.577 -0.149  0.639 -0.255  0.681 -0.370  0.724 -0.485  0.786 -0.590  0.848 -0.696  0.877 -0.805  0.833 -0.918  0.759 -1.015  0.661 -1.087  0.552 -1.140  0.432 -1.165  0.312 -1.169  0.192 -1.146  0.074 -1.115  -0.035 -1.061  -0.139 -0.996  -0.236 -0.921  -0.303 -0.829  -0.319 -0.708  -0.335 -0.586  -0.351 -0.465  -0.367 -0.343  -0.383 -0.222  -0.398 -0.101  -0.414 0.021  -0.430 0.142  -0.446 0.264  -0.462 0.385  -0.478 0.507  -0.494 0.628  -0.510 0.750  -0.526 0.871  -0.542 0.993  -0.558 1.114  -0.574 1.235  -0.590 1.357  -0.605 1.478  -0.621 1.600  -0.637 1.721  -0.674 1.822
2#val#yannis6a/j  0.077 0.965  0.098 0.834  0.133 0.707  0.182 0.584  0.231 0.461  0.308 0.353  0.389 0.248  0.470 0.143  0.551 0.038  0.628 -0.069  0.691 -0.186  0.765 -0.293  0.879 -0.360  0.993 -0.427  1.071 -0.524  1.114 -0.650  1.023 -0.746  0.912 -0.816  0.794 -0.875  0.669 -0.919  0.542 -0.957  0.414 -0.991  0.283 -1.013  0.152 -1.020  0.021 -1.000  -0.102 -0.955  -0.223 -0.900  -0.340 -0.838  -0.457 -0.774  -0.573 -0.711  -0.681 -0.634  -0.782 -0.549  -0.814 -0.440  -0.785 -0.310  -0.756 -0.181  -0.726 -0.052  -0.697 0.078  -0.668 0.207  -0.639 0.337  -0.610 0.466  -0.581 0.595  -0.552 0.725  -0.523 0.854  -0.493 0.984  -0.464 1.113  -0.435 1.242  -0.406 1.372  -0.377 1.501  -0.348 1.630  -0.360 1.753
2#val#yannis6a/j  -0.274 1.157  -0.229 1.030  -0.175 0.907  -0.115 0.785  -0.055 0.664  0.013 0.548  0.091 0.438  0.170 0.328  0.249 0.218  0.321 0.104  0.383 -0.016  0.446 -0.135  0.509 -0.255  0.571 -0.375  0.656 -0.479  0.747 -0.578  0.831 -0.683  0.890 -0.805  0.923 -0.934  0.887 -1.056  0.801 -1.154  0.674 -1.200  0.540 -1.206  0.406 -1.187  0.272 -1.168  0.138 -1.150  0.008 -1.117  -0.115 -1.063  -0.230 -0.993  -0.309 -0.897  -0.322 -0.763  -0.336 -0.628  -0.350 -0.494  -0.363 -0.360  -0.377 -0.225  -0.390 -0.091  -0.404 0.044  -0.417 0.178  -0.431 0.313  -0.444 0.447  -0.458 0.582  -0.471 0.716  -0.485 0.850  -0.498 0.985  -0.512 1.119  -0.525 1.254  -0.539 1.388  -0.552 1.523  -0.566 1.657  -0.584 1.777
2#val#yannis6a/j  0.050 1.006  0.094 0.882  0.139 0.759  0.184 0.635  0.242 0.518  0.307 0.403  0.372 0.289  0.437 0.174  0.496 0.057  0.553 -0.062  0.610 -0.180  0.667 -0.299  0.724 -0.417  0.808 -0.517  0.898 -0.613  0.963 -0.717  0.943 -0.841  0.836 -0.916  0.728 -0.992  0.612 -1.052  0.489 -1.098  0.361 -1.123  0.230 -1.131  0.100 -1.116  -0.025 -1.076  -0.139 -1.011  -0.251 -0.942  -0.360 -0.869  -0.465 -0.790  -0.559 -0.700  -0.641 -0.596  -0.703 -0.482  -0.747 -0.358  -0.766 -0.234  -0.729 -0.108  -0.691 0.018  -0.654 0.145  -0.617 0.271  -0.579 0.397  -0.542 0.523  -0.505 0.649  -0.467 0.775  -0.430 0.901  -0.393 1.027  -0.355 1.153  -0.318 1.280  -0.281 1.406  -0.243 1.532  -0.206 1.658  -0.173 1.785
2#val#yannis6a/j  -0.158 0.803  -0.100 0.684  -0.042 0.565  0.016 0.446  0.074 0.328  0.134 0.210  0.220 0.110  0.307 0.010  0.393 -0.091  0.479 -0.191  0.569 -0.287  0.664 -0.380  0.759 -0.472  0.853 -0.564  0.933 -0.669  0.999 -0.783  1.043 -0.902  1.004 -1.010  0.872 -1.020  0.740 -1.012  0.609 -1.002  0.477 -0.991  0.346 -0.974  0.216 -0.950  0.086 -0.927  -0.044 -0.903  -0.170 -0.861  -0.294 -0.815  -0.418 -0.770  -0.522 -0.689  -0.602 -0.595  -0.591 -0.464  -0.580 -0.332  -0.570 -0.200  -0.559 -0.068  -0.548 0.064  -0.538 0.195  -0.527 0.327  -0.516 0.459  -0.506 0.591  -0.495 0.723  -0.484 0.854  -0.474 0.986  -0.463 1.118  -0.452 1.250  -0.442 1.382  -0.431 1.513  -0.420 1.645  -0.410 1.777  -0.436 1.881
2#val#yannis6a/j  0.046 0.975  0.070 0.841  0.093 0.707  0.118 0.574  0.159 0.444  0.200 0.314  0.241 0.185  0.282 0.055  0.341 -0.066  0.407 -0.185  0.473 -0.304  0.538 -0.424  0.599 -0.545  0.661 -0.666  0.709 -0.792  0.739 -0.925  0.769 -1.058  0.707 -1.172  0.594 -1.233  0.462 -1.238  0.329 -1.210  0.198 -1.176  0.068 -1.135  -0.062 -1.094  -0.191 -1.053  -0.320 -1.008  -0.448 -0.963  -0.550 -0.873  -0.608 -0.768  -0.585 -0.634  -0.561 -0.500  -0.538 -0.367  -0.514 -0.233  -0.491 -0.099  -0.467 0.035  -0.444 0.169  -0.420 0.303  -0.397 0.437  -0.373 0.571  -0.350 0.705  -0.326 0.839  -0.303 0.972  -0.279 1.106  -0.256 1.240  -0.232 1.374  -0.209 1.508  -0.135 1.575  0.001 1.569  0.137 1.572  0.119 1.654
2#val#yannis6a/j  -0.182 0.955  -0.125 0.830  -0.063 0.707  0.000 0.584  0.063 0.462  0.127 0.339  0.189 0.217  0.250 0.093  0.311 -0.031  0.387 -0.145  0.468 -0.257  0.549 -0.368  0.631 -0.479  0.712 -0.591  0.797 -0.699  0.886 -0.804  0.976 -0.909  0.987 -1.027  0.882 -1.110  0.744 -1.117  0.607 -1.109  0.470 -1.097  0.332 -1.085  0.196 -1.064  0.060 -1.042  -0.073 -1.005  -0.204 -0.964  -0.332 -0.914  -0.453 -0.849  -0.495 -0.735  -0.492 -0.597  -0.488 -0.460  -0.485 -0.322  -0.481 -0.184  -0.478 -0.046  -0.474 0.091  -0.471 0.229  -0.467 0.367  -0.464 0.505  -0.460 0.643  -0.457 0.780  -0.453 0.918  -0.450 1.056  -0.446 1.194  -0.443 1.331  -0.439 1.469  -0.441 1.532  -0.364 1.477  -0.252 1.553  -0.191 1.677
2#val#yannis6a/j  -0.190 1.165  -0.168 1.030  -0.142 0.896  -0.083 0.773  -0.023 0.650  0.038 0.529  0.152 0.454  0.266 0.380  0.380 0.305  0.488 0.221  0.592 0.132  0.695 0.043  0.791 -0.054  0.858 -0.165  0.872 -0.300  0.883 -0.436  0.842 -0.566  0.799 -0.696  0.736 -0.817  0.673 -0.938  0.601 -1.054  0.513 -1.154  0.385 -1.201  0.257 -1.248  0.129 -1.295  -0.006 -1.296  -0.135 -1.261  -0.253 -1.194  -0.314 -1.072  -0.375 -0.950  -0.436 -0.828  -0.473 -0.697  -0.504 -0.564  -0.501 -0.428  -0.496 -0.291  -0.490 -0.155  -0.485 -0.019  -0.479 0.118  -0.474 0.254  -0.469 0.391  -0.463 0.527  -0.458 0.664  -0.452 0.800  -0.447 0.936  -0.441 1.073  -0.436 1.209  -0.430 1.346  -0.425 1.482  -0.420 1.618  -0.483 1.681
2#val#yannis6a/j  -0.099 0.898  -0.035 0.789  0.029 0.680  0.093 0.571  0.162 0.466  0.232 0.360  0.302 0.255  0.371 0.150  0.432 0.039  0.490 -0.073  0.549 -0.185  0.607 -0.297  0.665 -0.409  0.714 -0.525  0.754 -0.645  0.786 -0.766  0.786 -0.892  0.764 -1.014  0.712 -1.129  0.608 -1.197  0.494 -1.247  0.368 -1.257  0.244 -1.241  0.123 -1.210  0.020 -1.136  -0.082 -1.062  -0.177 -0.981  -0.244 -0.874  -0.302 -0.762  -0.357 -0.648  -0.398 -0.531  -0.401 -0.405  -0.403 -0.279  -0.410 -0.153  -0.416 -0.026  -0.422 0.100  -0.429 0.226  -0.435 0.352  -0.441 0.478  -0.448 0.604  -0.454 0.731  -0.460 0.857  -0.467 0.983  -0.473 1.109  -0.479 1.235  -0.486 1.361  -0.492 1.487  -0.498 1.614  -0.505 1.740  -0.492 1.858
2#val#yannis6a/j  -0.093 0.911  -0.027 0.800  0.039 0.689  0.105 0.578  0.176 0.470  0.248 0.363  0.321 0.256  0.396 0.151  0.470 0.046  0.544 -0.060  0.609 -0.172  0.675 -0.283  0.724 -0.400  0.737 -0.528  0.750 -0.657  0.761 -0.785  0.726 -0.909  0.651 -1.015  0.576 -1.119  0.456 -1.165  0.335 -1.211  0.212 -1.243  0.083 -1.241  -0.045 -1.231  -0.170 -1.199  -0.282 -1.140  -0.377 -1.055  -0.404 -0.929  -0.431 -0.803  -0.445 -0.675  -0.445 -0.546  -0.445 -0.417  -0.444 -0.288  -0.434 -0.159  -0.424 -0.030  -0.413 0.099  -0.403 0.227  -0.393 0.356  -0.383 0.485  -0.373 0.614  -0.362 0.742  -0.352 0.871  -0.342 1.000  -0.332 1.128  -0.322 1.257  -0.311 1.386  -0.301 1.515  -0.291 1.643  -0.281 1.772  -0.269 1.900
2#val#yannis6a/j  -0.058 0.636  0.031 0.549  0.119 0.462  0.208 0.375  0.297 0.290  0.388 0.205  0.478 0.119  0.568 0.034  0.653 -0.056  0.720 -0.160  0.787 -0.264  0.836 -0.377  0.864 -0.496  0.847 -0.619  0.800 -0.731  0.734 -0.836  0.665 -0.939  0.585 -1.034  0.470 -1.071  0.349 -1.101  0.229 -1.130  0.108 -1.159  -0.015 -1.164  -0.139 -1.162  -0.257 -1.123  -0.344 -1.045  -0.387 -0.931  -0.409 -0.809  -0.431 -0.686  -0.435 -0.563  -0.438 -0.439  -0.440 -0.314  -0.437 -0.190  -0.434 -0.066  -0.431 0.058  -0.427 0.182  -0.424 0.306  -0.421 0.430  -0.418 0.554  -0.415 0.678  -0.411 0.802  -0.408 0.926  -0.405 1.050  -0.402 1.174  -0.399 1.298  -0.395 1.422  -0.392 1.546  -0.389 1.670  -0.386 1.794  -0.388 1.909
2#val#yannis6a/j  0.087 0.798  0.106 0.674  0.139 0.555  0.209 0.452  0.280 0.348  0.350 0.244  0.425 0.143  0.501 0.043  0.573 -0.059  0.643 -0.164  0.691 -0.278  0.720 -0.400  0.710 -0.525  0.698 -0.650  0.680 -0.774  0.662 -0.898  0.630 -1.019  0.594 -1.140  0.508 -1.225  0.393 -1.269  0.271 -1.246  0.150 -1.214  0.034 -1.166  -0.074 -1.103  -0.178 -1.032  -0.272 -0.950  -0.357 -0.858  -0.437 -0.762  -0.501 -0.654  -0.565 -0.546  -0.615 -0.436  -0.591 -0.312  -0.566 -0.189  -0.542 -0.066  -0.517 0.057  -0.493 0.180  -0.469 0.303  -0.444 0.426  -0.420 0.549  -0.395 0.672  -0.371 0.796  -0.346 0.919  -0.322 1.042  -0.298 1.165  -0.273 1.288  -0.249 1.411  -0.224 1.534  -0.200 1.657  -0.175 1.781  -0.159 1.896
2#val#yannis6a/j  -0.116 1.083  -0.080 0.955  -0.044 0.827  -0.006 0.699  0.044 0.576  0.095 0.453  0.145 0.330  0.216 0.218  0.297 0.112  0.377 0.007  0.458 -0.099  0.536 -0.207  0.608 -0.319  0.681 -0.430  0.737 -0.550  0.787 -0.674  0.790 -0.805  0.763 -0.934  0.712 -1.057  0.626 -1.158  0.519 -1.230  0.394 -1.275  0.268 -1.313  0.135 -1.300  0.011 -1.256  -0.100 -1.187  -0.186 -1.086  -0.272 -0.985  -0.344 -0.873  -0.405 -0.755  -0.457 -0.634  -0.489 -0.504  -0.520 -0.375  -0.522 -0.244  -0.503 -0.113  -0.483 0.019  -0.463 0.151  -0.443 0.282  -0.423 0.414  -0.403 0.545  -0.383 0.677  -0.364 0.809  -0.344 0.940  -0.324 1.072  -0.304 1.203  -0.284 1.335  -0.264 1.467  -0.245 1.598  -0.225 1.730  -0.201 1.860
2#val#yannis6a/j  0.059 0.868  0.072 0.742  0.106 0.622  0.169 0.512  0.234 0.403  0.308 0.299  0.381 0.195  0.454 0.092  0.527 -0.012  0.585 -0.125  0.640 -0.240  0.685 -0.357  0.706 -0.483  0.726 -0.608  0.708 -0.733  0.686 -0.858  0.628 -0.965  0.537 -1.053  0.431 -1.121  0.317 -1.176  0.195 -1.212  0.073 -1.248  -0.051 -1.270  -0.177 -1.268  -0.285 -1.209  -0.352 -1.103  -0.395 -0.984  -0.425 -0.860  -0.419 -0.734  -0.412 -0.607  -0.405 -0.480  -0.398 -0.353  -0.390 -0.226  -0.383 -0.099  -0.376 0.027  -0.369 0.154  -0.362 0.281  -0.354 0.408  -0.347 0.535  -0.340 0.662  -0.333 0.788  -0.326 0.915  -0.318 1.042  -0.311 1.169  -0.304 1.296  -0.297 1.423  -0.290 1.550  -0.282 1.676  -0.275 1.803  -0.255 1.921
2#val#yannis6a/j  -0.093 0.784  -0.026 0.674  0.041 0.563  0.109 0.453  0.180 0.346  0.251 0.238  0.323 0.131  0.400 0.027  0.476 -0.077  0.552 -0.182  0.625 -0.288  0.698 -0.395  0.771 -0.502  0.820 -0.619  0.855 -0.743  0.877 -0.863  0.777 -0.945  0.668 -1.011  0.548 -1.058  0.424 -1.092  0.297 -1.117  0.170 -1.138  0.042 -1.157  -0.086 -1.156  -0.211 -1.132  -0.323 -1.068  -0.402 -0.966  -0.481 -0.864  -0.518 -0.742  -0.546 -0.616  -0.533 -0.488  -0.515 -0.360  -0.497 -0.232  -0.479 -0.105  -0.461 0.023  -0.443 0.151  -0.425 0.279  -0.407 0.407  -0.389 0.535  -0.371 0.662  -0.353 0.790  -0.335 0.918  -0.317 1.046  -0.299 1.174  -0.281 1.302  -0.263 1.430  -0.245 1.557  -0.227 1.685  -0.209 1.813  -0.169 1.929
2#val#yannis6a/j  -0.318 1.021  -0.283 0.891  -0.243 0.763  -0.178 0.645  -0.114 0.526  -0.047 0.410  0.025 0.296  0.097 0.182  0.170 0.069  0.242 -0.045  0.315 -0.158  0.387 -0.272  0.460 -0.385  0.532 -0.499  0.605 -0.612  0.683 -0.722  0.769 -0.825  0.855 -0.928  0.861 -1.063  0.768 -1.155  0.644 -1.205  0.516 -1.245  0.382 -1.254  0.248 -1.251  0.114 -1.236  -0.014 -1.194  -0.128 -1.126  -0.201 -1.024  -0.212 -0.890  -0.222 -0.756  -0.233 -0.622  -0.244 -0.487  -0.254 -0.353  -0.265 -0.219  -0.276 -0.085  -0.287 0.049  -0.297 0.184  -0.308 0.318  -0.319 0.452  -0.329 0.586  -0.340 0.721  -0.351 0.855  -0.361 0.989  -0.372 1.123  -0.383 1.257  -0.393 1.392  -0.404 1.526  -0.415 1.660  -0.426 1.794  -0.456 1.904
1c#aga#annzchrl/j  -0.046 0.590  -0.032 0.470  -0.008 0.350  0.014 0.231  0.039 0.112  0.066 -0.007  0.092 -0.126  0.111 -0.246  0.127 -0.366  0.152 -0.485  0.175 -0.605  0.192 -0.725  0.209 -0.845  0.209 -0.967  0.209 -1.089  0.196 -1.206  0.121 -1.302  0.022 -1.363  -0.099 -1.363  -0.212 -1.323  -0.324 -1.278  -0.427 -1.214  -0.476 -1.122  -0.442 -1.005  -0.408 -0.888  -0.374 -0.771  -0.341 -0.654  -0.307 -0.538  -0.273 -0.421  -0.239 -0.304  -0.206 -0.187  -0.172 -0.070  -0.138 0.047  -0.105 0.164  -0.071 0.280  -0.037 0.397  -0.003 0.514  0.030 0.631  0.064 0.748  0.098 0.865  0.131 0.981  0.165 1.098  0.199 1.215  0.233 1.332  0.266 1.449  0.307 1.563  0.342 1.677  0.342 1.799  0.329 1.919  0.302 2.036
1c#aga#annzchrl/j  0.088 0.712  0.088 0.584  0.088 0.456  0.088 0.328  0.107 0.202  0.135 0.077  0.172 -0.045  0.197 -0.170  0.227 -0.295  0.271 -0.415  0.316 -0.535  0.360 -0.655  0.406 -0.774  0.451 -0.893  0.477 -1.019  0.492 -1.145  0.422 -1.243  0.299 -1.271  0.171 -1.271  0.046 -1.254  -0.076 -1.216  -0.192 -1.162  -0.305 -1.101  -0.421 -1.049  -0.519 -0.967  -0.605 -0.874  -0.606 -0.758  -0.561 -0.638  -0.517 -0.518  -0.472 -0.398  -0.427 -0.278  -0.383 -0.158  -0.338 -0.038  -0.294 0.082  -0.249 0.202  -0.205 0.322  -0.160 0.442  -0.116 0.561  -0.071 0.681  -0.026 0.801  0.018 0.921  0.063 1.041  0.107 1.161  0.152 1.281  0.196 1.401  0.231 1.524  0.239 1.651  0.236 1.779  0.212 1.903  0.189 2.026
