3#apa#apa13#app1334/~  -0.928 -0.333  -0.928 -0.444  -0.967 -0.517  -1.079 -0.517  -1.035 -0.517  -0.928 -0.512  -0.928 -0.401  -0.928 -0.289  -0.928 -0.178  -0.928 -0.066  -0.928 0.046  -0.928 0.157  -0.928 0.269  -0.928 0.380  -0.867 0.466  -0.788 0.545  -0.744 0.639  -0.744 0.750  -0.656 0.773  -0.544 0.773  -0.432 0.773  -0.321 0.773  -0.209 0.773  -0.098 0.773  0.008 0.759  0.087 0.680  0.166 0.601  0.178 0.494  0.178 0.383  0.178 0.271  0.220 0.177  0.299 0.098  0.362 0.013  0.362 -0.099  0.406 -0.192  0.485 -0.271  0.546 -0.357  0.546 -0.469  0.609 -0.517  0.721 -0.517  0.832 -0.517  0.944 -0.517  1.056 -0.517  1.167 -0.517  1.279 -0.517  1.390 -0.517  1.502 -0.517  1.613 -0.517  1.725 -0.517  1.837 -0.517
2#app#app37#app3745/~  -1.124 -1.210  -1.124 -1.082  -1.124 -0.955  -1.124 -0.827  -1.124 -0.700  -1.124 -0.572  -1.124 -0.444  -1.124 -0.317  -1.068 -0.202  -1.011 -0.088  -0.954 0.026  -0.896 0.139  -0.805 0.229  -0.715 0.320  -0.676 0.431  -0.676 0.558  -0.676 0.686  -0.670 0.807  -0.542 0.807  -0.414 0.807  -0.287 0.807  -0.179 0.759  -0.089 0.669  0.003 0.583  0.131 0.583  0.221 0.546  0.221 0.418  0.221 0.291  0.221 0.163  0.221 0.036  0.223 -0.091  0.313 -0.181  0.404 -0.272  0.445 -0.382  0.445 -0.510  0.545 -0.537  0.673 -0.537  0.800 -0.537  0.928 -0.537  1.055 -0.537  1.118 -0.472  1.118 -0.345  1.118 -0.217  1.118 -0.089  1.118 0.038  1.118 0.166  1.118 0.293  1.161 0.403  1.252 0.493  1.342 0.583
2#app#app37#app3745/~  -1.342 -0.704  -1.342 -0.567  -1.342 -0.429  -1.342 -0.292  -1.324 -0.162  -1.227 -0.064  -1.130 0.033  -1.079 0.149  -1.079 0.287  -1.024 0.401  -0.927 0.498  -0.829 0.596  -0.817 0.728  -0.817 0.865  -0.685 0.871  -0.548 0.871  -0.410 0.871  -0.292 0.852  -0.292 0.714  -0.260 0.608  -0.123 0.608  -0.029 0.564  -0.029 0.427  0.011 0.306  0.108 0.209  0.205 0.112  0.233 -0.014  0.233 -0.151  0.233 -0.289  0.233 -0.426  0.355 -0.442  0.493 -0.442  0.496 -0.576  0.502 -0.711  0.600 -0.808  0.697 -0.905  0.758 -0.916  0.758 -0.778  0.821 -0.704  0.959 -0.704  1.021 -0.629  1.021 -0.491  1.021 -0.354  1.021 -0.216  1.021 -0.079  1.021 0.059  1.021 0.196  1.021 0.334  1.146 0.346  1.283 0.346
1d#app#app19#app1918/~  -1.330 -0.924  -1.330 -0.809  -1.330 -0.694  -1.330 -0.579  -1.286 -0.483  -1.205 -0.401  -1.124 -0.320  -1.042 -0.239  -0.961 -0.157  -0.932 -0.054  -0.932 0.061  -0.858 0.145  -0.777 0.226  -0.695 0.307  -0.614 0.389  -0.533 0.470  -0.451 0.551  -0.370 0.633  -0.270 0.667  -0.155 0.667  -0.136 0.764  -0.124 0.866  -0.009 0.866  0.106 0.866  0.221 0.866  0.262 0.792  0.262 0.677  0.262 0.562  0.262 0.447  0.262 0.332  0.262 0.217  0.262 0.102  0.262 -0.013  0.262 -0.128  0.262 -0.243  0.283 -0.349  0.364 -0.430  0.446 -0.511  0.555 -0.526  0.670 -0.526  0.785 -0.526  0.899 -0.526  1.014 -0.526  1.129 -0.526  1.244 -0.526  1.329 -0.454  1.410 -0.372  1.492 -0.291  1.573 -0.210  1.654 -0.128
3#apa#apa13#app1347/~  -1.057 -0.945  -1.057 -0.846  -1.057 -0.747  -1.057 -0.648  -1.057 -0.549  -1.057 -0.450  -1.057 -0.351  -1.057 -0.252  -1.057 -0.153  -1.057 -0.054  -0.965 -0.046  -0.928 0.015  -0.905 0.105  -0.835 0.175  -0.778 0.254  -0.734 0.343  -0.689 0.431  -0.613 0.467  -0.522 0.488  -0.452 0.558  -0.415 0.642  -0.398 0.724  -0.299 0.724  -0.200 0.724  -0.101 0.724  -0.010 0.705  0.060 0.635  0.130 0.564  0.200 0.494  0.254 0.413  0.299 0.325  0.343 0.236  0.406 0.161  0.476 0.091  0.484 -0.005  0.542 -0.046  0.632 -0.066  0.702 -0.136  0.772 -0.206  0.842 -0.276  0.912 -0.346  0.983 -0.416  1.075 -0.432  1.174 -0.432  1.273 -0.432  1.372 -0.432  1.471 -0.432  1.570 -0.432  1.669 -0.432  1.768 -0.432
1d#apa#apa09#app0982/~  -1.227 0.153  -1.227 0.066  -1.227 -0.020  -1.227 -0.106  -1.227 -0.193  -1.227 -0.279  -1.227 -0.366  -1.227 -0.452  -1.227 -0.539  -1.178 -0.546  -1.100 -0.507  -1.023 -0.468  -0.946 -0.430  -0.868 -0.391  -0.791 -0.352  -0.714 -0.314  -0.637 -0.275  -0.559 -0.236  -0.486 -0.191  -0.425 -0.130  -0.364 -0.069  -0.303 -0.008  -0.242 0.053  -0.181 0.114  -0.114 0.167  -0.037 0.206  0.041 0.244  0.118 0.283  0.195 0.322  0.273 0.360  0.350 0.399  0.427 0.438  0.505 0.476  0.582 0.514  0.643 0.452  0.704 0.391  0.765 0.330  0.826 0.269  0.887 0.208  0.951 0.153  1.037 0.153  1.124 0.153  1.210 0.153  1.297 0.153  1.360 0.097  1.421 0.036  1.482 -0.025  1.543 -0.086  1.604 -0.148  1.665 -0.209
2#tos#t2#t2025064/~  -1.066 0.002  -1.089 -0.095  -1.197 -0.131  -1.305 -0.167  -1.336 -0.258  -1.246 -0.252  -1.246 -0.138  -1.246 -0.024  -1.184 0.064  -1.156 0.166  -1.058 0.182  -0.954 0.205  -0.868 0.272  -0.797 0.314  -0.797 0.428  -0.706 0.451  -0.593 0.451  -0.479 0.451  -0.365 0.451  -0.258 0.445  -0.258 0.331  -0.203 0.272  -0.168 0.193  -0.168 0.079  -0.168 -0.034  -0.168 -0.148  -0.084 -0.177  -0.070 -0.284  -0.019 -0.385  0.057 -0.447  0.170 -0.447  0.257 -0.513  0.361 -0.536  0.474 -0.536  0.577 -0.509  0.661 -0.433  0.755 -0.370  0.850 -0.307  0.952 -0.267  1.046 -0.220  1.126 -0.140  1.216 -0.075  1.324 -0.039  1.432 -0.003  1.448 0.099  1.448 0.213  1.487 0.311  1.538 0.403  1.538 0.517  1.538 0.631
3#app#app34#app3492/~  -1.507 -0.431  -1.507 -0.311  -1.507 -0.191  -1.507 -0.071  -1.496 0.039  -1.376 0.039  -1.260 0.050  -1.175 0.135  -1.090 0.220  -1.005 0.305  -0.920 0.390  -0.835 0.475  -0.729 0.509  -0.609 0.509  -0.567 0.430  -0.567 0.310  -0.483 0.274  -0.363 0.274  -0.332 0.184  -0.332 0.064  -0.237 0.039  -0.117 0.039  -0.098 -0.062  -0.098 -0.182  -0.023 -0.271  0.062 -0.356  0.137 -0.445  0.137 -0.565  0.157 -0.666  0.277 -0.666  0.372 -0.641  0.372 -0.521  0.403 -0.431  0.523 -0.431  0.607 -0.395  0.607 -0.275  0.649 -0.196  0.769 -0.196  0.842 -0.149  0.842 -0.029  0.895 0.039  1.015 0.039  1.118 0.080  1.203 0.165  1.288 0.250  1.373 0.335  1.458 0.420  1.543 0.505  1.547 0.623  1.547 0.743
2#app#app08#app0833/~  -1.476 -0.331  -1.335 -0.331  -1.236 -0.288  -1.236 -0.148  -1.236 -0.007  -1.236 0.134  -1.109 0.148  -0.997 0.177  -0.997 0.317  -0.926 0.388  -0.785 0.388  -0.757 0.501  -0.743 0.627  -0.602 0.627  -0.518 0.684  -0.518 0.825  -0.419 0.867  -0.278 0.867  -0.137 0.867  -0.039 0.824  -0.039 0.683  -0.039 0.542  -0.039 0.401  -0.039 0.260  -0.039 0.119  -0.039 -0.021  -0.039 -0.162  -0.039 -0.303  -0.039 -0.444  -0.039 -0.585  -0.039 -0.726  0.018 -0.810  0.159 -0.810  0.300 -0.810  0.440 -0.809  0.440 -0.668  0.483 -0.570  0.624 -0.570  0.765 -0.570  0.906 -0.570  0.919 -0.442  0.948 -0.331  1.089 -0.331  1.209 -0.280  1.308 -0.181  1.398 -0.077  1.398 0.064  1.438 0.188  1.537 0.288  1.637 0.388
1d#tos#f3#f3017065/~  -0.992 -0.337  -0.995 -0.225  -1.048 -0.163  -1.048 -0.047  -1.048 0.068  -1.048 0.183  -1.048 0.299  -1.032 0.408  -0.951 0.489  -0.936 0.598  -0.905 0.709  -0.845 0.785  -0.806 0.875  -0.739 0.954  -0.624 0.954  -0.509 0.954  -0.487 0.860  -0.487 0.745  -0.456 0.642  -0.374 0.560  -0.372 0.447  -0.268 0.395  -0.262 0.284  -0.262 0.168  -0.199 0.072  -0.150 -0.028  -0.150 -0.144  -0.110 -0.250  -0.037 -0.338  0.055 -0.393  0.142 -0.461  0.224 -0.543  0.282 -0.641  0.377 -0.674  0.479 -0.697  0.539 -0.786  0.654 -0.786  0.770 -0.786  0.885 -0.786  0.992 -0.766  1.074 -0.685  1.116 -0.587  1.197 -0.506  1.272 -0.449  1.308 -0.340  1.360 -0.236  1.365 -0.122  1.365 -0.007  1.365 0.109  1.365 0.224
2#tos#f1#f1013066/~  -1.452 -0.473  -1.452 -0.494  -1.444 -0.398  -1.400 -0.310  -1.377 -0.220  -1.332 -0.140  -1.280 -0.063  -1.211 0.007  -1.136 0.064  -1.062 0.110  -1.008 0.192  -0.937 0.243  -0.872 0.306  -0.818 0.388  -0.738 0.422  -0.639 0.422  -0.541 0.422  -0.443 0.422  -0.344 0.422  -0.317 0.351  -0.267 0.303  -0.169 0.303  -0.130 0.243  -0.032 0.243  -0.018 0.158  -0.015 0.061  0.054 -0.008  0.133 -0.055  0.161 -0.126  0.196 -0.210  0.266 -0.279  0.353 -0.307  0.422 -0.376  0.505 -0.414  0.603 -0.414  0.702 -0.414  0.800 -0.414  0.890 -0.378  0.969 -0.322  1.053 -0.275  1.147 -0.244  1.176 -0.167  1.176 -0.069  1.252 -0.017  1.331 0.039  1.400 0.109  1.423 0.199  1.467 0.287  1.475 0.384  1.475 0.482
1d#apa#apa09#app0979/~  -0.886 -0.649  -0.972 -0.606  -1.059 -0.562  -1.145 -0.519  -1.231 -0.476  -1.317 -0.433  -1.402 -0.390  -1.334 -0.321  -1.266 -0.253  -1.198 -0.185  -1.123 -0.132  -1.027 -0.132  -0.930 -0.132  -0.849 -0.095  -0.781 -0.027  -0.713 0.041  -0.644 0.110  -0.576 0.178  -0.508 0.246  -0.440 0.314  -0.372 0.383  -0.281 0.414  -0.189 0.445  -0.098 0.475  -0.006 0.506  0.085 0.536  0.177 0.567  0.268 0.597  0.360 0.628  0.454 0.643  0.550 0.643  0.647 0.643  0.720 0.588  0.788 0.520  0.857 0.451  0.923 0.382  0.923 0.286  0.923 0.189  0.923 0.093  0.923 -0.004  0.923 -0.100  0.952 -0.190  0.995 -0.276  1.038 -0.362  1.081 -0.449  1.124 -0.535  1.168 -0.621  1.181 -0.714  1.181 -0.811  1.181 -0.907
2#pri#pri0#159/~  -1.529 -0.736  -1.461 -0.712  -1.396 -0.674  -1.331 -0.635  -1.272 -0.587  -1.214 -0.540  -1.158 -0.490  -1.104 -0.437  -1.051 -0.383  -0.997 -0.331  -0.942 -0.280  -0.886 -0.229  -0.831 -0.177  -0.775 -0.126  -0.720 -0.075  -0.665 -0.024  -0.609 0.027  -0.548 0.071  -0.487 0.115  -0.426 0.159  -0.363 0.201  -0.299 0.241  -0.235 0.280  -0.169 0.316  -0.097 0.338  -0.025 0.360  0.048 0.378  0.123 0.389  0.197 0.400  0.272 0.405  0.348 0.405  0.423 0.405  0.497 0.392  0.570 0.373  0.642 0.353  0.712 0.324  0.782 0.295  0.848 0.260  0.911 0.218  0.973 0.176  1.037 0.135  1.101 0.096  1.165 0.056  1.229 0.016  1.292 -0.026  1.354 -0.068  1.418 -0.108  1.483 -0.145  1.549 -0.183  1.614 -0.220
3#app#app07#app0717/~  -1.363 -1.185  -1.363 -1.086  -1.347 -0.994  -1.277 -0.925  -1.207 -0.855  -1.189 -0.764  -1.189 -0.666  -1.121 -0.595  -1.052 -0.525  -0.969 -0.488  -0.870 -0.488  -0.792 -0.439  -0.722 -0.370  -0.652 -0.300  -0.583 -0.230  -0.513 -0.161  -0.492 -0.071  -0.492 0.028  -0.427 0.099  -0.357 0.169  -0.288 0.239  -0.218 0.308  -0.148 0.378  -0.079 0.448  -0.009 0.517  0.061 0.587  0.130 0.657  0.200 0.726  0.297 0.731  0.378 0.714  0.378 0.615  0.418 0.557  0.517 0.557  0.552 0.494  0.552 0.395  0.552 0.297  0.563 0.208  0.661 0.208  0.727 0.175  0.727 0.077  0.783 0.034  0.881 0.034  0.980 0.034  1.078 0.034  1.177 0.034  1.268 0.053  1.337 0.122  1.407 0.192  1.499 0.208  1.597 0.208
2#tos#f3#f3017065/~  -0.992 -0.337  -0.995 -0.225  -1.048 -0.163  -1.048 -0.047  -1.048 0.068  -1.048 0.183  -1.048 0.299  -1.032 0.408  -0.951 0.489  -0.936 0.598  -0.905 0.709  -0.845 0.785  -0.806 0.875  -0.739 0.954  -0.624 0.954  -0.509 0.954  -0.487 0.860  -0.487 0.745  -0.456 0.642  -0.374 0.560  -0.372 0.447  -0.268 0.395  -0.262 0.284  -0.262 0.168  -0.199 0.072  -0.150 -0.028  -0.150 -0.144  -0.110 -0.250  -0.037 -0.338  0.055 -0.393  0.142 -0.461  0.224 -0.543  0.282 -0.641  0.377 -0.674  0.479 -0.697  0.539 -0.786  0.654 -0.786  0.770 -0.786  0.885 -0.786  0.992 -0.766  1.074 -0.685  1.116 -0.587  1.197 -0.506  1.272 -0.449  1.308 -0.340  1.360 -0.236  1.365 -0.122  1.365 -0.007  1.365 0.109  1.365 0.224
2#app#app14#app1450/~  -1.603 -0.269  -1.518 -0.354  -1.432 -0.440  -1.347 -0.525  -1.262 -0.610  -1.147 -0.623  -1.027 -0.623  -0.907 -0.623  -0.894 -0.515  -0.894 -0.395  -0.894 -0.274  -0.813 -0.188  -0.728 -0.103  -0.643 -0.018  -0.557 0.068  -0.540 0.181  -0.540 0.301  -0.540 0.422  -0.437 0.439  -0.317 0.439  -0.196 0.439  -0.186 0.549  -0.186 0.669  -0.186 0.790  -0.103 0.711  -0.018 0.626  0.067 0.540  0.152 0.455  0.168 0.342  0.168 0.221  0.168 0.101  0.168 -0.020  0.168 -0.140  0.168 -0.260  0.280 -0.269  0.400 -0.269  0.521 -0.269  0.641 -0.269  0.762 -0.269  0.880 -0.266  0.966 -0.180  1.051 -0.095  1.136 -0.010  1.221 0.075  1.337 0.085  1.458 0.085  1.578 0.085  1.699 0.085  1.819 0.085  1.939 0.085
2#app#app14#app1450/~  -1.632 -0.299  -1.523 -0.299  -1.414 -0.299  -1.306 -0.299  -1.197 -0.299  -1.097 -0.277  -1.020 -0.200  -0.943 -0.123  -0.866 -0.046  -0.789 0.031  -0.712 0.108  -0.635 0.185  -0.608 0.283  -0.608 0.392  -0.608 0.500  -0.608 0.609  -0.608 0.718  -0.506 0.725  -0.397 0.725  -0.288 0.725  -0.179 0.725  -0.095 0.700  -0.095 0.591  -0.095 0.482  -0.095 0.373  -0.095 0.265  -0.095 0.156  -0.095 0.047  -0.095 -0.062  -0.095 -0.171  -0.095 -0.280  -0.006 -0.299  0.103 -0.299  0.212 -0.299  0.320 -0.299  0.429 -0.299  0.538 -0.299  0.647 -0.299  0.756 -0.299  0.865 -0.299  0.974 -0.299  1.083 -0.299  1.191 -0.299  1.300 -0.299  1.409 -0.299  1.518 -0.299  1.627 -0.299  1.736 -0.299  1.845 -0.299  1.953 -0.299
3#app#app08#app0832/~  -1.527 -0.200  -1.527 -0.084  -1.527 0.032  -1.421 0.042  -1.305 0.042  -1.189 0.042  -1.073 0.042  -1.043 0.128  -1.043 0.244  -0.967 0.284  -0.851 0.284  -0.800 0.350  -0.800 0.466  -0.745 0.526  -0.629 0.526  -0.513 0.526  -0.397 0.526  -0.281 0.526  -0.164 0.526  -0.074 0.501  -0.074 0.385  -0.074 0.269  -0.074 0.153  -0.074 0.037  -0.074 -0.079  -0.074 -0.195  -0.074 -0.311  -0.074 -0.427  -0.074 -0.543  -0.074 -0.659  0.017 -0.685  0.133 -0.685  0.226 -0.628  0.308 -0.546  0.390 -0.464  0.497 -0.443  0.613 -0.443  0.721 -0.408  0.825 -0.357  0.929 -0.305  1.033 -0.253  1.137 -0.201  1.219 -0.119  1.301 -0.037  1.383 0.045  1.465 0.127  1.547 0.209  1.622 0.294  1.622 0.410  1.622 0.526
3#app#app32#app3257/~  -1.498 0.308  -1.390 0.308  -1.296 0.323  -1.296 0.431  -1.267 0.511  -1.159 0.511  -1.093 0.554  -1.093 0.662  -1.036 0.713  -0.927 0.713  -0.819 0.713  -0.710 0.713  -0.602 0.713  -0.493 0.713  -0.485 0.612  -0.485 0.504  -0.485 0.395  -0.471 0.293  -0.394 0.216  -0.317 0.140  -0.283 0.045  -0.283 -0.063  -0.283 -0.172  -0.283 -0.280  -0.220 -0.363  -0.143 -0.439  -0.067 -0.516  0.010 -0.593  0.087 -0.669  0.181 -0.705  0.289 -0.705  0.398 -0.705  0.506 -0.705  0.615 -0.705  0.723 -0.705  0.832 -0.705  0.933 -0.697  0.933 -0.589  0.955 -0.502  1.063 -0.502  1.135 -0.466  1.135 -0.357  1.135 -0.249  1.135 -0.140  1.135 -0.032  1.135 0.077  1.135 0.185  1.135 0.294  1.135 0.402  1.135 0.511
3#app#app07#app0715/~  -1.299 -0.375  -1.384 -0.375  -1.403 -0.375  -1.318 -0.375  -1.299 -0.308  -1.289 -0.227  -1.228 -0.167  -1.168 -0.107  -1.086 -0.101  -1.026 -0.076  -1.026 0.009  -0.967 0.035  -0.889 0.043  -0.889 0.128  -0.849 0.172  -0.764 0.172  -0.679 0.172  -0.593 0.172  -0.508 0.172  -0.423 0.172  -0.342 0.168  -0.342 0.083  -0.305 0.035  -0.220 0.035  -0.155 -0.015  -0.095 -0.075  -0.021 -0.101  0.064 -0.101  0.149 -0.101  0.234 -0.101  0.319 -0.101  0.404 -0.101  0.489 -0.101  0.574 -0.101  0.659 -0.101  0.744 -0.101  0.829 -0.101  0.907 -0.083  0.967 -0.023  1.028 0.035  1.113 0.035  1.188 0.061  1.248 0.121  1.312 0.172  1.397 0.172  1.468 0.205  1.528 0.265  1.589 0.325  1.649 0.385  1.709 0.446
2#pri#pri0#159/~  -1.511 -0.410  -1.468 -0.346  -1.420 -0.284  -1.372 -0.224  -1.319 -0.166  -1.267 -0.109  -1.214 -0.052  -1.159 0.003  -1.104 0.058  -1.049 0.113  -0.992 0.165  -0.933 0.216  -0.874 0.267  -0.810 0.311  -0.745 0.353  -0.679 0.394  -0.604 0.415  -0.530 0.436  -0.453 0.451  -0.377 0.464  -0.300 0.456  -0.223 0.443  -0.150 0.418  -0.077 0.392  -0.009 0.354  0.059 0.317  0.122 0.271  0.185 0.225  0.243 0.174  0.301 0.122  0.357 0.068  0.412 0.013  0.467 -0.042  0.529 -0.089  0.590 -0.136  0.653 -0.181  0.719 -0.223  0.784 -0.265  0.855 -0.297  0.927 -0.326  1.000 -0.352  1.076 -0.370  1.151 -0.388  1.228 -0.398  1.305 -0.398  1.383 -0.398  1.460 -0.388  1.535 -0.371  1.611 -0.353  1.687 -0.336
3#app#app13#app1318/~  -1.628 -0.446  -1.560 -0.378  -1.492 -0.310  -1.424 -0.241  -1.356 -0.173  -1.275 -0.136  -1.178 -0.136  -1.082 -0.136  -1.009 -0.113  -1.009 -0.017  -1.009 0.080  -1.006 0.174  -0.910 0.174  -0.813 0.174  -0.717 0.174  -0.643 0.229  -0.575 0.297  -0.507 0.365  -0.439 0.434  -0.363 0.484  -0.267 0.484  -0.171 0.484  -0.074 0.484  0.022 0.484  0.119 0.484  0.215 0.484  0.311 0.484  0.408 0.484  0.504 0.484  0.541 0.424  0.541 0.328  0.541 0.231  0.580 0.174  0.676 0.174  0.773 0.174  0.851 0.156  0.851 0.059  0.851 -0.037  0.851 -0.134  0.851 -0.230  0.851 -0.326  0.851 -0.423  0.903 -0.498  0.971 -0.566  1.039 -0.634  1.107 -0.702  1.181 -0.756  1.278 -0.756  1.374 -0.756  1.470 -0.756
3#apa#apa09#app0979/~  -0.886 -0.649  -0.972 -0.606  -1.059 -0.562  -1.145 -0.519  -1.231 -0.476  -1.317 -0.433  -1.402 -0.390  -1.334 -0.321  -1.266 -0.253  -1.198 -0.185  -1.123 -0.132  -1.027 -0.132  -0.930 -0.132  -0.849 -0.095  -0.781 -0.027  -0.713 0.041  -0.644 0.110  -0.576 0.178  -0.508 0.246  -0.440 0.314  -0.372 0.383  -0.281 0.414  -0.189 0.445  -0.098 0.475  -0.006 0.506  0.085 0.536  0.177 0.567  0.268 0.597  0.360 0.628  0.454 0.643  0.550 0.643  0.647 0.643  0.720 0.588  0.788 0.520  0.857 0.451  0.923 0.382  0.923 0.286  0.923 0.189  0.923 0.093  0.923 -0.004  0.923 -0.100  0.952 -0.190  0.995 -0.276  1.038 -0.362  1.081 -0.449  1.124 -0.535  1.168 -0.621  1.181 -0.714  1.181 -0.811  1.181 -0.907
1d#apa#apa00#app0049/~  -1.658 -0.309  -1.545 -0.309  -1.432 -0.309  -1.319 -0.309  -1.223 -0.269  -1.143 -0.189  -1.063 -0.109  -0.984 -0.029  -0.904 0.051  -0.805 0.085  -0.692 0.085  -0.672 0.178  -0.663 0.282  -0.550 0.282  -0.475 0.320  -0.475 0.433  -0.475 0.546  -0.475 0.659  -0.475 0.581  -0.475 0.468  -0.475 0.355  -0.475 0.242  -0.475 0.129  -0.427 0.037  -0.347 -0.043  -0.278 -0.128  -0.278 -0.241  -0.234 -0.309  -0.121 -0.309  -0.008 -0.309  0.105 -0.309  0.218 -0.309  0.331 -0.309  0.444 -0.309  0.557 -0.309  0.670 -0.309  0.783 -0.309  0.895 -0.309  0.978 -0.236  1.058 -0.156  1.153 -0.112  1.266 -0.112  1.299 -0.032  1.299 0.081  1.407 0.085  1.513 0.102  1.593 0.182  1.673 0.262  1.693 0.366  1.693 0.479
3#app#app25#app2576/~  -1.648 -0.040  -1.525 -0.040  -1.401 -0.040  -1.313 0.044  -1.225 0.131  -1.138 0.218  -1.051 0.306  -0.964 0.393  -0.894 0.488  -0.894 0.611  -0.873 0.714  -0.750 0.714  -0.626 0.714  -0.503 0.714  -0.392 0.701  -0.392 0.578  -0.392 0.454  -0.392 0.331  -0.389 0.208  -0.302 0.121  -0.215 0.034  -0.153 -0.053  -0.241 -0.141  -0.328 -0.228  -0.392 -0.325  -0.392 -0.449  -0.363 -0.543  -0.239 -0.543  -0.116 -0.543  0.008 -0.543  0.131 -0.543  0.255 -0.543  0.378 -0.543  0.502 -0.543  0.625 -0.543  0.748 -0.543  0.865 -0.536  0.865 -0.412  0.867 -0.292  0.991 -0.292  1.114 -0.292  1.116 -0.170  1.116 -0.047  1.233 -0.040  1.357 -0.040  1.367 0.073  1.367 0.196  1.444 0.288  1.531 0.375  1.619 0.462
1d#app#app11#app1188/~  -1.351 -0.452  -1.237 -0.452  -1.152 -0.423  -1.152 -0.309  -1.152 -0.195  -1.152 -0.082  -1.152 0.032  -1.150 0.144  -1.036 0.144  -0.953 0.175  -0.953 0.289  -0.893 0.343  -0.779 0.343  -0.754 0.432  -0.750 0.542  -0.636 0.542  -0.556 0.509  -0.556 0.395  -0.556 0.281  -0.556 0.167  -0.465 0.144  -0.357 0.138  -0.357 0.024  -0.322 -0.055  -0.208 -0.055  -0.158 -0.119  -0.158 -0.232  -0.092 -0.319  -0.012 -0.400  0.080 -0.452  0.194 -0.452  0.308 -0.452  0.422 -0.452  0.536 -0.452  0.637 -0.440  0.637 -0.326  0.679 -0.253  0.793 -0.253  0.886 -0.203  0.967 -0.123  1.047 -0.042  1.128 0.038  1.208 0.119  1.311 0.144  1.425 0.144  1.508 0.220  1.588 0.300  1.669 0.381  1.750 0.461  1.830 0.542
2#tos#t2#t2068064/~  -1.184 -0.446  -1.058 -0.306  -0.932 -0.166  -0.806 -0.026  -0.679 0.114  -0.553 0.254  -0.380 0.288  -0.192 0.288  -0.019 0.220  0.094 0.141  0.139 -0.003  0.212 -0.118  0.286 -0.233  0.359 -0.348  0.359 -0.536  0.417 -0.667  0.458 -0.814  0.647 -0.814  0.835 -0.814  1.021 -0.811  1.021 -0.622  1.094 -0.507  1.094 -0.319  1.116 -0.152  1.231 -0.079  1.241 0.100  1.241 0.288  1.241 0.477  1.241 0.665  1.117 0.716  0.930 0.695  0.743 0.674  0.555 0.653  0.368 0.632  0.181 0.611  -0.007 0.591  -0.194 0.570  -0.381 0.549  -0.569 0.528  -0.752 0.500  -0.890 0.411  -0.956 0.288  -1.037 0.181  -1.184 0.140  -1.184 -0.049  -1.184 -0.237  -1.257 -0.352  -1.257 -0.541  -1.257 -0.729  -1.331 -0.887
2#tos#t3#t3067063/~  -1.556 -0.192  -1.556 -0.195  -1.485 -0.121  -1.449 -0.032  -1.376 0.041  -1.293 0.098  -1.208 0.156  -1.135 0.229  -1.091 0.305  -0.999 0.351  -0.910 0.402  -0.837 0.475  -0.764 0.548  -0.660 0.548  -0.605 0.595  -0.507 0.601  -0.404 0.601  -0.301 0.601  -0.235 0.564  -0.235 0.460  -0.208 0.361  -0.182 0.262  -0.182 0.159  -0.170 0.061  -0.129 -0.025  -0.129 -0.128  -0.052 -0.190  0.030 -0.250  0.085 -0.298  0.188 -0.298  0.221 -0.396  0.269 -0.484  0.362 -0.509  0.465 -0.509  0.568 -0.509  0.671 -0.509  0.775 -0.509  0.847 -0.460  0.916 -0.403  1.015 -0.387  1.087 -0.328  1.160 -0.298  1.193 -0.227  1.261 -0.192  1.298 -0.127  1.361 -0.086  1.404 -0.026  1.462 0.019  1.510 0.075  1.510 0.178
1d#tos#t3#t3072063/~  -1.084 -0.108  -1.147 -0.169  -1.210 -0.230  -1.328 -0.224  -1.328 -0.100  -1.321 0.020  -1.220 0.075  -1.206 0.184  -1.145 0.247  -1.093 0.318  -1.023 0.408  -1.023 0.532  -0.930 0.562  -0.806 0.562  -0.744 0.623  -0.620 0.623  -0.496 0.623  -0.414 0.581  -0.310 0.562  -0.232 0.517  -0.171 0.454  -0.171 0.330  -0.120 0.258  -0.110 0.144  -0.055 0.075  -0.049 -0.042  -0.049 -0.166  -0.049 -0.290  0.006 -0.379  0.073 -0.462  0.124 -0.534  0.247 -0.534  0.371 -0.534  0.478 -0.574  0.593 -0.595  0.717 -0.595  0.803 -0.558  0.864 -0.495  0.966 -0.473  1.047 -0.431  1.108 -0.368  1.154 -0.290  1.277 -0.290  1.290 -0.180  1.342 -0.108  1.351 0.007  1.407 0.075  1.412 0.193  1.412 0.317  1.412 0.440
2#tos#t3#t3050062/~  -1.426 -0.050  -1.426 -0.147  -1.426 -0.074  -1.410 0.013  -1.323 0.056  -1.317 0.149  -1.239 0.169  -1.179 0.227  -1.113 0.278  -1.032 0.303  -0.987 0.389  -0.919 0.458  -0.838 0.496  -0.741 0.496  -0.644 0.496  -0.551 0.490  -0.507 0.403  -0.499 0.308  -0.499 0.211  -0.448 0.152  -0.356 0.121  -0.282 0.061  -0.196 0.017  -0.140 -0.058  -0.072 -0.104  -0.035 -0.187  0.004 -0.268  0.101 -0.268  0.156 -0.310  0.156 -0.407  0.228 -0.431  0.325 -0.431  0.422 -0.431  0.519 -0.431  0.616 -0.431  0.713 -0.431  0.794 -0.393  0.863 -0.325  0.931 -0.256  1.010 -0.213  1.103 -0.200  1.184 -0.146  1.247 -0.083  1.256 0.005  1.353 0.005  1.438 0.033  1.507 0.101  1.520 0.193  1.586 0.223  1.574 0.223
