1c#apb#apb09#app0910/q  0.483 1.131  0.429 1.268  0.301 1.330  0.155 1.313  0.035 1.227  -0.084 1.140  -0.199 1.046  -0.310 0.950  -0.376 0.818  -0.442 0.685  -0.498 0.548  -0.551 0.410  -0.583 0.268  -0.583 0.120  -0.535 -0.015  -0.434 -0.114  -0.296 -0.136  -0.153 -0.098  -0.023 -0.029  0.102 0.049  0.199 0.158  0.289 0.276  0.364 0.403  0.427 0.536  0.493 0.669  0.563 0.799  0.600 0.924  0.512 0.807  0.442 0.677  0.375 0.545  0.310 0.412  0.258 0.273  0.206 0.135  0.153 -0.003  0.099 -0.141  0.045 -0.279  -0.012 -0.415  -0.078 -0.548  -0.144 -0.680  -0.191 -0.818  -0.215 -0.964  -0.238 -1.111  -0.253 -1.258  -0.265 -1.405  -0.263 -1.551  -0.227 -1.695  -0.160 -1.823  -0.052 -1.917  0.088 -1.958  0.236 -1.958
1c#val#gresai71/q  0.458 1.211  0.297 1.297  0.105 1.295  -0.084 1.258  -0.271 1.214  -0.455 1.159  -0.629 1.083  -0.785 0.972  -0.903 0.821  -0.989 0.650  -1.000 0.466  -0.921 0.291  -0.789 0.164  -0.619 0.077  -0.429 0.049  -0.239 0.026  -0.047 0.039  0.145 0.053  0.296 0.134  0.321 0.325  0.346 0.515  0.372 0.706  0.397 0.896  0.422 1.087  0.360 1.055  0.319 0.867  0.313 0.675  0.331 0.484  0.349 0.293  0.362 0.101  0.372 -0.091  0.368 -0.283  0.358 -0.475  0.333 -0.665  0.300 -0.854  0.266 -1.044  0.232 -1.233  0.197 -1.422  0.172 -1.612  0.067 -1.563  -0.069 -1.427  -0.205 -1.291  -0.341 -1.155  -0.420 -1.026  -0.247 -0.946  -0.062 -0.894  0.130 -0.880  0.317 -0.837  0.505 -0.797  0.694 -0.767
1c#val#gresai71/q  0.174 1.419  -0.024 1.398  -0.214 1.333  -0.393 1.241  -0.559 1.129  -0.710 0.996  -0.857 0.859  -1.000 0.719  -1.090 0.543  -1.025 0.373  -0.856 0.268  -0.670 0.193  -0.483 0.119  -0.283 0.097  -0.083 0.094  0.112 0.136  0.178 0.300  0.202 0.499  0.227 0.699  0.251 0.898  0.276 1.098  0.301 1.297  0.283 1.103  0.257 0.903  0.243 0.704  0.248 0.503  0.253 0.302  0.257 0.101  0.260 -0.100  0.263 -0.301  0.260 -0.501  0.257 -0.702  0.258 -0.903  0.262 -1.104  0.276 -1.304  0.302 -1.503  0.324 -1.703  0.253 -1.603  0.149 -1.431  0.046 -1.259  -0.058 -1.086  -0.161 -0.914  -0.265 -0.742  -0.231 -0.617  -0.037 -0.587  0.164 -0.593  0.365 -0.596  0.566 -0.599  0.767 -0.599  0.966 -0.577
1c#val#gresai71/q  0.196 1.055  0.127 1.237  -0.004 1.381  -0.181 1.446  -0.375 1.441  -0.566 1.398  -0.712 1.281  -0.805 1.109  -0.883 0.930  -0.956 0.749  -1.003 0.561  -0.965 0.379  -0.844 0.231  -0.687 0.116  -0.497 0.083  -0.302 0.074  -0.108 0.091  0.082 0.134  0.262 0.211  0.242 0.397  0.210 0.590  0.178 0.782  0.145 0.975  0.144 0.842  0.156 0.648  0.194 0.456  0.236 0.265  0.278 0.075  0.303 -0.119  0.327 -0.313  0.351 -0.507  0.374 -0.701  0.413 -0.892  0.451 -1.083  0.466 -1.278  0.486 -1.472  0.519 -1.664  0.423 -1.547  0.305 -1.392  0.186 -1.236  0.067 -1.081  -0.051 -0.926  -0.170 -0.771  -0.289 -0.616  -0.108 -0.586  0.087 -0.569  0.282 -0.560  0.477 -0.551  0.672 -0.541  0.867 -0.532
1c#val#gresai71/q  0.258 1.442  0.086 1.532  -0.107 1.509  -0.278 1.413  -0.443 1.306  -0.588 1.173  -0.690 1.005  -0.774 0.828  -0.833 0.640  -0.827 0.445  -0.798 0.253  -0.684 0.092  -0.523 -0.016  -0.346 -0.101  -0.157 -0.140  0.039 -0.128  0.134 0.006  0.147 0.203  0.161 0.399  0.174 0.596  0.187 0.792  0.201 0.989  0.214 1.185  0.201 1.149  0.185 0.954  0.198 0.757  0.211 0.561  0.220 0.364  0.228 0.167  0.237 -0.030  0.245 -0.227  0.244 -0.423  0.222 -0.619  0.200 -0.815  0.182 -1.011  0.167 -1.207  0.160 -1.404  0.169 -1.600  0.185 -1.662  0.110 -1.483  0.016 -1.310  -0.079 -1.137  -0.173 -0.965  -0.260 -0.797  -0.063 -0.797  0.134 -0.797  0.331 -0.795  0.528 -0.786  0.724 -0.768  0.920 -0.743
1c#val#gresai71/q  0.357 1.027  0.248 1.189  0.065 1.247  -0.134 1.237  -0.332 1.207  -0.526 1.162  -0.706 1.079  -0.855 0.949  -0.976 0.792  -1.039 0.602  -1.062 0.405  -1.047 0.207  -0.955 0.039  -0.787 -0.062  -0.596 -0.108  -0.396 -0.111  -0.196 -0.113  -0.008 -0.097  0.045 0.096  0.098 0.289  0.150 0.482  0.203 0.675  0.256 0.868  0.309 1.061  0.358 1.168  0.382 0.970  0.389 0.770  0.389 0.570  0.387 0.370  0.372 0.171  0.355 -0.028  0.322 -0.226  0.295 -0.424  0.288 -0.623  0.286 -0.823  0.290 -1.023  0.281 -1.223  0.270 -1.423  0.241 -1.621  0.168 -1.698  0.121 -1.503  0.075 -1.309  0.028 -1.114  -0.019 -0.920  -0.064 -0.726  0.135 -0.719  0.335 -0.709  0.535 -0.699  0.735 -0.685  0.930 -0.647
1c#val#gresai71/q  0.116 1.382  -0.041 1.457  -0.209 1.485  -0.377 1.441  -0.524 1.349  -0.634 1.221  -0.711 1.064  -0.742 0.893  -0.768 0.720  -0.752 0.546  -0.733 0.373  -0.658 0.223  -0.541 0.095  -0.395 -0.001  -0.225 -0.032  -0.051 -0.047  0.122 -0.038  0.225 0.062  0.240 0.236  0.254 0.410  0.269 0.584  0.284 0.759  0.298 0.933  0.313 1.107  0.302 0.995  0.289 0.821  0.284 0.646  0.279 0.471  0.253 0.299  0.217 0.128  0.180 -0.043  0.152 -0.215  0.127 -0.388  0.111 -0.561  0.113 -0.736  0.116 -0.911  0.121 -1.086  0.126 -1.260  0.149 -1.432  0.168 -1.603  0.081 -1.514  -0.017 -1.369  -0.115 -1.225  -0.191 -1.089  -0.018 -1.067  0.156 -1.048  0.329 -1.030  0.503 -1.014  0.678 -1.014  0.849 -0.976
1c#val#gresai71/q  0.150 1.501  -0.021 1.489  -0.192 1.466  -0.361 1.432  -0.524 1.382  -0.651 1.265  -0.752 1.128  -0.824 0.974  -0.858 0.805  -0.855 0.635  -0.833 0.464  -0.779 0.301  -0.712 0.144  -0.587 0.025  -0.421 -0.017  -0.252 -0.033  -0.080 -0.020  0.046 0.047  0.085 0.215  0.124 0.382  0.163 0.550  0.202 0.718  0.242 0.886  0.275 1.005  0.271 0.833  0.268 0.660  0.265 0.488  0.263 0.316  0.262 0.144  0.265 -0.028  0.268 -0.201  0.270 -0.373  0.273 -0.545  0.281 -0.717  0.295 -0.889  0.308 -1.060  0.340 -1.228  0.394 -1.392  0.424 -1.533  0.301 -1.412  0.179 -1.291  0.056 -1.170  -0.066 -1.049  -0.158 -0.939  0.014 -0.928  0.186 -0.916  0.357 -0.894  0.528 -0.878  0.700 -0.878  0.872 -0.864
1c#val#gresai71/q  -0.120 1.414  -0.303 1.347  -0.473 1.253  -0.631 1.143  -0.747 0.988  -0.833 0.814  -0.884 0.626  -0.884 0.432  -0.798 0.271  -0.644 0.155  -0.471 0.067  -0.289 -0.002  -0.095 -0.017  -0.010 0.136  0.053 0.320  0.117 0.504  0.181 0.688  0.244 0.872  0.308 1.056  0.372 1.240  0.435 1.424  0.411 1.299  0.387 1.106  0.363 0.912  0.340 0.719  0.321 0.525  0.299 0.332  0.262 0.141  0.226 -0.050  0.189 -0.242  0.155 -0.433  0.129 -0.626  0.104 -0.819  0.108 -1.014  0.116 -1.208  0.139 -1.402  0.153 -1.596  0.115 -1.576  0.002 -1.417  -0.111 -1.259  -0.224 -1.100  -0.337 -0.942  -0.388 -0.815  -0.195 -0.795  -0.001 -0.776  0.194 -0.766  0.388 -0.753  0.582 -0.737  0.776 -0.720  0.970 -0.718
1c#val#gresai71/q  0.426 1.482  0.245 1.511  0.062 1.488  -0.121 1.464  -0.298 1.418  -0.459 1.331  -0.605 1.221  -0.720 1.077  -0.796 0.910  -0.856 0.737  -0.899 0.558  -0.914 0.375  -0.917 0.191  -0.775 0.078  -0.616 -0.011  -0.443 -0.074  -0.263 -0.103  -0.079 -0.112  0.103 -0.105  0.237 -0.004  0.287 0.173  0.337 0.351  0.387 0.528  0.437 0.705  0.487 0.883  0.478 0.815  0.442 0.634  0.406 0.454  0.368 0.274  0.326 0.094  0.273 -0.082  0.221 -0.259  0.168 -0.435  0.150 -0.618  0.134 -0.802  0.137 -0.986  0.143 -1.170  0.164 -1.353  0.182 -1.536  0.221 -1.654  0.157 -1.482  0.090 -1.310  0.023 -1.138  -0.044 -0.967  -0.111 -0.795  -0.002 -0.736  0.181 -0.736  0.365 -0.747  0.549 -0.761  0.733 -0.775
1c#val#gresai71/q  0.078 1.529  -0.092 1.581  -0.265 1.574  -0.407 1.467  -0.536 1.345  -0.667 1.225  -0.778 1.087  -0.878 0.941  -0.928 0.771  -0.958 0.599  -0.915 0.427  -0.843 0.266  -0.757 0.110  -0.589 0.055  -0.416 0.018  -0.240 0.015  -0.115 0.119  -0.028 0.273  0.059 0.428  0.146 0.583  0.234 0.738  0.321 0.893  0.359 0.874  0.351 0.696  0.344 0.519  0.343 0.341  0.349 0.164  0.356 -0.014  0.362 -0.192  0.348 -0.369  0.334 -0.546  0.306 -0.721  0.276 -0.896  0.250 -1.072  0.228 -1.249  0.213 -1.426  0.192 -1.602  0.185 -1.521  0.138 -1.350  0.090 -1.179  0.043 -1.008  -0.004 -0.836  -0.051 -0.665  -0.024 -0.553  0.154 -0.560  0.331 -0.568  0.509 -0.577  0.687 -0.583  0.864 -0.585  1.041 -0.565
1c#val#gresai71/q  0.252 1.275  0.058 1.336  -0.144 1.369  -0.342 1.330  -0.540 1.279  -0.722 1.190  -0.854 1.037  -0.926 0.847  -0.942 0.643  -0.958 0.439  -0.953 0.235  -0.922 0.034  -0.769 -0.088  -0.594 -0.193  -0.396 -0.215  -0.193 -0.202  -0.014 -0.140  0.055 0.052  0.123 0.245  0.191 0.437  0.260 0.630  0.328 0.823  0.397 1.015  0.465 1.208  0.447 1.086  0.407 0.886  0.368 0.685  0.332 0.484  0.298 0.283  0.264 0.081  0.231 -0.121  0.198 -0.322  0.193 -0.526  0.201 -0.730  0.215 -0.934  0.249 -1.134  0.300 -1.331  0.357 -1.526  0.250 -1.383  0.098 -1.247  -0.055 -1.111  -0.207 -0.975  -0.340 -0.847  -0.136 -0.858  0.068 -0.856  0.272 -0.848  0.476 -0.840  0.681 -0.840  0.885 -0.838  1.089 -0.825
1c#val#gresai71/q  0.131 1.386  -0.048 1.395  -0.226 1.363  -0.394 1.298  -0.538 1.194  -0.673 1.076  -0.807 0.955  -0.941 0.834  -1.040 0.688  -1.116 0.525  -1.123 0.349  -1.094 0.176  -0.977 0.040  -0.860 -0.097  -0.731 -0.221  -0.570 -0.289  -0.391 -0.300  -0.212 -0.294  -0.036 -0.257  0.053 -0.131  0.094 0.044  0.134 0.219  0.175 0.395  0.216 0.570  0.256 0.746  0.297 0.921  0.331 1.039  0.331 0.859  0.335 0.679  0.347 0.499  0.358 0.319  0.370 0.140  0.383 -0.040  0.401 -0.219  0.418 -0.398  0.433 -0.578  0.458 -0.756  0.493 -0.932  0.527 -1.109  0.545 -1.288  0.527 -1.466  0.452 -1.486  0.379 -1.321  0.306 -1.156  0.234 -0.992  0.200 -0.853  0.379 -0.861  0.559 -0.873  0.738 -0.891  0.918 -0.900
1c#val#gresai71/q  0.317 1.367  0.134 1.427  -0.059 1.444  -0.251 1.419  -0.439 1.369  -0.626 1.317  -0.755 1.178  -0.858 1.014  -0.946 0.841  -1.008 0.657  -1.027 0.468  -1.010 0.274  -0.943 0.093  -0.866 -0.085  -0.688 -0.162  -0.509 -0.238  -0.321 -0.268  -0.143 -0.240  -0.067 -0.061  0.008 0.118  0.084 0.297  0.160 0.476  0.235 0.654  0.311 0.833  0.367 0.951  0.324 0.761  0.287 0.570  0.253 0.379  0.223 0.187  0.217 -0.007  0.211 -0.201  0.205 -0.395  0.206 -0.589  0.210 -0.783  0.254 -0.972  0.300 -1.161  0.353 -1.347  0.401 -1.421  0.287 -1.264  0.174 -1.106  0.061 -0.948  -0.053 -0.791  -0.053 -0.696  0.141 -0.709  0.334 -0.727  0.527 -0.748  0.720 -0.769  0.914 -0.784  1.108 -0.797  1.300 -0.826
1c#val#gresai71/q  0.388 1.392  0.208 1.437  0.021 1.401  -0.162 1.351  -0.337 1.281  -0.500 1.186  -0.619 1.038  -0.725 0.881  -0.799 0.711  -0.816 0.522  -0.747 0.349  -0.662 0.179  -0.528 0.060  -0.356 -0.019  -0.166 -0.028  0.022 -0.029  0.203 0.029  0.383 0.088  0.386 0.261  0.363 0.449  0.340 0.637  0.317 0.826  0.294 1.014  0.271 1.202  0.268 1.067  0.270 0.878  0.288 0.689  0.304 0.500  0.304 0.310  0.304 0.120  0.303 -0.070  0.299 -0.259  0.295 -0.449  0.290 -0.639  0.278 -0.828  0.266 -1.018  0.257 -1.207  0.263 -1.397  0.287 -1.525  0.119 -1.437  -0.050 -1.350  -0.218 -1.262  -0.387 -1.175  -0.555 -1.087  -0.467 -1.049  -0.278 -1.036  -0.088 -1.029  0.101 -1.011  0.289 -0.988  0.478 -0.967
1c#val#gresai71/q  0.120 1.383  -0.059 1.411  -0.242 1.416  -0.424 1.400  -0.593 1.336  -0.720 1.209  -0.815 1.053  -0.848 0.873  -0.861 0.692  -0.833 0.514  -0.745 0.354  -0.620 0.221  -0.462 0.131  -0.285 0.090  -0.108 0.098  0.067 0.150  0.211 0.262  0.229 0.431  0.217 0.613  0.205 0.795  0.193 0.978  0.181 1.160  0.153 1.031  0.145 0.849  0.142 0.667  0.140 0.484  0.152 0.302  0.165 0.119  0.164 -0.063  0.162 -0.246  0.160 -0.429  0.160 -0.611  0.160 -0.794  0.177 -0.975  0.218 -1.153  0.284 -1.323  0.334 -1.498  0.288 -1.436  0.150 -1.317  0.011 -1.199  -0.128 -1.080  -0.267 -0.961  -0.209 -0.915  -0.026 -0.912  0.156 -0.898  0.338 -0.884  0.520 -0.868  0.701 -0.848  0.882 -0.819  1.062 -0.790
1c#val#gresai71/q  0.224 1.540  0.063 1.559  -0.101 1.553  -0.263 1.542  -0.392 1.441  -0.498 1.319  -0.587 1.182  -0.663 1.038  -0.721 0.885  -0.755 0.725  -0.752 0.565  -0.703 0.410  -0.620 0.272  -0.461 0.233  -0.299 0.224  -0.135 0.224  0.024 0.262  0.099 0.384  0.135 0.543  0.171 0.703  0.207 0.862  0.231 0.913  0.231 0.749  0.233 0.586  0.239 0.422  0.244 0.259  0.253 0.095  0.263 -0.068  0.274 -0.231  0.276 -0.395  0.279 -0.558  0.281 -0.722  0.270 -0.885  0.260 -1.048  0.258 -1.211  0.274 -1.374  0.267 -1.536  0.185 -1.494  0.088 -1.362  -0.009 -1.231  -0.106 -1.099  -0.203 -0.968  -0.300 -0.836  -0.170 -0.802  -0.007 -0.789  0.156 -0.785  0.320 -0.780  0.483 -0.775  0.647 -0.770  0.810 -0.770
1c#val#gresai71/q  -0.925 1.342  -1.028 1.197  -1.103 1.036  -1.151 0.867  -1.162 0.689  -1.094 0.525  -0.983 0.393  -0.841 0.286  -0.671 0.249  -0.494 0.231  -0.317 0.213  -0.141 0.234  0.035 0.264  0.108 0.402  0.148 0.576  0.189 0.749  0.229 0.923  0.270 1.096  0.310 1.269  0.343 1.394  0.331 1.216  0.345 1.039  0.360 0.862  0.357 0.684  0.354 0.506  0.344 0.328  0.324 0.151  0.305 -0.026  0.288 -0.203  0.270 -0.380  0.253 -0.558  0.244 -0.735  0.234 -0.913  0.225 -1.091  0.207 -1.268  0.203 -1.444  0.219 -1.589  0.150 -1.425  0.080 -1.261  0.011 -1.097  -0.058 -0.933  -0.128 -0.769  -0.197 -0.605  -0.025 -0.617  0.153 -0.632  0.330 -0.640  0.509 -0.640  0.687 -0.640  0.865 -0.640  1.041 -0.617
1c#val#gresai71/q  0.113 1.352  -0.070 1.399  -0.257 1.407  -0.442 1.369  -0.616 1.299  -0.754 1.172  -0.866 1.021  -0.938 0.847  -0.978 0.669  -0.948 0.483  -0.835 0.331  -0.697 0.208  -0.535 0.111  -0.370 0.034  -0.182 0.057  -0.004 0.116  0.099 0.244  0.135 0.430  0.170 0.615  0.205 0.800  0.241 0.986  0.276 1.171  0.279 1.012  0.279 0.823  0.279 0.635  0.275 0.446  0.269 0.258  0.264 0.069  0.260 -0.120  0.257 -0.308  0.256 -0.497  0.259 -0.685  0.262 -0.874  0.273 -1.062  0.286 -1.250  0.300 -1.438  0.315 -1.626  0.293 -1.660  0.218 -1.486  0.144 -1.313  0.069 -1.140  -0.005 -0.967  -0.080 -0.793  -0.154 -0.620  -0.028 -0.585  0.160 -0.591  0.349 -0.596  0.537 -0.602  0.725 -0.586  0.912 -0.563
1c#val#gresai71/q  0.059 1.342  -0.133 1.346  -0.323 1.339  -0.507 1.285  -0.687 1.218  -0.829 1.093  -0.947 0.942  -1.034 0.773  -1.066 0.588  -1.058 0.396  -0.993 0.221  -0.864 0.091  -0.692 0.005  -0.501 -0.008  -0.311 -0.006  -0.123 0.034  -0.038 0.186  0.018 0.369  0.074 0.552  0.131 0.735  0.187 0.919  0.244 1.102  0.288 1.113  0.323 0.925  0.372 0.739  0.389 0.549  0.402 0.357  0.415 0.166  0.427 -0.025  0.440 -0.216  0.452 -0.408  0.437 -0.599  0.422 -0.790  0.417 -0.982  0.421 -1.173  0.436 -1.364  0.479 -1.547  0.399 -1.457  0.268 -1.318  0.136 -1.178  0.005 -1.038  -0.126 -0.898  -0.257 -0.758  -0.166 -0.702  0.025 -0.683  0.216 -0.666  0.407 -0.650  0.598 -0.643  0.790 -0.647  0.979 -0.626
1c#val#gresai71/q  -0.050 1.476  -0.243 1.463  -0.431 1.418  -0.561 1.282  -0.677 1.126  -0.793 0.970  -0.910 0.815  -1.012 0.650  -1.078 0.472  -1.080 0.281  -1.018 0.099  -0.881 -0.038  -0.743 -0.175  -0.571 -0.243  -0.379 -0.267  -0.191 -0.220  -0.030 -0.116  0.111 0.016  0.222 0.171  0.287 0.354  0.319 0.545  0.349 0.737  0.378 0.929  0.408 1.121  0.418 1.199  0.384 1.008  0.353 0.816  0.329 0.623  0.318 0.429  0.311 0.235  0.303 0.041  0.295 -0.153  0.287 -0.347  0.294 -0.541  0.306 -0.734  0.321 -0.928  0.338 -1.121  0.363 -1.313  0.416 -1.500  0.402 -1.565  0.302 -1.399  0.201 -1.233  0.101 -1.067  0.000 -0.900  -0.063 -0.754  0.131 -0.745  0.325 -0.740  0.519 -0.740  0.713 -0.724  0.907 -0.718
1c#val#gresai71/q  -0.490 1.451  -0.649 1.337  -0.801 1.214  -0.939 1.076  -1.059 0.922  -1.119 0.737  -1.144 0.547  -1.107 0.357  -1.002 0.194  -0.822 0.119  -0.635 0.068  -0.441 0.055  -0.248 0.086  -0.071 0.145  0.038 0.303  0.100 0.489  0.163 0.674  0.226 0.859  0.289 1.044  0.352 1.229  0.392 1.306  0.373 1.111  0.358 0.916  0.340 0.721  0.321 0.527  0.302 0.332  0.279 0.138  0.255 -0.056  0.232 -0.250  0.207 -0.444  0.182 -0.638  0.209 -0.831  0.242 -1.024  0.285 -1.215  0.314 -1.407  0.369 -1.578  0.340 -1.471  0.244 -1.300  0.148 -1.130  0.052 -0.960  -0.044 -0.789  -0.140 -0.619  -0.170 -0.490  0.025 -0.500  0.221 -0.512  0.415 -0.532  0.609 -0.553  0.804 -0.560  1.000 -0.555  1.195 -0.540
1c#val#gresai71/q  0.270 1.425  0.088 1.462  -0.097 1.428  -0.274 1.365  -0.425 1.256  -0.569 1.133  -0.713 1.012  -0.856 0.889  -0.991 0.757  -1.098 0.601  -1.146 0.437  -1.085 0.260  -0.933 0.148  -0.766 0.066  -0.586 0.009  -0.398 0.007  -0.210 0.021  -0.029 0.069  0.115 0.191  0.218 0.337  0.255 0.523  0.292 0.708  0.328 0.893  0.357 1.008  0.351 0.820  0.346 0.631  0.338 0.442  0.327 0.254  0.320 0.065  0.316 -0.124  0.311 -0.313  0.304 -0.501  0.296 -0.690  0.297 -0.879  0.306 -1.067  0.321 -1.256  0.336 -1.444  0.356 -1.621  0.266 -1.455  0.176 -1.289  0.086 -1.123  -0.004 -0.957  -0.094 -0.791  -0.093 -0.674  0.095 -0.659  0.283 -0.671  0.471 -0.679  0.660 -0.679  0.849 -0.685  1.033 -0.664
1c#val#gresai71/q  -0.370 1.161  -0.550 1.106  -0.715 1.022  -0.870 0.918  -1.000 0.784  -1.129 0.648  -1.252 0.507  -1.301 0.332  -1.246 0.167  -1.100 0.065  -0.921 0.007  -0.743 -0.051  -0.559 -0.061  -0.372 -0.056  -0.185 -0.044  -0.002 -0.007  0.178 0.042  0.339 0.130  0.421 0.296  0.443 0.482  0.406 0.664  0.365 0.847  0.324 1.030  0.283 1.212  0.251 1.329  0.261 1.142  0.270 0.955  0.273 0.768  0.276 0.581  0.278 0.394  0.282 0.207  0.285 0.019  0.291 -0.168  0.297 -0.355  0.315 -0.541  0.336 -0.727  0.357 -0.913  0.380 -1.099  0.402 -1.285  0.445 -1.467  0.354 -1.392  0.237 -1.245  0.121 -1.098  0.005 -0.951  0.175 -0.932  0.362 -0.922  0.549 -0.918  0.735 -0.903  0.918 -0.866  1.099 -0.818
1c#val#gresai71/q  -0.266 1.568  -0.432 1.532  -0.566 1.428  -0.667 1.289  -0.731 1.131  -0.782 0.967  -0.825 0.801  -0.854 0.632  -0.849 0.460  -0.762 0.319  -0.619 0.236  -0.456 0.182  -0.288 0.157  -0.116 0.162  0.034 0.244  0.160 0.359  0.150 0.530  0.141 0.702  0.131 0.873  0.121 1.045  0.112 1.217  0.129 1.095  0.146 0.924  0.158 0.753  0.170 0.581  0.182 0.410  0.188 0.238  0.188 0.066  0.188 -0.106  0.190 -0.278  0.192 -0.449  0.195 -0.621  0.207 -0.793  0.226 -0.963  0.238 -1.134  0.238 -1.306  0.247 -1.478  0.278 -1.644  0.234 -1.521  0.175 -1.359  0.115 -1.198  0.056 -1.037  -0.003 -0.875  -0.026 -0.739  0.146 -0.741  0.318 -0.745  0.490 -0.742  0.661 -0.733  0.833 -0.725  1.005 -0.718
1c#val#gresai71/q  -0.089 1.550  -0.278 1.515  -0.446 1.424  -0.609 1.322  -0.751 1.193  -0.872 1.046  -0.955 0.872  -1.024 0.693  -1.076 0.507  -1.108 0.319  -1.092 0.129  -0.982 -0.029  -0.820 -0.118  -0.636 -0.173  -0.443 -0.177  -0.252 -0.172  -0.064 -0.128  0.124 -0.084  0.299 -0.016  0.414 0.131  0.461 0.314  0.444 0.506  0.427 0.698  0.411 0.890  0.394 1.082  0.388 1.042  0.388 0.849  0.386 0.656  0.366 0.465  0.345 0.273  0.324 0.082  0.310 -0.111  0.296 -0.303  0.296 -0.495  0.307 -0.687  0.323 -0.879  0.343 -1.071  0.398 -1.255  0.441 -1.424  0.319 -1.288  0.170 -1.167  0.021 -1.045  -0.129 -0.923  -0.117 -0.859  0.076 -0.859  0.269 -0.860  0.461 -0.863  0.654 -0.864  0.846 -0.854  1.039 -0.852
1c#val#gresai71/q  -0.231 1.599  -0.396 1.501  -0.540 1.374  -0.622 1.200  -0.693 1.022  -0.733 0.834  -0.773 0.646  -0.818 0.459  -0.829 0.277  -0.728 0.119  -0.539 0.082  -0.350 0.045  -0.160 0.034  0.032 0.046  0.211 0.113  0.330 0.244  0.322 0.436  0.314 0.628  0.306 0.820  0.298 1.012  0.290 1.204  0.282 1.397  0.274 1.243  0.267 1.051  0.249 0.859  0.231 0.668  0.213 0.476  0.189 0.285  0.165 0.094  0.154 -0.098  0.145 -0.290  0.149 -0.482  0.159 -0.674  0.178 -0.865  0.205 -1.056  0.239 -1.245  0.292 -1.427  0.348 -1.514  0.191 -1.403  0.035 -1.291  -0.122 -1.180  -0.279 -1.069  -0.436 -0.958  -0.264 -0.912  -0.072 -0.902  0.120 -0.898  0.312 -0.886  0.504 -0.880  0.696 -0.879  0.887 -0.858
1c#val#gresai71/q  -0.004 1.406  -0.218 1.410  -0.419 1.336  -0.604 1.233  -0.758 1.088  -0.869 0.905  -0.971 0.717  -1.067 0.525  -1.149 0.328  -1.170 0.126  -1.050 -0.040  -0.866 -0.149  -0.660 -0.208  -0.449 -0.230  -0.235 -0.222  -0.037 -0.142  0.159 -0.055  0.301 0.102  0.391 0.296  0.402 0.510  0.413 0.724  0.424 0.938  0.434 1.152  0.443 1.352  0.397 1.143  0.351 0.933  0.357 0.719  0.355 0.505  0.353 0.291  0.347 0.076  0.338 -0.138  0.329 -0.352  0.323 -0.566  0.319 -0.781  0.318 -0.995  0.319 -1.209  0.326 -1.423  0.300 -1.549  0.169 -1.379  0.038 -1.209  -0.092 -1.040  -0.223 -0.870  -0.353 -0.700  -0.171 -0.679  0.043 -0.677  0.257 -0.677  0.471 -0.669  0.685 -0.651  0.897 -0.621  1.108 -0.583
1c#val#gresai71/q  0.385 1.390  0.195 1.396  0.006 1.385  -0.182 1.360  -0.366 1.317  -0.536 1.233  -0.687 1.118  -0.765 0.945  -0.816 0.766  -0.816 0.576  -0.814 0.386  -0.741 0.211  -0.645 0.055  -0.481 -0.039  -0.294 -0.073  -0.106 -0.071  0.037 0.007  0.086 0.190  0.135 0.373  0.185 0.557  0.234 0.740  0.283 0.924  0.332 1.107  0.334 1.103  0.289 0.918  0.268 0.729  0.250 0.540  0.232 0.351  0.212 0.162  0.189 -0.026  0.168 -0.215  0.152 -0.404  0.136 -0.594  0.125 -0.783  0.115 -0.973  0.136 -1.161  0.163 -1.349  0.185 -1.538  0.210 -1.642  0.106 -1.483  0.001 -1.324  -0.103 -1.166  -0.207 -1.007  -0.221 -0.895  -0.031 -0.891  0.159 -0.895  0.347 -0.885  0.531 -0.838  0.718 -0.806  0.907 -0.783
1c#val#gresai71/q  0.087 1.394  -0.091 1.379  -0.267 1.352  -0.441 1.315  -0.609 1.258  -0.767 1.176  -0.888 1.052  -0.983 0.901  -1.004 0.726  -1.019 0.548  -1.001 0.373  -0.968 0.197  -0.859 0.069  -0.705 -0.013  -0.533 -0.061  -0.356 -0.076  -0.179 -0.076  -0.002 -0.049  0.060 0.104  0.106 0.277  0.151 0.449  0.197 0.621  0.242 0.794  0.287 0.966  0.334 0.967  0.369 0.793  0.385 0.616  0.386 0.438  0.381 0.260  0.376 0.081  0.350 -0.095  0.322 -0.271  0.296 -0.447  0.271 -0.624  0.251 -0.801  0.236 -0.978  0.248 -1.155  0.272 -1.332  0.314 -1.504  0.346 -1.492  0.265 -1.333  0.184 -1.174  0.103 -1.015  0.023 -0.856  0.195 -0.837  0.373 -0.819  0.550 -0.802  0.727 -0.785  0.905 -0.771  1.079 -0.742
