1c#apa#apa03#app0358/x  -1.011 0.751  -1.011 0.575  -0.892 0.448  -0.826 0.299  -0.774 0.144  -0.650 0.020  -0.641 -0.152  -0.487 -0.174  -0.353 -0.277  -0.271 -0.419  -0.220 -0.544  -0.056 -0.573  0.068 -0.698  0.231 -0.729  0.407 -0.729  0.583 -0.729  0.673 -0.626  0.704 -0.453  0.736 -0.280  0.767 -0.106  0.799 0.067  0.830 0.240  0.862 0.413  0.893 0.586  0.925 0.759  0.956 0.932  0.988 1.106  1.019 1.279  1.024 1.157  0.884 1.121  0.747 1.028  0.622 0.904  0.498 0.779  0.373 0.655  0.239 0.543  0.082 0.465  -0.075 0.386  -0.086 0.216  -0.155 0.057  -0.234 -0.101  -0.337 -0.241  -0.461 -0.365  -0.586 -0.489  -0.710 -0.614  -0.826 -0.742  -0.828 -0.917  -0.953 -1.041  -1.077 -1.166  -1.195 -1.293  -1.195 -1.469
2#gmd#alek/x  -1.302 1.025  -1.177 1.121  -1.052 0.995  -0.926 0.870  -0.814 0.735  -0.716 0.587  -0.616 0.441  -0.509 0.299  -0.403 0.158  -0.297 0.016  -0.190 -0.126  -0.084 -0.268  0.022 -0.409  0.102 -0.567  0.181 -0.726  0.269 -0.878  0.394 -1.003  0.466 -1.151  0.507 -1.048  0.558 -0.878  0.609 -0.708  0.659 -0.539  0.710 -0.369  0.761 -0.199  0.812 -0.030  0.863 0.140  0.914 0.310  0.965 0.479  1.016 0.649  1.067 0.819  1.118 0.988  0.997 0.981  0.829 0.925  0.695 0.813  0.570 0.688  0.445 0.562  0.320 0.437  0.194 0.312  0.069 0.187  -0.056 0.061  -0.189 -0.055  -0.326 -0.168  -0.462 -0.282  -0.598 -0.395  -0.734 -0.509  -0.860 -0.632  -0.988 -0.755  -1.129 -0.862  -1.271 -0.968  -1.413 -1.074
2#gmd#alek/x  -0.984 1.232  -0.849 1.153  -0.761 0.993  -0.659 0.840  -0.566 0.682  -0.484 0.518  -0.398 0.356  -0.288 0.210  -0.178 0.063  -0.076 -0.089  0.018 -0.247  0.112 -0.404  0.214 -0.556  0.324 -0.703  0.435 -0.850  0.495 -1.009  0.460 -1.139  0.478 -0.991  0.512 -0.810  0.546 -0.630  0.581 -0.450  0.615 -0.270  0.649 -0.090  0.684 0.091  0.718 0.271  0.752 0.451  0.787 0.631  0.821 0.811  0.850 0.989  0.924 1.155  0.828 1.184  0.699 1.068  0.600 0.918  0.453 0.808  0.307 0.698  0.202 0.552  0.097 0.405  -0.033 0.275  -0.163 0.146  -0.292 0.016  -0.399 -0.133  -0.501 -0.285  -0.603 -0.438  -0.704 -0.590  -0.806 -0.743  -0.904 -0.898  -0.987 -1.062  -1.081 -1.219  -1.175 -1.376  -1.270 -1.534
2#apa#apa02#app0248/x  -0.913 1.179  -0.860 1.044  -0.778 0.937  -0.665 0.796  -0.531 0.662  -0.398 0.529  -0.360 0.356  -0.227 0.223  -0.104 0.086  -0.056 -0.083  0.031 -0.235  0.031 -0.424  0.058 -0.601  0.165 -0.745  0.165 -0.933  0.171 -1.119  0.300 -1.254  0.319 -1.326  0.379 -1.147  0.438 -0.968  0.498 -0.790  0.557 -0.611  0.617 -0.432  0.677 -0.253  0.736 -0.075  0.796 0.104  0.855 0.283  0.915 0.462  0.974 0.640  1.034 0.819  1.094 0.998  1.104 0.909  0.919 0.891  0.740 0.831  0.564 0.768  0.428 0.640  0.246 0.613  0.078 0.528  -0.065 0.409  -0.199 0.276  -0.332 0.143  -0.465 0.009  -0.622 -0.091  -0.788 -0.179  -0.921 -0.312  -1.054 -0.445  -1.188 -0.578  -1.321 -0.712  -1.454 -0.845  -1.587 -0.978
2#apa#apa09#app0944/x  -1.369 0.468  -1.513 0.613  -1.343 0.706  -1.153 0.768  -0.948 0.768  -0.762 0.690  -0.575 0.618  -0.414 0.537  -0.300 0.367  -0.187 0.197  -0.179 0.001  -0.292 -0.169  -0.406 -0.339  -0.545 -0.484  -0.715 -0.597  -0.885 -0.711  -1.083 -0.733  -1.219 -0.664  -1.095 -0.583  -0.895 -0.569  -0.719 -0.463  -0.544 -0.358  -0.369 -0.253  -0.193 -0.148  -0.018 -0.042  0.157 0.063  0.333 0.168  0.508 0.273  0.683 0.378  0.859 0.484  1.034 0.589  1.210 0.694  1.291 0.811  1.131 0.918  0.957 0.843  0.813 0.698  0.668 0.554  0.536 0.398  0.423 0.228  0.309 0.058  0.213 -0.122  0.143 -0.305  0.235 -0.488  0.352 -0.652  0.496 -0.797  0.665 -0.883  0.870 -0.883  1.074 -0.883  1.279 -0.883  1.483 -0.883
3#apa#apa09#app0948/x  -1.273 0.094  -1.273 0.309  -1.260 0.512  -1.045 0.512  -0.829 0.512  -0.614 0.512  -0.398 0.512  -0.196 0.481  -0.043 0.329  0.063 0.143  0.159 -0.050  0.092 -0.216  -0.060 -0.368  -0.213 -0.520  -0.419 -0.573  -0.630 -0.615  -0.841 -0.657  -1.053 -0.699  -1.264 -0.742  -1.479 -0.743  -1.387 -0.553  -1.290 -0.360  -1.097 -0.325  -0.881 -0.325  -0.671 -0.283  -0.461 -0.234  -0.251 -0.186  -0.041 -0.137  0.169 -0.089  0.379 -0.040  0.589 0.008  0.799 0.057  1.009 0.105  1.219 0.154  1.429 0.202  1.639 0.250  1.849 0.299  1.690 0.391  1.497 0.488  1.287 0.512  1.072 0.512  0.856 0.512  0.641 0.512  0.425 0.512  0.316 0.341  0.219 0.148  0.192 -0.061  0.306 -0.229  0.458 -0.382  0.611 -0.534
3#apb#apb05#app0562/x  1.685 1.303  1.542 1.205  1.399 1.107  1.256 1.009  1.114 0.909  0.972 0.810  0.830 0.711  0.688 0.611  0.558 0.497  0.430 0.381  0.301 0.265  0.172 0.149  0.044 0.033  -0.081 -0.087  -0.206 -0.207  -0.331 -0.327  -0.456 -0.447  -0.567 -0.581  -0.677 -0.714  -0.787 -0.848  -0.911 -0.967  -1.051 -1.069  -1.116 -1.225  -1.090 -1.199  -1.014 -1.043  -0.938 -0.888  -0.861 -0.732  -0.785 -0.577  -0.709 -0.421  -0.632 -0.266  -0.556 -0.110  -0.479 0.045  -0.403 0.201  -0.327 0.356  -0.250 0.512  -0.174 0.667  -0.098 0.823  -0.018 0.973  0.090 0.856  0.144 0.694  0.180 0.524  0.213 0.354  0.243 0.184  0.273 0.013  0.306 -0.157  0.342 -0.327  0.378 -0.496  0.414 -0.665  0.452 -0.835  0.491 -1.003
2#app#app41#app4141/x  -1.503 0.543  -1.375 0.415  -1.248 0.288  -1.120 0.160  -0.993 0.033  -0.865 -0.095  -0.692 -0.111  -0.514 -0.119  -0.387 -0.246  -0.259 -0.374  -0.132 -0.501  -0.004 -0.629  0.123 -0.756  0.251 -0.884  0.378 -1.011  0.506 -1.139  0.633 -1.266  0.761 -1.394  0.771 -1.276  0.751 -1.097  0.731 -0.918  0.711 -0.739  0.691 -0.560  0.671 -0.380  0.651 -0.201  0.631 -0.022  0.611 0.157  0.591 0.337  0.571 0.516  0.552 0.695  0.532 0.874  0.512 1.053  0.492 1.233  0.472 1.412  0.411 1.476  0.284 1.348  0.156 1.221  0.132 1.050  0.132 0.870  0.005 0.742  -0.122 0.615  -0.195 0.464  -0.195 0.284  -0.274 0.137  -0.401 0.009  -0.526 -0.120  -0.607 -0.282  -0.687 -0.443  -0.768 -0.604  -0.849 -0.765
1c#apb#apb17#app1793/x  -1.792 0.987  -1.667 0.938  -1.525 0.868  -1.383 0.797  -1.239 0.732  -1.093 0.668  -0.948 0.605  -0.822 0.512  -0.706 0.404  -0.590 0.295  -0.474 0.187  -0.341 0.101  -0.206 0.017  -0.072 -0.067  0.057 -0.159  0.179 -0.259  0.302 -0.360  0.410 -0.476  0.517 -0.593  0.625 -0.709  0.737 -0.822  0.885 -0.859  0.951 -0.763  0.956 -0.604  0.962 -0.446  0.968 -0.287  0.973 -0.129  0.979 0.030  0.984 0.188  0.990 0.347  0.995 0.505  1.001 0.664  0.977 0.760  0.858 0.656  0.740 0.549  0.628 0.437  0.516 0.325  0.404 0.212  0.286 0.106  0.166 0.002  0.047 -0.102  -0.074 -0.205  -0.202 -0.298  -0.330 -0.392  -0.458 -0.486  -0.581 -0.585  -0.703 -0.687  -0.825 -0.788  -0.961 -0.869  -1.100 -0.946
3#app#app11#app1165/x  -1.297 0.737  -1.275 0.581  -1.141 0.536  -1.074 0.424  -0.984 0.335  -0.905 0.189  -0.797 0.049  -0.717 -0.111  -0.617 -0.257  -0.490 -0.383  -0.364 -0.510  -0.237 -0.636  -0.074 -0.674  0.062 -0.779  0.114 -0.936  0.204 -1.078  0.356 -1.144  0.427 -1.251  0.557 -1.301  0.736 -1.301  0.894 -1.284  0.855 -1.110  0.816 -0.935  0.778 -0.760  0.739 -0.585  0.700 -0.411  0.661 -0.236  0.622 -0.061  0.583 0.113  0.545 0.288  0.506 0.463  0.467 0.638  0.428 0.812  0.389 0.987  0.350 1.162  0.312 1.336  0.273 1.511  0.271 1.353  0.247 1.184  0.120 1.057  0.104 0.885  -0.022 0.758  -0.110 0.604  -0.190 0.444  -0.270 0.283  -0.350 0.123  -0.430 -0.037  -0.510 -0.197  -0.590 -0.357  -0.670 -0.517
1c#tos#t3#t3042061/x  -1.248 0.564  -1.248 0.822  -1.036 0.893  -0.872 1.050  -0.696 1.159  -0.437 1.159  -0.179 1.159  -0.058 1.022  0.108 0.919  0.221 0.694  0.240 0.439  0.240 0.180  0.152 -0.057  0.037 -0.288  -0.175 -0.424  -0.281 -0.617  -0.381 -0.775  -0.606 -0.829  -0.721 -1.060  -0.891 -1.252  -0.894 -1.256  -0.721 -1.066  -0.539 -0.884  -0.356 -0.701  -0.173 -0.518  0.009 -0.336  0.192 -0.153  0.375 0.030  0.557 0.212  0.740 0.395  0.923 0.578  1.105 0.760  1.281 0.946  1.174 1.052  1.008 0.936  0.796 0.823  0.711 0.606  0.488 0.490  0.314 0.318  0.142 0.152  0.051 -0.058  -0.132 -0.218  -0.239 -0.394  -0.355 -0.568  -0.281 -0.752  -0.145 -0.911  0.071 -1.025  0.318 -1.072  0.576 -1.072  0.835 -1.072
3#apa#apa00#app0009/x  -1.296 0.182  -1.192 0.291  -1.187 0.499  -1.044 0.652  -0.893 0.803  -0.711 0.876  -0.534 0.952  -0.425 1.050  -0.425 0.837  -0.425 0.625  -0.425 0.412  -0.425 0.199  -0.316 0.031  -0.213 -0.139  -0.207 -0.349  -0.143 -0.535  0.036 -0.647  0.119 -0.808  0.200 -0.987  0.293 -1.124  0.379 -1.275  0.455 -1.451  0.573 -1.339  0.608 -1.129  0.643 -0.919  0.678 -0.709  0.713 -0.499  0.748 -0.289  0.783 -0.079  0.818 0.131  0.853 0.341  0.888 0.551  0.923 0.760  0.958 0.970  0.971 1.162  0.881 1.039  0.766 0.938  0.603 0.805  0.420 0.700  0.269 0.550  0.119 0.399  -0.032 0.249  -0.205 0.129  -0.356 -0.005  -0.466 -0.185  -0.586 -0.357  -0.681 -0.547  -0.791 -0.727  -0.861 -0.911  -0.861 -1.124
3#ced#ylsn6164_s_jm/x  -0.855 0.662  -0.950 0.817  -1.026 0.931  -0.937 0.812  -0.825 0.668  -0.723 0.515  -0.621 0.362  -0.501 0.223  -0.414 0.062  -0.299 -0.082  -0.189 -0.226  -0.091 -0.380  0.001 -0.538  0.121 -0.676  0.207 -0.838  0.330 -0.964  0.426 -1.115  0.472 -0.937  0.518 -0.760  0.564 -0.582  0.610 -0.404  0.656 -0.226  0.702 -0.048  0.748 0.130  0.794 0.308  0.840 0.486  0.886 0.664  0.932 0.842  0.957 1.022  0.973 1.203  0.885 1.277  0.737 1.176  0.626 1.030  0.516 0.883  0.408 0.734  0.313 0.577  0.211 0.424  0.099 0.278  -0.017 0.136  -0.133 -0.006  -0.235 -0.159  -0.328 -0.317  -0.423 -0.475  -0.525 -0.628  -0.634 -0.775  -0.747 -0.921  -0.862 -1.064  -0.973 -1.210  -1.068 -1.368  -1.162 -1.525
3#ced#ylsn6164_s_jm/x  -0.708 0.379  -0.734 0.556  -0.734 0.682  -0.634 0.542  -0.534 0.389  -0.440 0.227  -0.342 0.068  -0.228 -0.078  -0.135 -0.241  -0.041 -0.403  0.059 -0.561  0.157 -0.721  0.244 -0.887  0.342 -1.038  0.374 -1.019  0.388 -0.832  0.403 -0.645  0.417 -0.458  0.432 -0.271  0.446 -0.084  0.460 0.103  0.475 0.291  0.489 0.478  0.503 0.665  0.518 0.852  0.552 1.035  0.604 1.215  0.686 1.382  0.735 1.558  0.671 1.503  0.631 1.324  0.568 1.149  0.472 0.988  0.383 0.823  0.306 0.652  0.207 0.493  0.112 0.331  0.025 0.165  -0.062 -0.001  -0.155 -0.164  -0.246 -0.328  -0.344 -0.488  -0.444 -0.647  -0.542 -0.807  -0.636 -0.969  -0.745 -1.122  -0.832 -1.288  -0.935 -1.445  -1.036 -1.602  -1.154 -1.747
2#ced#rigi0287_s_jc/x  -1.361 0.026  -1.504 0.121  -1.569 0.277  -1.494 0.426  -1.331 0.505  -1.154 0.544  -0.971 0.544  -0.788 0.543  -0.610 0.507  -0.435 0.454  -0.274 0.371  -0.112 0.286  0.034 0.176  0.150 0.037  0.225 -0.129  0.239 -0.308  0.203 -0.487  0.145 -0.660  0.051 -0.817  -0.043 -0.974  -0.146 -1.124  -0.254 -1.272  -0.383 -1.396  -0.492 -1.448  -0.394 -1.295  -0.297 -1.141  -0.191 -0.993  -0.102 -0.833  -0.014 -0.673  0.087 -0.521  0.177 -0.363  0.253 -0.197  0.341 -0.037  0.445 0.112  0.527 0.276  0.600 0.443  0.697 0.598  0.754 0.770  0.832 0.935  0.904 1.103  0.932 1.279  0.857 1.180  0.793 1.009  0.726 0.839  0.677 0.664  0.637 0.486  0.612 0.306  0.628 0.125  0.658 -0.055  0.735 -0.220
3#apb#apb17#app1793/x  -1.792 0.987  -1.667 0.938  -1.525 0.868  -1.383 0.797  -1.239 0.732  -1.093 0.668  -0.948 0.605  -0.822 0.512  -0.706 0.404  -0.590 0.295  -0.474 0.187  -0.341 0.101  -0.206 0.017  -0.072 -0.067  0.057 -0.159  0.179 -0.259  0.302 -0.360  0.410 -0.476  0.517 -0.593  0.625 -0.709  0.737 -0.822  0.885 -0.859  0.951 -0.763  0.956 -0.604  0.962 -0.446  0.968 -0.287  0.973 -0.129  0.979 0.030  0.984 0.188  0.990 0.347  0.995 0.505  1.001 0.664  0.977 0.760  0.858 0.656  0.740 0.549  0.628 0.437  0.516 0.325  0.404 0.212  0.286 0.106  0.166 0.002  0.047 -0.102  -0.074 -0.205  -0.202 -0.298  -0.330 -0.392  -0.458 -0.486  -0.581 -0.585  -0.703 -0.687  -0.825 -0.788  -0.961 -0.869  -1.100 -0.946
2#apa#apa01#app0173/x  -1.231 0.606  -1.033 0.600  -0.891 0.458  -0.846 0.276  -0.702 0.220  -0.653 0.068  -0.493 0.027  -0.460 -0.140  -0.336 -0.290  -0.194 -0.431  -0.052 -0.573  0.089 -0.715  0.119 -0.904  0.285 -0.937  0.312 -1.112  0.494 -1.130  0.694 -1.130  0.697 -0.933  0.697 -0.732  0.697 -0.532  0.697 -0.331  0.697 -0.130  0.697 0.070  0.697 0.271  0.697 0.471  0.697 0.672  0.697 0.873  0.697 1.073  0.697 1.274  0.697 1.474  0.697 1.465  0.618 1.297  0.476 1.155  0.334 1.013  0.312 0.822  0.135 0.798  0.119 0.614  0.119 0.413  -0.077 0.406  -0.167 0.227  -0.257 0.047  -0.393 -0.099  -0.460 -0.272  -0.540 -0.439  -0.653 -0.593  -0.687 -0.779  -0.829 -0.921  -0.846 -1.115  -1.031 -1.130  -1.038 -1.323
3#app#app32#app3220/x  -0.748 1.029  -0.665 1.143  -0.598 0.993  -0.459 0.854  -0.400 0.682  -0.291 0.531  -0.284 0.337  -0.177 0.185  -0.171 -0.011  -0.083 -0.186  -0.063 -0.378  -0.059 -0.573  0.051 -0.724  0.058 -0.918  0.166 -1.070  0.292 -1.140  0.489 -1.140  0.514 -0.963  0.532 -0.768  0.549 -0.572  0.567 -0.376  0.585 -0.180  0.603 0.015  0.621 0.211  0.638 0.407  0.656 0.603  0.674 0.799  0.692 0.994  0.710 1.190  0.727 1.386  0.736 1.389  0.615 1.242  0.527 1.066  0.398 0.919  0.309 0.745  0.187 0.594  0.049 0.454  -0.039 0.278  -0.127 0.102  -0.237 -0.058  -0.344 -0.220  -0.448 -0.384  -0.587 -0.523  -0.692 -0.687  -0.748 -0.870  -0.857 -1.021  -0.976 -1.169  -1.054 -1.333  -0.976 -1.400  -0.862 -1.483
1c#tos#f1#f1013066/x  -0.976 0.917  -1.061 1.016  -1.244 1.016  -1.117 1.016  -0.954 0.966  -0.797 0.880  -0.729 0.718  -0.680 0.546  -0.619 0.382  -0.545 0.216  -0.498 0.039  -0.472 -0.140  -0.390 -0.304  -0.325 -0.474  -0.218 -0.617  -0.127 -0.771  0.002 -0.900  0.147 -0.995  0.294 -1.099  0.476 -1.105  0.614 -0.995  0.707 -0.841  0.794 -0.696  0.926 -0.593  0.994 -0.423  1.003 -0.241  1.018 -0.058  1.034 0.125  1.049 0.307  1.064 0.490  1.079 0.672  1.095 0.855  0.925 0.868  0.742 0.868  0.559 0.868  0.488 0.712  0.314 0.670  0.257 0.506  0.137 0.383  0.060 0.239  -0.049 0.123  -0.164 -0.002  -0.237 -0.169  -0.347 -0.308  -0.490 -0.422  -0.605 -0.561  -0.680 -0.727  -0.682 -0.908  -0.845 -0.941  -0.927 -1.105
2#ibm#ibm0#r0104/x  -1.618 1.064  -1.540 0.907  -1.462 0.751  -1.351 0.622  -1.205 0.525  -1.059 0.428  -0.914 0.330  -0.787 0.213  -0.690 0.068  -0.593 -0.078  -0.496 -0.224  -0.382 -0.354  -0.236 -0.451  -0.090 -0.549  0.055 -0.646  0.204 -0.738  0.361 -0.817  0.518 -0.895  0.560 -1.044  0.665 -1.114  0.758 -1.031  0.758 -0.855  0.758 -0.680  0.758 -0.505  0.758 -0.329  0.758 -0.154  0.758 0.021  0.758 0.196  0.758 0.372  0.758 0.547  0.758 0.722  0.758 0.898  0.758 1.073  0.758 1.248  0.643 1.148  0.534 1.013  0.456 0.857  0.377 0.700  0.284 0.552  0.187 0.406  0.089 0.260  -0.008 0.114  -0.091 -0.040  -0.170 -0.197  -0.252 -0.351  -0.349 -0.497  -0.446 -0.643  -0.544 -0.789  -0.628 -0.939  -0.628 -1.114
2#ibm#ibm0#r0104/x  -1.537 1.235  -1.408 1.106  -1.303 0.960  -1.222 0.797  -1.133 0.639  -1.004 0.510  -0.875 0.381  -0.743 0.256  -0.597 0.147  -0.451 0.037  -0.306 -0.072  -0.160 -0.181  -0.014 -0.291  0.116 -0.418  0.245 -0.547  0.374 -0.676  0.544 -0.737  0.717 -0.795  0.890 -0.853  1.069 -0.875  1.046 -0.875  0.891 -0.809  0.765 -0.679  0.746 -0.498  0.728 -0.317  0.710 -0.135  0.692 0.046  0.674 0.228  0.656 0.409  0.638 0.590  0.619 0.772  0.601 0.953  0.583 1.134  0.516 1.178  0.387 1.049  0.258 0.920  0.151 0.775  0.070 0.612  -0.009 0.448  -0.067 0.275  -0.124 0.102  -0.182 -0.071  -0.239 -0.244  -0.297 -0.416  -0.355 -0.589  -0.423 -0.758  -0.505 -0.921  -0.578 -1.086  -0.578 -1.268  -0.578 -1.450
2#ibm#ibm0#r0104/x  -1.796 1.008  -1.647 0.909  -1.497 0.809  -1.348 0.710  -1.199 0.610  -1.052 0.507  -0.908 0.400  -0.765 0.292  -0.621 0.184  -0.477 0.077  -0.334 -0.031  -0.190 -0.137  -0.029 -0.218  0.131 -0.298  0.285 -0.388  0.412 -0.514  0.539 -0.641  0.666 -0.768  0.793 -0.895  0.920 -1.022  0.916 -0.905  0.881 -0.729  0.845 -0.553  0.810 -0.377  0.775 -0.201  0.740 -0.025  0.705 0.151  0.669 0.327  0.634 0.503  0.599 0.679  0.564 0.855  0.529 1.031  0.493 1.207  0.382 1.131  0.255 1.005  0.128 0.878  0.031 0.739  0.031 0.559  0.031 0.380  0.031 0.200  0.031 0.021  0.023 -0.157  -0.034 -0.328  -0.091 -0.498  -0.147 -0.668  -0.207 -0.837  -0.287 -0.998  -0.368 -1.158  -0.426 -1.324  -0.426 -1.503
2#ibm#ibm0#r0104/x  -1.703 1.083  -1.585 0.955  -1.473 0.822  -1.362 0.688  -1.244 0.560  -1.109 0.451  -0.973 0.342  -0.837 0.233  -0.701 0.125  -0.565 0.016  -0.429 -0.093  -0.293 -0.201  -0.157 -0.310  -0.021 -0.419  0.115 -0.528  0.249 -0.638  0.383 -0.750  0.517 -0.861  0.666 -0.946  0.828 -1.010  0.883 -1.004  0.845 -0.841  0.828 -0.668  0.811 -0.495  0.794 -0.321  0.777 -0.148  0.761 0.025  0.744 0.198  0.727 0.372  0.710 0.545  0.693 0.718  0.676 0.891  0.660 1.065  0.635 1.216  0.518 1.088  0.407 0.954  0.295 0.820  0.201 0.677  0.146 0.512  0.091 0.347  0.036 0.181  -0.020 0.016  -0.076 -0.148  -0.141 -0.310  -0.205 -0.472  -0.277 -0.630  -0.349 -0.789  -0.421 -0.947  -0.493 -1.106  -0.565 -1.264
2#ibm#ibm0#r0104/x  -1.243 1.150  -1.197 1.098  -1.152 1.045  -1.107 0.992  -1.062 0.940  -1.017 0.887  -0.971 0.834  -0.926 0.782  -0.881 0.729  -0.836 0.676  -0.791 0.624  -0.742 0.575  -0.688 0.531  -0.634 0.488  -0.579 0.445  -0.525 0.401  -0.471 0.358  -0.417 0.314  -0.363 0.271  -0.309 0.228  -0.254 0.184  -0.200 0.141  -0.146 0.098  -0.092 0.054  -0.038 0.011  0.017 -0.032  0.071 -0.076  0.125 -0.119  0.179 -0.162  0.234 -0.206  0.288 -0.249  0.342 -0.292  0.396 -0.336  0.450 -0.379  0.505 -0.422  0.559 -0.466  0.613 -0.509  0.667 -0.552  0.721 -0.596  0.776 -0.639  0.830 -0.682  0.883 -0.727  0.936 -0.771  0.990 -0.816  1.043 -0.860  1.096 -0.904  1.150 -0.949  1.203 -0.993  1.256 -1.038  1.310 -1.082
2#tos#t2#t2018065/x  -0.990 1.054  -1.114 0.989  -1.169 0.869  -1.046 0.785  -0.929 0.681  -0.813 0.565  -0.682 0.457  -0.534 0.400  -0.425 0.253  -0.275 0.187  -0.181 0.024  -0.088 -0.140  0.070 -0.224  0.216 -0.337  0.361 -0.453  0.478 -0.588  0.577 -0.733  0.688 -0.857  0.853 -0.913  0.916 -1.042  0.915 -0.858  0.909 -0.670  0.904 -0.482  0.898 -0.294  0.893 -0.106  0.887 0.082  0.882 0.270  0.876 0.459  0.871 0.647  0.865 0.835  0.860 1.023  0.735 1.021  0.648 0.905  0.528 0.762  0.399 0.639  0.240 0.561  0.176 0.435  0.018 0.337  -0.088 0.187  -0.180 0.033  -0.312 -0.084  -0.396 -0.221  -0.516 -0.360  -0.657 -0.474  -0.764 -0.603  -0.913 -0.717  -1.006 -0.880  -1.110 -1.036  -1.175 -1.162  -1.299 -1.226
3#apa#apa04#app0409/x  -0.975 1.165  -0.781 1.165  -0.769 0.982  -0.598 0.959  -0.563 0.799  -0.415 0.753  -0.357 0.617  -0.233 0.547  -0.038 0.547  0.054 0.445  0.095 0.261  0.181 0.087  0.260 -0.089  0.265 -0.281  0.402 -0.418  0.466 -0.586  0.466 -0.781  0.523 -0.951  0.661 -1.089  0.672 -1.278  0.687 -1.139  0.705 -0.946  0.722 -0.752  0.740 -0.559  0.757 -0.365  0.775 -0.172  0.793 0.022  0.810 0.215  0.828 0.409  0.845 0.602  0.863 0.796  0.847 0.959  0.659 0.946  0.521 0.808  0.384 0.671  0.241 0.547  0.049 0.542  -0.089 0.404  -0.226 0.267  -0.363 0.130  -0.501 -0.008  -0.563 -0.176  -0.648 -0.318  -0.821 -0.405  -0.991 -0.498  -1.128 -0.635  -1.181 -0.808  -1.257 -0.970  -1.387 -1.111  -1.387 -1.305
1c#val#yannis78/x  -1.385 0.894  -1.313 0.807  -1.178 0.712  -1.041 0.620  -0.906 0.525  -0.771 0.430  -0.636 0.335  -0.496 0.249  -0.355 0.163  -0.214 0.077  -0.074 -0.010  0.067 -0.096  0.207 -0.183  0.348 -0.269  0.488 -0.355  0.627 -0.444  0.765 -0.535  0.902 -0.627  1.040 -0.718  1.165 -0.822  1.216 -0.833  1.118 -0.703  1.078 -0.543  1.038 -0.383  0.999 -0.223  0.959 -0.063  0.919 0.097  0.880 0.257  0.840 0.418  0.800 0.578  0.761 0.738  0.721 0.898  0.600 0.834  0.469 0.734  0.337 0.634  0.205 0.536  0.072 0.438  -0.061 0.340  -0.193 0.242  -0.326 0.144  -0.453 0.040  -0.573 -0.074  -0.693 -0.187  -0.813 -0.301  -0.923 -0.423  -1.031 -0.548  -1.138 -0.673  -1.246 -0.798  -1.352 -0.924  -1.448 -1.004
1c#val#yannis78/x  -1.132 0.826  -0.980 0.761  -0.828 0.697  -0.676 0.632  -0.532 0.554  -0.393 0.465  -0.254 0.376  -0.117 0.284  -0.003 0.165  0.112 0.046  0.226 -0.072  0.347 -0.185  0.476 -0.287  0.606 -0.389  0.736 -0.491  0.865 -0.594  0.991 -0.701  1.117 -0.807  1.224 -0.855  1.102 -0.746  1.026 -0.606  0.981 -0.448  0.935 -0.289  0.890 -0.130  0.844 0.028  0.799 0.187  0.753 0.346  0.708 0.504  0.662 0.663  0.617 0.822  0.571 0.980  0.484 0.882  0.371 0.761  0.259 0.641  0.150 0.516  0.044 0.390  -0.065 0.266  -0.182 0.150  -0.298 0.033  -0.421 -0.077  -0.563 -0.160  -0.705 -0.244  -0.847 -0.328  -0.990 -0.411  -1.134 -0.491  -1.278 -0.571  -1.423 -0.651  -1.567 -0.731  -1.703 -0.824  -1.803 -0.888
1c#val#yannis78/x  -1.188 1.024  -1.095 0.888  -1.001 0.753  -0.907 0.618  -0.788 0.504  -0.669 0.390  -0.550 0.276  -0.427 0.167  -0.304 0.058  -0.180 -0.051  -0.052 -0.153  0.095 -0.227  0.242 -0.301  0.390 -0.374  0.542 -0.437  0.696 -0.495  0.850 -0.554  1.007 -0.603  1.164 -0.652  1.327 -0.667  1.229 -0.559  1.121 -0.436  1.068 -0.280  1.015 -0.124  0.962 0.032  0.909 0.188  0.856 0.344  0.803 0.499  0.750 0.655  0.697 0.811  0.644 0.967  0.547 0.925  0.418 0.821  0.289 0.719  0.159 0.619  0.028 0.519  -0.098 0.413  -0.213 0.296  -0.329 0.178  -0.440 0.057  -0.540 -0.074  -0.640 -0.204  -0.739 -0.336  -0.834 -0.470  -0.929 -0.605  -1.024 -0.740  -1.106 -0.882  -1.180 -1.029  -1.251 -1.178  -1.322 -1.289
1c#val#yannis78/x  -0.707 0.594  -0.571 0.536  -0.435 0.479  -0.299 0.421  -0.163 0.363  -0.033 0.296  0.093 0.218  0.219 0.141  0.344 0.064  0.464 -0.022  0.573 -0.122  0.682 -0.221  0.787 -0.325  0.887 -0.433  0.987 -0.542  0.996 -0.479  0.919 -0.353  0.889 -0.213  0.881 -0.066  0.874 0.082  0.866 0.229  0.858 0.376  0.850 0.524  0.842 0.671  0.834 0.818  0.827 0.966  0.760 0.930  0.669 0.814  0.576 0.699  0.467 0.600  0.358 0.500  0.249 0.401  0.139 0.302  0.029 0.204  -0.082 0.106  -0.201 0.020  -0.326 -0.057  -0.452 -0.135  -0.578 -0.212  -0.703 -0.289  -0.829 -0.367  -0.955 -0.444  -1.070 -0.535  -1.178 -0.635  -1.286 -0.736  -1.394 -0.837  -1.503 -0.936  -1.614 -1.034  -1.720 -1.136  -1.821 -1.226
